month_date_yyyymm,county_fips,county_name,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy
202004,12071,"lee, fl",327000,-0.0239,0.0721,8197,-0.0191,-0.2448,81.5,0.124137931,-0.041176471,1204,-0.4701,-0.5,120,-0.1176,-0.2308,1256,-0.5456,-0.6157,2473,-0.3302,-0.3104,175.7651383,-0.0112,0.0415,1771,-0.012,0.0088,553394.1946,-0.0294,0.0838,10670,-0.1144,-0.2611,0.301695742,-0.1401,-0.0287
202004,12119,"sumter, fl",299950,-0.0165,0.1527,461,0.0924,-0.0553,58,0.260869565,-0.079365079,112,-0.2632,-0.3333,8,1,1,116,-0.2368,-0.1212,202,-0.3267,0.005,182.1939678,-0.0025,0.1413,1752,-0.0051,0.045,351475.7655,-0.0028,0.037,663,-0.0817,-0.0377,0.438177874,-0.2727,0.0263
202004,12023,"columbia, fl",219950,0.0043,0.0019,157,-0.0655,-0.2664,69.5,0.263636364,-0.047945205,36,-0.3571,-0.3077,0,-1,,24,-0.4,-0.4,97,0,1.1556,112.0242695,0.0044,0.0282,1850.5,0.0112,-0.0675,252564.3758,0.0276,-0.0775,254,-0.0415,-0.0193,0.617834395,0.0405,0.4076
202004,12019,"clay, fl",263425,-0.002,-0.0433,848,0.1794,0.1585,45,-0.174311927,-0.230769231,336,-0.1064,0.05,36,-0.1,-0.625,272,0.1148,0.1724,605,-0.0875,-0.1245,133.1655557,0.0105,0.0627,1986,-0.007,-0.0997,331393.7458,-0.0341,-0.0062,1453,0.0514,0.0211,0.713443396,-0.2087,-0.2305
202004,12057,"hillsborough, fl",289900,-0.008,-0.0171,4961,0.0261,-0.1442,53,0.039215686,-0.053571429,1664,-0.329,-0.3247,232,-0.5538,-0.1594,1580,-0.1242,-0.4024,3605,-0.2227,-0.2519,151.008917,-0.0017,0.0416,1945,-0.0122,-0.0477,422275.073,-0.0223,-0.0077,8566,-0.0957,-0.1931,0.72666801,-0.2326,-0.1046
202004,12111,"st. lucie, fl",266080,-0.0109,0.0075,2339,-0.0386,-0.0849,74.5,0.211382114,0.120300752,440,-0.4211,-0.4149,40,-0.3333,-0.3333,420,-0.3966,-0.4828,1093,-0.2114,-0.1178,147.6758008,-0.0019,0.0494,1810.5,-0.0079,-0.0219,327728.9386,-0.0165,0.0195,3432,-0.1013,-0.0957,0.467293715,-0.1024,-0.0174
202004,12107,"putnam, fl",224950,0,-0.0816,272,-0.0903,-0.131,106.5,0.065,0.290909091,48,0,-0.3684,0,,-1,44,-0.3529,-0.3125,109,-0.1138,0.1237,124.8958333,-0.0002,-0.0335,1705,-0.0133,-0.0772,347777.2124,0.0156,0.13,381,-0.0972,-0.0707,0.400735294,-0.0106,0.0908
202004,12073,"leon, fl",249950,0.002,0.0419,1175,0.0156,-0.1696,44.5,0.1125,-0.053191489,396,-0.1681,-0.2826,24,-0.5385,-0.25,144,-0.2174,-0.3077,103,-0.1694,-0.3642,142.5028601,0.008,0.0628,1707.5,0.0086,-0.0012,298575.1406,0.0053,0.0336,1278,-0.0023,-0.1896,0.087659574,-0.0195,-0.0268
202004,12035,"flagler, fl",299950,-0.0536,-0.0323,1518,0.0348,-0.1448,73,0.106060606,-0.013513514,252,-0.475,-0.5401,28,-0.3636,-0.72,228,-0.43,-0.5403,441,-0.2474,-0.225,164.2288771,-0.0212,0.0338,1958,-0.0126,-0.0307,436308.4982,-0.0374,-0.0523,1959,-0.0458,-0.1642,0.290513834,-0.1089,-0.03
202004,12005,"bay, fl",314000,-0.003,-0.0755,2556,0.0994,0.3742,70,0.052631579,-0.146341463,468,-0.2778,-0.1333,24,-0.4,-0.4,444,-0.0976,0.5,2,-0.3333,-0.3333,198.7638453,0.0041,-0.1292,1506,0,0.0131,405423.9717,-0.0089,-0.084,2558,0.0988,0.3731,0.000782,-0.0005,-0.0008
202004,12081,"manatee, fl",339000,-0.0256,-0.0464,2716,-0.0413,-0.125,72.5,0.124031008,-0.013605442,484,-0.4398,-0.4693,52,-0.6061,-0.4091,588,-0.4096,-0.4806,965,-0.3826,-0.3471,175.2166223,-0.0125,0.0107,1922,-0.0156,-0.0162,497561.8296,-0.0359,-0.0457,3681,-0.1626,-0.1966,0.355301915,-0.1964,-0.1209
202004,12101,"pasco, fl",241100,-0.0159,-0.0258,2214,0.0269,-0.1246,52.5,0.05,-0.078947368,800,-0.2,-0.2063,112,0.12,0.0769,624,-0.2941,-0.4244,1433,-0.2571,-0.222,134.3437662,-0.0091,0.0597,1747,-0.0102,-0.042,282120.8935,-0.0184,0.0096,3647,-0.1072,-0.1656,0.647244806,-0.2475,-0.0811
202004,12099,"palm beach, fl",387000,-0.0312,-0.03,12802,-0.0258,-0.1529,79,0.120567376,0.019354839,1904,-0.4989,-0.5133,108,0.08,-0.4255,1772,-0.4571,-0.5943,3983,-0.2958,-0.3146,211.0643227,-0.0158,0.025,1718,-0.0188,-0.0527,1134691.725,-0.0463,0.0125,16785,-0.107,-0.1978,0.311123262,-0.1193,-0.0734
202003,12109,"st. johns, fl",389450,0.0116,0.0274,3208,-0.0037,-0.1479,68.5,-0.174698795,-0.021428571,1068,0.1033,-0.0037,116,-0.2564,-0.2927,880,-0.0351,-0.2058,1930,-0.0138,0.1676,180.9978079,0.0133,0.0351,2158.5,0.0124,-0.0042,546393.9961,-0.0037,0.0466,5138,-0.0075,-0.0517,0.601620948,-0.0061,0.1626
202003,12053,"hernando, fl",226125,0.0006,0.0553,1159,-0.0508,-0.1279,52.5,-0.110169492,-0.009433962,492,-0.0081,-0.1745,48,-0.4,-0.4286,376,-0.1296,-0.1681,954,0.1691,0.7314,120.0186681,0.0035,0.0526,1886.5,-0.005,0.0145,296974.1332,0.0014,0.0591,2113,0.0373,0.1239,0.823123382,0.1548,0.4085
202003,12073,"leon, fl",249450,0.0525,0.0201,1157,0.0471,0.0615,40,-0.090909091,-0.183673469,476,0.0625,0.0818,52,5.5,0.625,184,0.0222,0.0455,124,0.1376,-0.6877,141.37424,0.0337,0.0527,1693,0.0261,-0.0163,296988.3862,0.0241,0.0086,1281,0.0552,-0.1385,0.107173725,0.0085,-0.257
202003,12033,"escambia, fl",274950,0.0267,0.1221,1154,-0.0262,-0.226,60,-0.166666667,-0.375,468,0.1818,-0.0565,112,0.037,0.12,320,0.0959,-0.292,18,-0.3077,,131.5629914,0.002,0.0538,1909,0.0047,0.015,391944.0163,-0.0079,0.1527,1172,-0.0322,-0.214,0.01559792,-0.0063,0.0156
202003,12011,"broward, fl",326500,-0.007,0.0226,12812,-0.0146,-0.1287,71,0.028985507,0.044117647,3784,-0.0473,-0.1408,184,-0.08,-0.2923,2760,-0.0788,-0.3301,6385,0.0933,0.4544,212.2645102,0.0023,0.0351,1312,-0.0076,-0.0417,618742.993,-0.0102,0.0513,19197,0.0188,0.0053,0.498360912,0.0492,0.1998
202003,12001,"alachua, fl",289000,0.0399,0.1146,947,0.086,-0.0287,43,-0.348484848,-0.188679245,436,0,0.1354,20,-0.4444,-0.4444,232,0.234,-0.0794,714,0.0769,58.5,149.1373249,0.0187,0.0817,1889,0.0085,0.0135,336830.6423,0.0061,0.0381,1661,0.0821,0.6829,0.753959873,-0.0064,0.7417
202003,12103,"pinellas, fl",319500,-0.0166,0.0654,4415,0.0253,-0.2408,55.5,-0.146153846,-0.059322034,1912,0.0814,-0.0772,68,-0.2917,-0.5,1660,-0.0394,-0.3444,3322,0.0751,0.1084,205.9419846,0.0074,0.0788,1449,-0.0041,-0.0017,511385.2142,-0.0032,0.0976,7737,0.0461,-0.122,0.752434881,0.0348,0.237
202003,12091,"okaloosa, fl",389900,0.0261,0.1913,1203,0.1016,-0.1686,60,-0.368421053,-0.302325581,540,0.4063,0.2981,44,1.2,0.5714,228,0.14,-0.1857,4,0.3333,,220.4862555,-0.0122,0.227,1869.5,0.0266,0.0043,604164.9541,0.0169,0.1786,1207,0.1023,-0.1659,0.003325021,0.0006,0.0033
202003,12115,"sarasota, fl",394900,-0.0103,0.0922,4606,0.0254,-0.2199,71.5,-0.10625,-0.094936709,1252,-0.0457,-0.1183,104,-0.4583,0.04,1428,-0.103,-0.3509,2353,0.0784,0.1597,207.9289406,-0.0066,0.0687,1798,-0.0115,0.0328,724690.4718,-0.0122,0.1241,6959,0.0427,-0.1228,0.510855406,0.0251,0.1672
202003,12111,"st. lucie, fl",269000,0,0.0227,2433,-0.0049,-0.0742,61.5,-0.053846154,-0.068181818,760,-0.0909,0.0215,60,-0.4643,-0.625,696,-0.1122,-0.2301,1386,0.1521,0.2211,147.9518293,0.0031,0.0515,1825,-0.0076,-0.008,333231.096,-0.0058,0.0459,3819,0.0469,0.0149,0.569667078,0.0776,0.1378
202003,12009,"brevard, fl",299900,0.0002,0.0291,2968,0.0147,-0.2295,52.5,-0.094827586,-0.110169492,1332,0.0777,-0.0177,84,0.6154,0,888,-0.0672,-0.3169,2192,0.0782,0.1346,163.4722124,0.0015,0.0431,1860.5,-0.0003,0.0089,415088.0049,-0.0007,0.0584,5160,0.0407,-0.1079,0.738544474,0.0435,0.237
202003,12071,"lee, fl",334995,0.0124,0.0902,8357,-0.0276,-0.2652,72.5,-0.070512821,-0.09375,2272,-0.0257,-0.1407,136,0.0625,-0.0286,2764,-0.0848,-0.2906,3692,0.0546,0.1441,177.7528608,0.0049,0.0446,1792.5,-0.0003,0.0181,570181.2765,0.0069,0.1085,12049,-0.0038,-0.1747,0.44178533,0.0344,0.158
202003,12095,"orange, fl",357450,-0.0068,0.0521,3721,0.0394,-0.2227,51,-0.23880597,-0.089285714,1840,0.0455,-0.0855,128,0,-0.2381,1160,0.0211,-0.3095,3361,0.1162,0.1174,169.3400429,0.0001,0.0516,2073.5,-0.0192,-0.014,537190.6018,-0.0237,0.0009,7082,0.0745,-0.0915,0.903251814,0.0622,0.2749
202003,12069,"lake, fl",284950,-0.0071,0.0362,1649,-0.0143,-0.1617,59,-0.169014085,-0.119402985,696,0.061,-0.1077,60,0.1538,0.0714,468,-0.1333,-0.3077,1219,0.074,0.1916,145.1320334,0.0092,0.0557,1992,-0.0143,-0.0292,366085.2733,-0.0147,-0.0092,2868,0.0214,-0.0408,0.739235901,0.0608,0.2192
202003,12081,"manatee, fl",347900,-0.0054,-0.0119,2833,0.006,-0.131,64.5,-0.091549296,-0.091549296,864,-0.0526,-0.1148,132,-0.3774,0.0313,996,-0.0879,-0.1384,1563,0.1038,0.1359,177.4364711,-0.0017,0.0269,1952.5,0.0003,-0.0016,516084.6763,-0.0162,-0.0004,4396,0.0388,-0.0518,0.551711966,0.0489,0.1296
202003,12017,"citrus, fl",224950,0.0002,0.0238,1115,-0.0486,-0.2547,58,-0.183098592,-0.265822785,296,-0.2211,-0.2292,16,0,-0.6364,316,-0.092,-0.307,600,0.1152,0.1583,124.0465124,0.011,0.0638,1841,0.0049,0.0123,300120.662,0.0111,0.0765,1715,0.0029,-0.1485,0.538116592,0.0791,0.1919
202003,12131,"walton, fl",661450,-0.0037,0.1372,1763,0.031,-0.0542,100,-0.107142857,-0.019607843,456,0.2,0.2128,56,0.2727,0.5556,348,0.2429,0.0116,1,,,343.0871302,0.0048,0.0666,2125,-0.0116,0.033,1125220.14,0.0063,0.1017,1764,0.0316,-0.0536,0.000567,0.0006,0.0006
202003,12105,"polk, fl",235000,0,0.0333,2882,-0.0316,-0.1435,60,-0.166666667,-0.032258065,1212,0.0632,0.0341,96,-0.3684,-0.5472,804,-0.029,-0.141,2231,0.1319,0.2132,128.4759069,0.0026,0.0562,1846.5,-0.0003,-0.0015,285392.5145,0.0057,0.053,5113,0.0336,-0.0175,0.774115198,0.1118,0.2276
202003,12086,"miami-dade, fl",475000,0,0.0375,20623,-0.0041,-0.1035,113,0,0.036697248,3704,-0.1863,-0.165,184,-0.3333,-0.3699,2804,-0.1743,-0.3221,5499,0.0876,0.0814,335.3442096,0.0025,-0.0068,1325,-0.006,-0.0608,1106506.622,-0.0026,0.0692,26122,0.0139,-0.07,0.266644038,0.0225,0.0456
202003,12031,"duval, fl",243495,-0.002,-0.0007,2965,0.0126,-0.1541,49.5,-0.25,-0.116071429,1600,0.1834,0.0667,164,-0.1087,0.3226,980,-0.0239,-0.3099,2885,-0.0729,0.1139,135.3963774,0.0131,0.0466,1720.5,-0.0174,-0.0436,353760.2412,-0.0077,0.0105,5850,-0.0315,-0.0402,0.97301855,-0.0898,0.2341
202003,12015,"charlotte, fl",281250,-0.0286,0.0124,2074,0.0162,-0.2078,70.5,-0.107594937,-0.047297297,648,0.0588,-0.0182,32,0,0.6,624,-0.0602,-0.2161,1069,0.1021,0.2052,160.1278838,-0.0144,0.0062,1783.5,-0.0092,0.0082,356139.4198,-0.0126,0.005,3143,0.0438,-0.1033,0.515429122,0.0402,0.1766
202003,12087,"monroe, fl",810000,0.0125,0.1016,1898,0.0042,-0.1123,102,0.02,-0.128205128,304,-0.2083,0.2258,4,-0.6667,-0.75,296,-0.3884,-0.2816,378,0.0027,0.0328,531.7676768,0.0177,0.1547,1528.5,-0.0003,0.0994,1539699.681,0.027,0.1622,2276,0.004,-0.0911,0.199157007,-0.0003,0.028
202003,12023,"columbia, fl",219000,-0.0045,0.009,168,0.0182,-0.2432,55,-0.294871795,-0.360465116,56,-0.2222,0,4,,0,40,0.1111,-0.4118,97,0.2125,1.0208,111.5361056,-0.0087,0.0243,1830,-0.0338,-0.0755,245777.7101,-0.113,-0.1157,265,0.0816,-0.0185,0.577380952,0.0925,0.3612
202003,12083,"marion, fl",202450,0.008,0.0154,3189,-0.0157,0.2209,32.5,0.805555556,-0.458333333,668,-0.1971,-0.2123,52,-0.6286,-0.6286,472,-0.1324,-0.2671,2340,0.0039,5.6477,117.3711882,-0.0006,0.0385,1752.5,0.0031,-0.0109,276862.8046,0.016,0.0323,5529,-0.0075,0.8654,0.733772342,0.0143,0.599
202003,12113,"santa rosa, fl",315875,0.046,0.084,1012,-0.026,-0.1691,53,-0.101694915,-0.101694915,420,0.05,-0.1393,164,-0.0682,1.2778,240,0.25,-0.2405,1,0,,145.3298365,0.015,0.0709,2103.5,0.005,0.0128,450215.5743,0.0268,0.0729,1013,-0.026,-0.1683,0.000988,0,0.001
202003,12085,"martin, fl",407250,0.0207,0.0236,1679,0.0078,-0.1278,71,-0.1125,-0.08974359,436,-0.1742,-0.1805,16,-0.3333,-0.4286,476,-0.0083,-0.2222,760,0.1176,0.0719,203.7370998,0.019,0.038,1952,0.0098,-0.0419,814550.2461,-0.0431,-0.0447,2439,0.0396,-0.074,0.452650387,0.0445,0.0843
202003,12061,"indian river, fl",330000,-0.0291,-0.0452,2007,0.0085,-0.1247,74,-0.108433735,0.042253521,544,-0.0073,-0.0355,28,-0.5,-0.125,484,-0.1357,-0.2244,765,0.0729,0.0214,172.1940196,-0.0053,0.2539,1904,-0.0021,0.2141,631353.5159,-0.0083,-0.0267,2772,0.0255,-0.0888,0.381165919,0.0229,0.0545
202003,12035,"flagler, fl",316950,0.0065,0.0131,1467,-0.0272,-0.1818,66,-0.108108108,-0.142857143,480,-0.0244,-0.0977,44,0.8333,-0.1538,400,0.1111,-0.2857,586,0.1141,0.1269,167.7825847,0.0239,0.0217,1983,-0.01,-0.0183,453239.8935,0.0047,-0.0202,2053,0.0093,-0.1124,0.399454669,0.0506,0.1094
202003,12097,"osceola, fl",303499.5,0.0076,0.104,1873,-0.0178,-0.0449,64,-0.098591549,-0.044776119,708,0.0172,-0.0432,100,0.087,0.087,464,-0.0333,-0.1655,1354,0.1321,0.2332,147.1061663,0.0007,0.0465,2119,-0.0024,0.0546,400821.0332,0.0085,0.1405,3227,0.04,0.0549,0.722904431,0.0957,0.163
202003,12127,"volusia, fl",289000,-0.0031,0.0066,4722,0.0468,-0.0815,59,-0.157142857,-0.169014085,1708,0.1149,0.227,92,-0.08,-0.303,1376,-0.0471,-0.1224,1337,0.1179,0.3264,165.6157635,0.0027,0.0561,1701.5,-0.005,-0.0602,390772.1271,-0.0033,-0.03,6059,0.0617,-0.0146,0.283142736,0.018,0.0871
202003,12055,"highlands, fl",194999.5,0.0057,0.0508,557,0.0239,-0.1928,62.5,-0.11971831,-0.067164179,156,-0.2041,-0.3276,4,0,-0.8333,152,-0.0952,-0.1739,242,-0.0435,-0.0656,114.165657,-0.0033,0.0372,1621,-0.0073,-0.0088,239408.4466,-0.0003,-0.0128,799,0.0025,-0.1581,0.434470377,-0.0306,0.0591
202003,12019,"clay, fl",263950,-0.004,-0.0183,719,-0.011,-0.0564,54.5,-0.161538462,-0.106557377,376,0.3429,0.175,40,-0.4444,-0.6,244,-0.1286,0,663,-0.0377,0.105,131.7860024,0.0028,0.0564,2000,-0.0079,-0.071,343087.107,-0.0201,0.0457,1382,-0.024,0.0147,0.922114047,-0.0256,0.1347
202003,12089,"nassau, fl",396572,0.0247,0.0785,983,0.0369,-0.0209,60.5,-0.327777778,-0.03968254,328,-0.0353,0.1714,28,0.75,1.3333,264,0.2941,0.1,516,0.1026,0.0098,178.2483952,0.0389,0.0145,2169.5,-0.0048,-0.0089,532504.8159,0.0019,0.0666,1499,0.0586,-0.0106,0.524923703,0.0313,0.016
202003,12021,"collier, fl",499000,0,0.0518,6525,-0.0049,-0.262,83.5,-0.051136364,-0.092391304,1352,-0.1654,-0.1816,52,-0.4583,-0.4091,1808,-0.0444,-0.2837,2296,0.0913,0.1294,251.6794701,0.0023,0.0195,1942,-0.0051,0.0325,1013780.429,0.0104,0.0971,8821,0.0185,-0.1888,0.351877395,0.031,0.1219
202003,12101,"pasco, fl",245000,-0.0077,0.0187,2156,-0.0388,-0.2108,50,-0.137931034,-0.122807018,1000,-0.0272,-0.0975,100,-0.4792,0.087,884,-0.0474,-0.2405,1929,0.0801,0.1503,135.5812618,0.0208,0.0817,1765,-0.0034,-0.023,287403.7064,0.0133,0.0471,4085,0.0139,-0.0735,0.89471243,0.0985,0.2809
202003,12117,"seminole, fl",342445,0.0346,0.1072,1069,0.0239,-0.2208,51.5,-0.141666667,0.009803922,608,0.1603,-0.0065,24,-0.4545,-0.1429,356,-0.1188,-0.3688,1044,0.1013,0.0763,161.1924676,0.0129,0.0381,2076,0.0029,0.0337,428350.9749,0.018,0.0748,2113,0.0607,-0.0978,0.976613658,0.0686,0.2696
202003,12107,"putnam, fl",224950,-0.0002,-0.0367,299,-0.0967,-0.0417,100,0.030927835,0.162790698,48,-0.3684,-0.3333,0,,,68,0.1333,0.0625,123,0.1081,0.5375,124.9166667,-0.0034,-0.0157,1728,-0.0069,-0.043,342432.4853,0.0189,0.14,422,-0.0452,0.0765,0.411371237,0.076,0.155
202003,12099,"palm beach, fl",399450,0.0011,0.0143,13141,-0.0062,-0.1557,70.5,-0.072368421,-0.020833333,3800,-0.0433,-0.1021,100,-0.2857,-0.4898,3264,-0.1614,-0.3462,5656,0.0749,0.0529,214.4458767,0.0033,0.0456,1751,0.0006,-0.0234,1189764.683,-0.023,0.0807,18797,0.0169,-0.1022,0.430408645,0.0325,0.0853
202003,12005,"bay, fl",314949.5,0.003,-0.0554,2325,0.0559,0.2393,66.5,-0.269230769,-0.244318182,648,-0.0061,0.3065,40,-0.3333,-0.2308,492,-0.1908,0.8358,3,0.5,2,197.945058,-0.0114,-0.1197,1506,0.0007,0.0094,409061.2226,0.0277,-0.0527,2328,0.0563,0.2403,0.001290323,0.0004,0.0008
202003,12057,"hillsborough, fl",292227.5,-0.0009,0.0105,4835,-0.0125,-0.2004,51,-0.15,-0.13559322,2480,0.2039,-0.008,520,0.0569,0.831,1804,-0.0565,-0.3269,4638,0.1122,0.0616,151.2591829,0.0098,0.0513,1969,-0.0015,-0.0236,431910.1921,-0.0021,0.0354,9473,0.0449,-0.0905,0.959255429,0.1075,0.2367
202003,12119,"sumter, fl",304975,0.0169,0.1623,422,-0.0705,-0.1509,46,-0.08,-0.192982456,152,-0.1364,-0.0256,4,-0.5,-0.8333,152,0.027,-0.2083,300,-0.0536,0.5873,182.6478495,0.0078,0.1605,1761,0.0451,0.0023,352451.57,0.0052,0.0322,722,-0.0636,0.0525,0.710900474,0.0127,0.3306
202002,12055,"highlands, fl",193900,-0.0256,0.0461,544,0.0421,-0.2273,71,-0.053333333,0.067669173,196,0.1395,-0.1404,4,0,-0.6667,168,0.2727,-0.16,253,0.2463,0.1195,114.5402022,-0.0097,0.038,1633,-0.0288,0.0065,239470.5034,-0.0511,-0.0163,797,0.0993,-0.143,0.465073529,0.0762,0.1441
202002,12035,"flagler, fl",314900,0.0498,-0.0003,1508,0.0067,-0.1509,74,-0.097560976,-0.113772455,492,0.1389,-0.0081,24,-0.4545,-0.3333,360,-0.0323,-0.1,526,0.1535,0.151,163.8713745,-0.0065,-0.0287,2003,0,-0.0084,451133.0908,-0.0059,-0.0315,2034,0.0409,-0.0891,0.348806366,0.0444,0.0915
202002,12033,"escambia, fl",267800,0.0157,0.1163,1185,-0.0436,-0.2068,72,-0.208791209,-0.28,396,-0.0833,-0.0388,108,1.25,0.4211,292,0.058,-0.3423,26,0.1818,,131.3056742,0.0003,0.0717,1900,-0.0031,0.0196,395045.8652,-0.0089,0.2277,1211,-0.0397,-0.1894,0.021940928,0.0042,0.0219
202002,12115,"sarasota, fl",399000,0,0.11,4492,0.0282,-0.2496,80,-0.00621118,-0.047619048,1312,-0.1525,-0.1368,192,0.4118,0.5,1592,0.2246,-0.2491,2182,0.4644,0.2204,209.3023256,-0.0059,0.0773,1819,0.0058,0.0521,733674.8754,0.0047,0.1436,6674,0.1391,-0.1415,0.485752449,0.1447,0.1871
202002,12053,"hernando, fl",226000,0.0071,0.0767,1221,0,-0.1146,59,-0.070866142,-0.008403361,496,-0.0313,-0.1079,80,0.25,-0.0909,432,0.1739,-0.0442,816,0.2439,0.6353,119.5989651,0.0034,0.0591,1896,-0.0063,0.0352,296561.2689,0.0027,0.1001,2037,0.0852,0.0847,0.668304668,0.131,0.3064
202002,12087,"monroe, fl",800000,-0.0268,0.108,1890,0.0594,-0.1314,100,-0.014778325,-0.122807018,384,0.0213,-0.0204,12,0,-0.4,484,0.2222,0.1863,377,0.2609,0.232,522.513089,0.0087,0.1652,1529,-0.0116,0.1284,1499194.072,-0.0443,0.1399,2267,0.0883,-0.0866,0.199470899,0.0319,0.0588
202002,12011,"broward, fl",328818,-0.0096,0.0293,13002,0.0149,-0.1333,69,-0.021276596,-0.086092715,3972,-0.0561,-0.1126,200,-0.1228,-0.2537,2996,-0.0273,-0.2777,5840,0.1673,0.5149,211.779661,-0.0003,0.039,1322,-0.0105,-0.0311,625107.2891,-0.0104,0.0741,18842,0.0577,-0.0007,0.449161667,0.0586,0.1922
202002,12105,"polk, fl",235000,0.0002,0.0413,2976,-0.0325,-0.1514,72,0,0.107692308,1140,-0.007,-0.1038,152,-0.1915,-0.0256,828,0.0197,-0.172,1971,0.3436,0.2578,128.1468531,0.0018,0.0605,1847,0.0008,0.0035,283782.3326,0.0058,0.0757,4947,0.0889,-0.025,0.662298387,0.1854,0.2155
202002,12109,"st. johns, fl",385000,0.0037,0.0469,3220,-0.0147,-0.1231,83,-0.023529412,-0.062146893,968,-0.0041,-0.0656,156,-0.3158,0.5,912,-0.0044,-0.1024,1957,0.2254,0.3811,178.6171575,0.0047,0.0164,2132,-0.0095,0.0123,548434.3374,-0.0057,0.0707,5177,0.0641,0.0173,0.607763975,0.1191,0.2219
202002,12099,"palm beach, fl",399000,-0.0023,0.0231,13223,0.015,-0.1583,76,-0.037974684,-0.037974684,3972,-0.0641,-0.1022,140,-0.2391,-0.3,3892,0.0384,-0.2038,5262,0.2729,0.1122,213.7505509,-0.0061,0.0439,1750,-0.0091,-0.0169,1217827.251,-0.0135,0.1191,18485,0.0771,-0.0956,0.397942978,0.0806,0.0968
202002,12127,"volusia, fl",289900,0.021,0.0172,4511,-0.0153,-0.1493,70,-0.102564103,-0.113924051,1532,-0.0154,-0.0205,100,-0.3243,-0.3243,1444,0.0906,-0.102,1196,0.3988,0.5314,165.175394,0.0115,0.0666,1710,-0.0023,-0.0589,392075.815,0.0037,-0.0268,5707,0.0499,-0.062,0.265129683,0.0785,0.1179
202002,12097,"osceola, fl",301222,0.0059,0.1065,1907,-0.0344,-0.0531,71,-0.006993007,-0.083870968,696,0.16,0.0482,92,-0.1786,0.15,480,-0.084,-0.1608,1196,0.4289,0.2445,147.002635,0.0145,0.0518,2124,-0.0009,0.0668,397449.5868,0.0176,0.1547,3103,0.1035,0.043,0.627163083,0.2034,0.15
202002,12083,"marion, fl",200850,-0.0271,0.0048,3240,0.4536,0.2338,18,-0.742857143,-0.731343284,832,-0.0502,-0.0545,140,1.9167,0.1667,544,0.0149,-0.1553,2331,1.2808,7.0379,117.436209,0.0028,0.0403,1747,-0.0057,-0.0194,272514.74,-0.0074,0.0304,5571,0.7136,0.9105,0.719444444,0.2609,0.609
202002,12119,"sumter, fl",299900,0.0345,0.1349,454,0.0758,-0.1167,50,-0.159663866,-0.224806202,176,-0.0638,-0.0435,8,1,-0.5,148,0.0571,-0.0263,317,0.4475,1.0452,181.2340967,0.0246,0.1258,1685,0.0069,-0.0274,350628.6565,0.0278,0.0152,771,0.2028,0.1525,0.698237885,0.1793,0.3967
202002,12005,"bay, fl",314000,0.0016,-0.0309,2202,0.0304,0.1832,91,-0.042105263,0.116564417,652,0.1898,0.2164,60,0.875,-0.4828,608,0.2258,1.1111,2,0,1,200.2194185,-0.0035,-0.0958,1505,-0.0007,0.0084,398048.9774,-0.0259,-0.0555,2204,0.0304,0.1837,0.000908,0,0.0004
202002,12103,"pinellas, fl",324900,0.0076,0.0866,4306,-0.0229,-0.2838,65,-0.044117647,-0.007633588,1768,-0.0961,-0.1723,96,0.0909,-0.3333,1728,-0.0046,-0.3425,3090,0.4453,0.1889,204.4270833,0.0038,0.0785,1455,-0.0162,0.0073,513015.8937,-0.008,0.1148,7396,0.13,-0.1411,0.717603344,0.2325,0.2853
202002,12061,"indian river, fl",339900,-0.0003,-0.0286,1990,0.0117,-0.134,83,0.050632911,-0.023529412,548,-0.068,-0.1046,56,1.3333,6,560,0.0145,-0.1139,713,0.4492,0.1071,173.1092437,-0.0135,0.2685,1908,0.0042,0.2495,636655.4902,-0.0026,-0.0173,2703,0.0992,-0.0812,0.358291457,0.1082,0.078
202002,12021,"collier, fl",499000,0,0.0583,6557,0.0038,-0.2663,88,-0.011235955,-0.068783069,1620,-0.0795,-0.1234,96,0.2,0.2632,1892,0.1914,-0.2855,2104,0.4703,0.2326,251.1125238,-0.0012,0.0189,1952,-0.002,0.0389,1003305.92,-0.0138,0.0921,8661,0.0877,-0.1863,0.320878451,0.1018,0.1299
202002,12071,"lee, fl",330900,0.0182,0.0849,8594,-0.0035,-0.2641,78,0,-0.031055901,2332,-0.1835,-0.2025,128,-0.0857,-0.0588,3020,0.1269,-0.2605,3501,0.4174,0.2971,176.8927162,0.0105,0.0369,1793,0.0059,0.0188,566269.0211,0.018,0.1042,12095,0.0902,-0.1587,0.40737724,0.121,0.1763
