RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,1/31/1996,2/29/1996,3/31/1996,4/30/1996,5/31/1996,6/30/1996,7/31/1996,8/31/1996,9/30/1996,10/31/1996,11/30/1996,12/31/1996,1/31/1997,2/28/1997,3/31/1997,4/30/1997,5/31/1997,6/30/1997,7/31/1997,8/31/1997,9/30/1997,10/31/1997,11/30/1997,12/31/1997,1/31/1998,2/28/1998,3/31/1998,4/30/1998,5/31/1998,6/30/1998,7/31/1998,8/31/1998,9/30/1998,10/31/1998,11/30/1998,12/31/1998,1/31/1999,2/28/1999,3/31/1999,4/30/1999,5/31/1999,6/30/1999,7/31/1999,8/31/1999,9/30/1999,10/31/1999,11/30/1999,12/31/1999,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021
72392,285,33063,Zip,FL,FL,Margate,Miami-Fort Lauderdale-West Palm Beach,Broward County,73971,74119,74232,74468,74650,74908,75144,75367,75486,75600,75685,75809,75658,75517,75379,75491,75602,75621,75608,75608,75658,75672,75750,75801,76230,76548,76838,76791,76809,76613,76504,76458,76683,77010,77193,77298,77357,77552,77829,78059,78316,78984,79641,80083,80187,80178,80392,80651,80981,81342,81684,82264,82678,82965,83109,83439,83886,84462,85100,85936,86752,87708,88887,90065,91388,92745,94410,96089,97782,99395,100860,102143,103364,104372,105097,105826,106655,107568,108363,109340,110408,111740,113035,114450,115726,117077,118642,120155,121538,122715,124036,125197,126478,127713,129314,130797,132526,134160,135620,137171,139118,141482,143608,145872,148292,150622,152702,154928,157634,160771,164484,167924,171375,174303,178171,182190,185961,189811,193249,197055,199675,202158,204447,208001,211115,214504,216775,218803,220131,220743,221868,222213,222553,221620,220387,217538,215210,211783,208966,205113,201988,198977,195083,190784,186276,182505,178021,173751,168692,164440,158769,153723,148356,142942,138064,133395,129537,125505,121911,118802,115748,113112,111016,109383,107748,106929,106321,105902,105249,104791,104398,103767,103203,102310,101842,100884,100133,98971,97735,96661,95596,94735,93891,93002,92326,91900,91444,91178,90934,90709,90683,90319,90113,90078,90363,91002,91704,92382,93013,93939,94970,96344,97362,99112,100844,102651,104218,106024,107984,110114,112294,114661,116849,118797,121088,123165,125342,126878,128798,129996,131360,131960,133016,133373,134294,134828,135271,135519,136278,137757,138665,139678,140121,141347,142026,143088,143925,145198,146535,147796,148779,149591,150585,151496,153130,154696,156377,157688,158836,160104,161614,163136,164436,165326,166037,167677,168586,169695,170622,172168,173759,175293,176475,177783,178633,180051,181944,183198,184796,185843,187592,188774,189494,189712,190378,191368,192687,193470,194264,194692,194802,195223,195704,196132,196536,196972,197312,197431,198273,199775,201443,203623,205358,206535,206184,206585,207477,209397,211472,213859,215997,218184,220568,223305,227034,231728,238130
72393,289,33064,Zip,FL,FL,Pompano Beach,Miami-Fort Lauderdale-West Palm Beach,Broward County,75915,75957,76068,76239,76404,76610,76784,76891,76938,77020,77143,77311,77224,77266,77163,77355,77547,77789,77950,78175,78354,78570,78842,79131,79746,80195,80734,80906,81036,80814,80836,81013,81605,82050,82161,82143,82229,82380,82633,82789,83136,83927,84710,85227,85274,85395,85942,86508,86912,87328,87706,88333,88695,88990,89049,89394,89983,90654,91320,92087,93105,94496,96468,98425,100559,102392,104631,106687,108699,110657,112464,114125,115445,116175,116138,116209,116417,117226,117917,119041,120139,121479,122736,124333,125860,127678,129774,131698,133442,134806,136347,137592,139112,140633,142668,144380,146391,148280,150096,152108,154584,157477,160133,162969,165957,168870,171477,174386,177739,181718,186297,190570,194748,198451,203179,208061,212590,217261,221554,226230,229694,232624,235336,239540,243707,248134,251038,253552,255383,256168,257242,257548,258364,257997,257895,255773,254278,251220,248650,244649,240673,236995,232454,227659,222493,218304,212594,206615,199826,194118,187215,181143,175363,169297,163219,157076,152188,146486,141325,137004,132821,129021,125864,123240,121057,119676,119546,119332,118175,117562,116974,116426,115530,114408,113813,112794,111520,110038,107834,106076,104267,103186,102676,102057,101366,100924,100359,100400,100448,100719,101191,101369,101916,102163,102349,102823,103945,105264,106330,107291,108438,109793,110971,112676,114538,116503,117987,119779,121639,123466,125462,127675,129822,131417,133114,135007,137180,138833,141115,142340,143769,144439,145891,146465,147042,147220,147789,148313,148955,150137,150709,151744,151998,153067,153297,154123,155195,157063,158747,159938,161064,161992,163171,164155,166193,168201,170372,172241,174185,176123,178039,179976,181667,183493,185194,187862,189480,191040,192523,194455,196197,197935,199547,201443,202812,204508,206797,208387,210514,211908,214028,215694,216878,217461,218521,219982,221638,222564,223275,223726,223792,224437,225006,225313,225742,226199,226692,226814,228125,230019,231821,234016,235582,237076,236928,237999,239366,241878,244456,247463,250015,252903,256394,260402,265697,271608,279565
72365,292,33027,Zip,FL,FL,Miramar,Miami-Fort Lauderdale-West Palm Beach,Broward County,131637,131862,132081,132567,133046,133471,133705,133776,133780,133823,133893,133881,133443,133033,132732,132765,132671,132640,132684,132911,133024,133011,132978,133180,133836,134319,134398,133946,133619,132928,132471,132095,132236,132446,132334,131887,131542,131411,131673,131743,131706,132315,132862,133073,132618,132084,132049,132073,132116,132131,132093,132439,132730,132884,132744,133041,133579,134242,134838,135783,136839,138216,139753,141315,142993,144762,146889,148887,150866,153080,155164,156971,158485,159795,161102,162472,163915,165165,166344,167658,169140,170653,172257,174155,176068,178046,180170,182267,184273,186210,188490,190752,193211,195586,198367,200897,203759,206513,208944,211461,214477,218176,221442,224906,228560,232264,235600,239200,243457,248294,254037,259246,264579,268906,274564,280290,285702,291070,295844,301014,304407,307447,309894,314450,318532,323434,326741,329548,331502,332416,334156,334613,335162,334172,333000,329196,325699,320534,316048,310832,306120,302278,296855,291067,284414,278284,271440,265444,258827,253339,245693,238333,230873,223305,216728,210702,206225,201846,197860,194256,190920,187960,186363,185417,184566,184337,184228,184320,184161,184356,184407,183985,183630,183063,182695,181871,181091,179748,178456,177150,175951,175047,174516,174188,173565,173014,172536,172257,172375,172721,173390,173573,173695,173935,174505,175221,176260,177486,178593,180033,181398,183322,185003,187671,190492,193100,195573,198820,202235,205634,209062,213195,217017,220203,223453,226449,229490,232084,235217,236827,238998,240125,242532,243273,244851,245756,246379,247169,248475,250897,251742,252994,253020,254579,254855,256118,256713,258235,259756,261030,261960,262397,263383,264216,266280,268076,269893,270938,272082,273389,275207,276547,277709,278479,279303,281345,282280,283122,283677,285005,286421,287750,288632,290011,290599,291897,293823,294786,296355,297159,299159,300522,301119,300999,301551,302589,304122,304732,305269,305524,305260,305754,306262,306777,307265,307667,307766,307396,308362,310394,312710,315789,318038,319386,318183,318196,319008,321505,324394,327875,330885,334064,337650,341706,347456,354639,364699
72530,294,33311,Zip,FL,FL,Fort Lauderdale,Miami-Fort Lauderdale-West Palm Beach,Broward County,68853,68812,68828,68790,68766,68703,68727,68658,68668,68852,69234,69691,69759,69867,69970,70310,70647,71133,71683,72362,72916,73255,73426,73528,74143,74781,75326,75749,76177,76289,76100,76211,76595,76989,76965,76929,77075,77204,77373,77339,77457,78150,79045,79341,79257,79194,79975,80760,81449,82002,82494,83132,83609,83982,84140,84674,85255,85994,86484,87402,88354,89794,91629,93529,95442,97034,98872,100645,102482,104223,105567,106509,107471,107966,107949,107691,107770,108302,108998,109708,110396,111127,112005,113104,113634,114436,115536,117112,118464,119367,120267,120952,122066,123394,125202,126766,128743,130552,132081,133282,134764,137011,139228,142102,144946,147491,149681,152151,155471,159058,163171,167067,170923,173810,176992,180057,182982,186323,189322,192604,194537,196416,198457,202211,206099,210755,214699,218133,221257,223756,226819,228510,229917,230313,230626,228741,227373,224212,221994,218850,217648,216101,213549,210259,206788,203365,198120,193495,188776,185298,179837,174434,166897,159589,152475,146665,141863,137207,133686,130569,126164,122733,120259,119483,118317,117687,117364,117132,116244,115580,114878,113532,112822,110553,108785,105474,103332,100919,99481,98060,97175,96138,95270,94301,93142,92527,91634,90940,89885,89192,88799,88436,87829,87435,86884,87379,88118,89768,91069,93278,95659,97722,97346,96951,97149,98539,100124,101461,103275,104428,106103,107599,109256,111188,114425,118020,121602,123694,126189,127729,129336,130100,131131,131553,131878,131997,132596,133260,133708,134652,134970,135605,135591,136454,136979,137803,138882,140055,141128,141766,142631,143664,144781,145952,147610,149108,150528,151772,153179,155089,157462,159943,161706,162998,164148,166420,168117,170134,172143,174812,177218,179599,181471,183188,185188,187566,190789,192722,195337,197390,200187,202120,203901,204564,205607,207011,208776,210237,211250,212466,213192,214295,215077,215768,216514,217493,218372,219087,220648,222950,225261,227110,228293,229073,229047,229957,231007,233285,235834,238738,241194,243626,246621,250731,256156,262530,270372
72532,331,33313,Zip,FL,FL,Lauderhill,Miami-Fort Lauderdale-West Palm Beach,Broward County,51594,51685,51764,51919,52104,52301,52483,52603,52704,52800,52896,52971,52851,52750,52714,52910,53010,53071,53103,53220,53307,53385,53486,53652,54105,54498,54796,54761,54776,54676,54657,54667,54865,55088,55207,55231,55222,55264,55308,55389,55514,55972,56426,56778,56879,56969,57197,57469,57706,58000,58284,58695,58927,59113,59181,59402,59709,60029,60390,60860,61422,62080,63062,64081,65290,66300,67499,68644,69787,71032,72144,73171,73997,74666,74946,75168,75384,75805,76218,76723,77334,78000,78709,79501,80283,81137,82204,83303,84341,85266,86251,87129,88027,88902,89999,91007,92178,93304,94295,95309,96544,98091,99521,101122,102772,104318,105687,107186,108995,111034,113361,115429,117500,119125,121298,123526,125773,128184,130357,132716,134392,136052,137697,140434,143047,146033,148301,150426,152211,153558,155236,156219,157279,157401,157531,156182,155257,153463,152066,150066,148732,147647,145601,143092,140386,138344,135321,132282,128760,125930,122133,118368,113561,109153,105384,102434,99288,95653,92428,89797,86921,84180,82002,80394,79053,77070,75570,73814,72585,71394,70424,69438,68498,67251,65958,64388,63094,62112,60884,59674,58528,57839,57366,56572,55782,55033,54491,54133,53775,53688,53696,53742,53466,53117,52672,52713,53081,53831,54283,54714,55052,55443,55405,55809,56511,57516,58302,59140,60055,60819,61674,62600,63671,64458,65590,66355,67199,67609,68344,68725,69009,69136,69669,70052,70439,70632,70973,71419,71923,72506,72765,72970,72856,72934,72877,73011,73189,73565,73807,73979,74096,74330,74658,75042,75854,76590,77272,77788,78431,79196,80000,80696,81399,82032,82706,83708,84444,85269,85922,86870,87665,88542,89340,90223,90797,91506,92364,92894,93522,94149,95262,95949,96310,96409,96885,97680,98583,99202,99805,100242,100582,100842,101046,101321,101846,102406,102738,102858,103330,104133,105028,106354,107451,108212,108130,108460,108909,109890,110995,112257,113459,114739,116144,117593,119535,122086,125595
72252,344,32828,Zip,FL,FL,Orlando,Orlando-Kissimmee-Sanford,Orange County,135841,136119,136407,136906,137456,137857,138151,138241,138345,138536,138753,138847,138537,138170,137880,138018,137845,137824,137785,138138,138442,138756,139104,139558,140609,141669,142592,142767,143215,143619,144080,144389,144725,145000,145118,145272,145482,145749,145982,146536,147201,147998,149196,150181,151191,151774,152411,153232,153746,154564,155503,156649,157688,158648,159691,160904,162203,163596,164996,166205,167452,168441,169439,170514,171753,172890,173615,174218,174853,175750,176694,177630,178536,179547,180432,181093,181677,182578,183771,185192,186589,188038,189358,190681,192029,193274,194665,196079,197441,198511,199408,200034,200746,201620,203141,204752,206367,207948,209586,211386,213075,214786,216775,219983,223700,227737,231099,234692,239054,243863,249125,254505,261336,269532,278580,287128,295175,302199,309634,317285,324677,331327,337271,342918,347231,350222,351456,351198,349307,348459,347090,345818,341862,340172,337451,335925,332581,328657,324202,319463,315374,309962,304955,299318,296469,290075,283165,274210,266184,259330,252265,246584,241393,236790,230331,223094,215493,209623,205637,202284,200161,197003,194724,191984,189506,186714,186381,186935,186393,185597,184572,184485,183505,182400,181357,179745,177868,176590,174736,172954,171622,170968,169834,168438,166974,166138,165359,165584,165932,166225,166161,166368,167218,167829,168579,169197,170374,172457,174858,177351,179602,182240,185173,188190,191198,194174,198018,201530,205859,209427,213122,216286,220345,223538,226214,228058,229844,231712,233238,235413,236542,236920,236581,236057,235226,235129,236356,237499,237919,238274,238541,239315,239560,240438,241573,243525,245586,247147,247818,249578,251906,253943,255353,255529,257054,258332,259944,261254,262138,263675,264567,265289,267146,269421,271674,273562,274799,276933,278425,279933,281689,283000,285231,286952,287291,288143,289678,292925,295433,297108,298795,299926,301167,302388,303805,305444,307045,307716,307993,307288,307141,306752,306720,306677,307134,307428,307974,308845,310097,312257,314013,316512,318683,320569,321425,322577,323926,326571,329135,331962,335387,339060,343767,348709,354579,361793,370630
71878,345,32225,Zip,FL,FL,Jacksonville,Jacksonville,Duval County,104012,104063,104159,104384,104570,104798,104965,105277,105581,105827,105846,105859,105977,106350,106785,107152,107602,107978,108580,108904,109222,109520,110225,110984,111699,112101,112300,112446,112570,112790,112811,113021,113287,113786,114149,114420,114526,114632,114896,115334,115826,116306,116831,117345,117908,118394,118883,119475,120126,120857,121572,122196,122791,123365,124047,124794,125487,126208,126971,127734,128502,129232,129946,130736,131569,132449,133260,133908,134610,135371,136272,137182,138058,139070,140209,141315,142300,143223,144199,145230,146243,147270,148258,149409,150697,152009,153043,154019,155049,156191,157417,158678,159981,161384,162848,164064,165137,166258,167874,169648,171492,173321,175134,177056,178993,180780,182731,184943,187203,189254,190998,193008,195092,197582,200226,203258,206745,210344,213615,216858,220596,224456,228083,231399,234701,237565,239817,241521,242396,243123,243507,243590,242722,241321,240497,240133,239767,238763,237591,236553,235522,233986,232323,230626,228560,227293,225401,223665,221007,218598,215804,212553,209334,206607,204423,202119,201644,199609,197768,193541,190280,187054,185729,185044,184257,182781,181550,180781,178728,177228,175971,176376,177298,178410,177726,175613,173480,172571,170928,168662,165938,164395,162522,160639,157933,155154,153053,152235,151819,150767,149632,148661,148638,148189,148383,148919,149316,149998,150786,151361,151792,152564,154177,156409,158113,160112,161414,162866,165050,167304,169649,172006,174262,175972,177358,178687,180739,181896,183039,183406,183620,183716,183348,182948,183218,183956,184824,184796,184856,185509,187014,188158,188964,189805,191396,193049,193721,194499,195280,197066,198103,198513,198396,199782,201699,203515,204700,205902,207711,209173,210333,211120,212831,215606,218581,219894,220367,220747,221464,222860,224294,226067,228037,230219,231443,231774,231789,233228,235685,237984,240317,241436,242580,243047,244064,244534,244845,245023,245324,246118,246689,248130,249067,249583,249390,249923,250208,251179,252067,254003,256497,258455,259205,258939,258900,260616,263000,265627,268524,271577,275478,279337,283357,287982,294274,301795,310286
72538,365,33319,Zip,FL,FL,Lauderhill,Miami-Fort Lauderdale-West Palm Beach,Broward County,58477,58527,58528,58574,58628,58758,58860,58893,58886,58879,58906,58927,58782,58632,58538,58640,58730,58764,58780,58872,58947,59010,59055,59123,59423,59682,59930,59897,59835,59567,59389,59307,59457,59666,59757,59823,59881,60015,60157,60267,60445,60944,61484,61859,61978,62033,62277,62526,62775,62990,63190,63550,63841,64088,64234,64494,64848,65219,65680,66265,66915,67740,68823,69978,71212,72421,73710,74994,76263,77667,78903,79981,80937,81686,82225,82718,83254,83751,84249,84921,85770,86690,87604,88686,89724,90871,92059,93179,94192,95217,96430,97477,98483,99400,100576,101610,102795,103876,104867,105915,107267,108924,110344,111891,113550,115242,116821,118588,120716,123137,125981,128684,131364,133583,136403,139392,142219,145156,147766,150587,152556,154363,156147,158837,161457,164258,166420,168191,169685,170422,171441,171703,171988,171445,170609,168462,166566,163791,161651,158856,156722,154686,151991,148872,145461,142716,139185,135926,132130,129562,125687,122296,117934,113674,109594,105996,102945,99717,97096,95107,93006,90567,88365,86461,85048,84016,83224,82572,81923,81466,80953,79883,78963,77876,77280,76329,75508,74676,73995,73204,72439,71653,70987,70251,69659,69382,69089,68913,68619,68330,68240,68182,68040,68043,68014,68547,69047,69778,70368,71278,72179,73202,73830,74743,75715,76762,77986,79345,80862,82121,83346,84548,85810,86911,88407,89816,91471,92573,93684,93986,94435,94429,95114,95494,96204,96499,96460,96524,96676,97433,97726,98324,98443,99129,99367,99920,100275,101046,101619,101998,102152,102432,102954,103409,104333,105198,105973,106518,107097,107910,109071,110116,111264,112015,112655,113671,114359,115199,115914,116832,117710,118457,119126,119862,120358,121151,122353,123182,124188,124840,126067,126975,127552,127787,128354,129308,130224,130790,131250,131663,131942,132344,132727,132992,133371,133822,134144,134230,134926,135999,137067,138406,139605,140600,140582,141013,141725,143073,144504,146112,147535,149039,150782,152686,155061,157950,161938
72626,392,33467,Zip,FL,FL,Greenacres,Miami-Fort Lauderdale-West Palm Beach,Palm Beach County,134195,134291,134413,134527,134596,134663,134825,134856,134750,134548,134390,134317,133999,133806,133579,133838,134110,134238,134404,134506,134885,135029,135315,135450,136275,136867,137451,137222,137086,137088,136944,137289,137628,138559,139103,139707,139645,139604,139518,139991,140465,141301,141890,142380,142559,142867,143306,143796,144514,145445,146404,147296,148146,148773,149653,150189,150991,151415,152177,152858,153694,154434,155393,156262,157204,158044,159165,160613,162351,164275,165875,167377,168722,170294,171885,173671,175358,177239,179076,181024,182746,184450,186403,188603,190810,193034,195250,197534,200024,202476,204685,207136,209860,212824,215690,218763,222516,225964,229325,232199,235653,239276,243429,247653,252226,257471,262658,268242,272585,277745,283264,289933,296243,302946,311170,319125,326274,331525,337431,342685,348726,353448,358138,362748,366826,369759,369844,368786,366715,364491,361629,358402,354830,350603,345968,339780,333836,327478,320828,314386,308807,304148,299685,293686,287801,282087,276918,272334,267382,262683,257920,253738,249301,244618,238806,235221,231636,229150,225169,221278,217737,215582,214337,212726,211233,210308,210141,209317,208463,207446,207569,207427,207199,206057,204850,203649,202324,200713,199387,197906,196380,194890,193248,192171,190822,189552,187894,186588,185563,184564,183618,183224,182938,182555,182366,182212,182565,183034,184123,185193,186514,187782,189080,190295,192193,194161,196488,199208,202105,204886,207279,210067,213545,217560,221375,224540,227204,230183,232784,234690,236556,239015,241699,244078,244938,245778,246817,248699,250625,252020,254070,256172,258232,259394,260732,262278,265018,267225,269239,270767,272731,274794,276296,278190,279699,281704,283436,284726,285264,286113,287777,290204,291762,293504,294811,295952,296854,297861,299070,300896,303364,305505,306620,306730,307337,308612,309818,310881,312223,313860,315245,316201,316843,317710,318530,319896,320954,320839,321361,322152,323721,324400,324762,324571,323651,323465,324172,325238,326946,329526,331406,331954,331302,331185,332620,334904,338819,341978,345128,348442,351877,355659,360341,366713,374360,382819,391032
73089,398,34293,Zip,FL,FL,Venice,North Port-Sarasota-Bradenton,Sarasota County,121058,120704,120523,119974,119490,119057,118928,118933,118900,118783,118694,118653,118807,119137,119578,120103,120745,121374,121714,121939,122236,122730,123205,123667,124173,124623,124827,124906,124906,125002,125183,125471,125833,126246,126719,127519,127794,128036,127928,128440,128899,129503,129938,130364,131005,131570,132317,132379,132778,133111,134158,134895,135724,136341,137056,137657,138071,138683,139293,140066,140794,141732,142976,144123,145235,146454,148071,149816,151411,152585,153767,155202,156634,158114,159220,160650,162156,163724,165081,166231,167564,169335,171341,173597,176040,178381,180128,181635,182933,184276,185701,187484,189714,191717,193740,195619,197545,199543,201640,204220,206980,210077,213216,217340,221659,226366,231308,236348,241415,246712,254296,262299,270774,278673,286947,294491,301031,307776,312636,318435,324325,329286,331042,330567,331493,332411,331514,328768,325141,320347,315634,308936,302776,297125,292082,286371,278301,270837,264629,259207,254795,250679,247239,243273,238066,233223,228809,226618,223733,220176,215807,211360,206684,201943,197932,194886,192206,188734,184974,179911,176765,174375,173087,171930,170876,170439,170109,169835,169654,169501,169742,171087,171708,171860,171267,170787,170504,169622,167712,166069,164513,163974,162887,161798,160587,159748,158233,157049,156013,155651,155644,155197,154789,154395,154776,155007,155484,156016,158079,159755,160635,161121,162405,164739,167204,169152,170927,172508,174065,175493,176611,178691,181428,183888,185198,185609,186321,187358,188325,189639,190749,191748,192246,191478,191393,192151,194840,197256,200238,202657,204999,205869,207106,208825,211001,214241,217125,220221,220933,222333,222459,223940,225283,227841,230202,232065,233442,234082,235068,235132,236083,236354,236795,236186,235584,235689,236255,237087,238647,240162,240617,240540,240806,241716,242255,243027,244004,245082,245850,246159,245528,245428,245244,246019,246205,246696,248088,249440,250442,250761,250336,250700,251710,251386,250457,248988,249942,251593,252932,254289,256771,259876,262749,263321,262458,262992,265631,269564,272390,275173,278731,283249,287993,293631,301087,311463,324395
72540,401,33321,Zip,FL,FL,Tamarac,Miami-Fort Lauderdale-West Palm Beach,Broward County,80344,80476,80583,80813,81026,81311,81559,81753,81828,81900,82032,82226,82178,82089,82004,82181,82346,82445,82505,82612,82765,82927,83084,83237,83700,84108,84476,84490,84535,84317,84222,84228,84551,84913,85026,84956,84874,85011,85251,85405,85530,86113,86731,87153,87232,87170,87378,87662,88025,88306,88545,89042,89538,89906,90073,90408,90864,91462,92173,93079,94002,95109,96529,98095,99671,101311,103156,105047,106927,108964,110827,112454,113886,115125,116056,116801,117629,118418,119173,120073,121112,122278,123434,124845,126209,127614,129231,130819,132367,133745,135357,136725,138221,139554,141304,142837,144656,146386,147865,149464,151350,153774,155898,158310,160789,163244,165341,167636,170371,173668,177572,181166,184820,188027,192252,196600,200719,204904,208562,212573,215313,217826,220087,223756,227168,230604,232755,234268,235196,235335,236260,236166,236180,234736,233284,230012,227140,222878,219092,214564,210632,207126,202807,198491,193897,190019,184972,180241,174823,170815,165421,160740,155728,150718,145726,140950,136825,132734,129237,126357,123594,120910,119113,117715,116442,115523,114776,114160,113556,113307,113100,112437,111857,110962,110099,108664,107386,106062,105192,104210,103278,102217,101345,100460,99483,98925,98512,98402,98263,98042,97970,97659,97356,97179,97247,97737,98371,99000,99542,100472,101535,102795,103552,105089,106850,108847,110596,112561,114738,116906,119054,121271,123326,125486,128132,130615,132749,133986,135728,136772,138229,138848,140189,140685,141710,142239,142478,142672,143233,144870,145635,146607,146642,147653,148036,149118,149949,151114,152147,153052,154074,154978,156099,157038,158890,160677,162465,163709,164959,166320,168224,169963,171519,172478,173459,175306,176417,177547,178481,179880,181202,182533,183528,184660,185264,186455,188092,189103,190500,191532,193353,194797,195730,196198,196961,198057,199355,200182,201066,201618,201836,202275,202793,203180,203918,204519,204910,204729,205513,206943,208405,210509,212159,213288,212631,212781,213224,214754,216579,218979,221018,223078,225407,227950,231474,235934,242269
71897,418,32246,Zip,FL,FL,Jacksonville,Jacksonville,Duval County,92664,92711,92816,93031,93221,93397,93541,93751,94006,94188,94323,94420,94660,95027,95397,95736,96208,96705,97219,97510,97775,98124,98623,99171,99680,99999,100189,100231,100135,100099,100174,100591,100957,101368,101620,101922,101931,102058,102310,102822,103372,103862,104314,104569,104893,105222,105638,105968,106441,106833,107235,107559,107982,108480,108930,109424,109870,110431,111054,111779,112411,113176,113983,114919,115743,116495,117199,117836,118592,119304,120168,120955,121878,122762,123563,124199,124902,125758,126882,128023,129051,130066,130863,131868,132884,134067,135201,136319,137326,138267,139155,140141,141193,142421,143847,145053,146088,146995,148227,149692,151319,152838,154301,155833,157474,158849,160324,162163,164259,166301,168099,170032,171913,174305,176744,179436,182339,185479,188551,191318,194384,197374,200208,202767,205485,207911,210041,211792,213004,213999,214343,214442,213660,212780,212346,212280,212124,211361,210345,209215,207897,206345,204832,203255,201212,199644,197789,196124,193584,190932,187934,184869,182126,179867,177726,175667,175112,173560,171696,167782,164648,161865,160774,160188,159338,157359,155813,154584,152673,150798,149399,149155,149312,149547,148308,146253,144123,143232,141627,139536,136949,135443,133648,132082,129645,127077,125194,123710,122766,121433,120502,119764,119647,119222,118951,119146,119605,120470,120900,121408,121683,122347,123471,125021,126233,127481,128925,130239,132452,134566,137208,139627,141690,143260,144527,145851,147738,149120,150068,150403,150165,149983,149459,149349,150167,151189,152105,151942,151828,152230,153583,154865,155889,156783,158224,159653,160361,161103,161811,163623,165054,166067,166344,167457,169057,170458,171250,171914,173148,174301,175368,176106,177227,179201,181175,182260,182648,183430,184481,186186,187527,189051,190991,193190,195016,195741,196263,197565,199615,201429,203391,204460,205650,206445,207439,207947,208045,208294,209004,210253,211300,212742,213745,214246,214226,214755,215160,216220,217164,219053,221282,223094,224082,224289,224506,226113,228223,230602,233172,235769,239147,242347,245542,249166,254003,259926,266716
