county,year,totalpopulation,average_yearly_wage,singlefamilymedianhomevalue,value_inches,murder,rape,robbery,aggravated_assault,burglary,larceny,motor_vehicle_theft,index_per_100k,employment,unemployment,labor_force,unemployment_rate,county_code,SFMHVrange,SFMHVclass
Wakulla,2011,30877,30815,110723.0,35.67,2.0,13.0,7.0,48.0,167.0,569.0,14.0,2656.0,13322.0,1196,14518,0.082,64,"(100000, 150000]",2
Wakulla,2012,30771,30787,110869.0,55.48,0.0,14.0,4.0,57.0,149.0,513.0,22.0,2467.0,12970.0,1055,14025,0.075,64,"(100000, 150000]",2
Wakulla,2013,30869,32026,120762.0,64.66,0.0,10.0,4.0,56.0,102.0,435.0,23.0,2041.0,13160.0,876,14036,0.062,64,"(100000, 150000]",2
Wakulla,2014,31285,32543,131533.0,66.32,1.0,11.0,2.0,56.0,102.0,481.0,28.0,2177.0,13520.0,762,14282,0.053,64,"(100000, 150000]",2
Wakulla,2015,31283,33230,142373.0,51.36,2.0,11.0,6.0,67.0,87.0,407.0,23.0,1928.0,13353.0,660,14013,0.047,64,"(100000, 150000]",2
Wakulla,2016,31599,33996,154893.0,57.23,1.0,3.0,4.0,44.0,134.0,350.0,20.0,1760.0,13743.0,599,14342,0.042,64,"(150000, 200000]",3
Wakulla,2017,31909,35143,167413.0,53.18,0.0,12.0,2.0,74.0,174.0,308.0,26.0,1868.0,13947.0,526,14473,0.036,64,"(150000, 200000]",3
Wakulla,2018,31943,35867,176520.0,73.48,1.0,5.0,5.0,47.0,127.0,372.0,27.0,1828.0,14258.0,472,14730,0.032,64,"(150000, 200000]",3
Walton,2001,42542,23060,212000.0,50.19,0.0,3.0,12.0,160.0,382.0,672.0,66.0,3044.0,19935.0,822,20757,0.04,65,"(200000, 250000]",4
Walton,2002,45521,24107,227865.0,63.21,0.0,5.0,22.0,228.0,464.0,748.0,61.0,3357.0,20562.0,991,21553,0.046,65,"(200000, 250000]",4
Walton,2003,47066,25092,254572.0,74.27,1.0,8.0,8.0,146.0,344.0,864.0,78.0,3079.0,21875.0,874,22749,0.038,65,"(250000, 300000]",5
Walton,2004,50543,26453,304343.0,61.6,3.0,10.0,5.0,196.0,326.0,869.0,96.0,2978.0,23573.0,871,24444,0.036,65,"(300000, 350000]",6
Walton,2005,53525,28773,398086.0,65.21,3.0,12.0,13.0,230.0,264.0,792.0,77.0,2599.0,27174.0,770,27944,0.028,65,"(350000, 400000]",7
Walton,2006,55786,30092,455779.0,40.76,2.0,10.0,2.0,99.0,180.0,659.0,80.0,1850.0,30441.0,681,31122,0.022,65,"(450000, 500000]",9
Walton,2007,57093,30861,417397.0,48.89,0.0,6.0,12.0,110.0,250.0,869.0,67.0,2302.0,30380.0,872,31252,0.028,65,"(400000, 450000]",8
Walton,2008,57784,30522,360538.0,57.02,1.0,16.0,18.0,204.0,298.0,755.0,75.0,2366.0,29684.0,1445,31129,0.046,65,"(350000, 400000]",7
Walton,2009,57917,30373,310996.0,78.79,5.0,11.0,12.0,191.0,463.0,788.0,74.0,2666.0,28499.0,2338,30837,0.076,65,"(300000, 350000]",6
Walton,2010,55043,30447,297911.0,52.49,2.0,14.0,9.0,189.0,443.0,822.0,75.0,2721.0,23433.0,2341,25774,0.091,65,"(250000, 300000]",5
Walton,2011,55450,30674,275242.0,46.55,3.0,14.0,3.0,152.0,429.0,967.0,71.0,2956.0,23914.0,2222,26136,0.085,65,"(250000, 300000]",5
Walton,2012,56965,31658,276029.0,60.79,1.0,15.0,18.0,162.0,375.0,980.0,70.0,2846.0,24133.0,1959,26092,0.075,65,"(250000, 300000]",5
Walton,2013,57779,32148,297071.0,76.64,3.0,15.0,6.0,170.0,382.0,1070.0,74.0,2977.0,25178.0,1712,26890,0.064,65,"(250000, 300000]",5
Walton,2014,59793,32801,323185.0,66.95,0.0,25.0,10.0,182.0,413.0,1021.0,65.0,2870.0,25811.0,1490,27301,0.055,65,"(300000, 350000]",6
Walton,2015,60687,34151,344346.0,60.28,1.0,14.0,10.0,163.0,333.0,946.0,69.0,2531.0,26623.0,1326,27949,0.047,65,"(300000, 350000]",6
Walton,2016,62943,35582,355285.0,59.71,4.0,18.0,12.0,190.0,342.0,967.0,79.0,2561.0,27776.0,1259,29035,0.043,65,"(350000, 400000]",7
Walton,2017,65301,37312,373033.0,68.6,1.0,17.0,13.0,145.0,317.0,823.0,86.0,2147.0,28896.0,1111,30007,0.037,65,"(350000, 400000]",7
Walton,2018,67656,38543,396943.0,74.77,3.0,20.0,2.0,129.0,236.0,712.0,81.0,1749.0,29992.0,992,30984,0.032,65,"(350000, 400000]",7
Washington,2007,23719,28704,114928.0,42.92,1.0,2.0,0.0,34.0,95.0,171.0,31.0,1408.0,9259.0,393,9652,0.041,66,"(100000, 150000]",2
Washington,2008,24779,29124,96662.0,60.67,0.0,5.0,4.0,37.0,97.0,193.0,30.0,1477.0,9234.0,647,9881,0.065,66,"(50000, 100000]",1
Washington,2009,24721,31078,80786.0,69.05,0.0,7.0,1.0,21.0,63.0,148.0,7.0,999.0,8922.0,998,9920,0.101,66,"(50000, 100000]",1
Washington,2010,24896,30603,73202.0,46.44,3.0,1.0,0.0,31.0,122.0,185.0,18.0,1459.0,9166.0,1040,10206,0.102,66,"(50000, 100000]",1
Washington,2011,24638,30508,68989.0,45.47,2.0,1.0,6.0,52.0,88.0,220.0,20.0,1579.0,9316.0,1032,10348,0.1,66,"(50000, 100000]",1
Washington,2012,24922,30819,69543.0,58.25,0.0,4.0,4.0,55.0,100.0,283.0,17.0,1858.0,9090.0,909,9999,0.091,66,"(50000, 100000]",1
Washington,2013,24793,31727,75819.0,76.8,0.0,1.0,7.0,46.0,122.0,247.0,21.0,1791.0,9040.0,790,9830,0.08,66,"(50000, 100000]",1
Washington,2014,24959,32248,82425.0,64.95,1.0,6.0,5.0,34.0,97.0,241.0,23.0,1631.0,9010.0,671,9681,0.069,66,"(50000, 100000]",1
Washington,2015,24975,33389,89607.0,63.82,0.0,5.0,7.0,29.0,95.0,230.0,24.0,1562.0,9068.0,580,9648,0.06,66,"(50000, 100000]",1
Washington,2016,24888,33578,94775.0,61.88,0.0,3.0,6.0,35.0,92.0,225.0,20.0,1531.0,9228.0,504,9732,0.052,66,"(50000, 100000]",1
Washington,2017,24985,34625,101328.0,57.09,2.0,1.0,4.0,46.0,57.0,235.0,20.0,1461.0,9343.0,432,9775,0.044,66,"(100000, 150000]",2
Washington,2018,25129,35465,108928.0,73.8,1.0,3.0,3.0,36.0,86.0,164.0,13.0,1218.0,9365.0,384,9749,0.039,66,"(100000, 150000]",2
