state,county,year,totalpopulation,unincorporatedpop,incorporatedpop,average_yearly_wage,lowtiermedianhomevalue,hightiermedianhomevalue,singlefamilymedianhomevalue,value_inches,murder,rape,robbery,aggravated_assault,burglary,larceny,motor_vehicle_theft,index_per_100k,employment,unemployment,labor_force,unemployment_rate
Florida,Manatee,2020,398503,317022,81481,47554,187800,485009,308325,52.32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,164571,11925,176496,0.068
Florida,Marion,2001,264277,211582,52695,26012,59640,158926,97364,48.44,15,153,233,1499,2495,5883,591,4113,104286,5639,109925,0.051
Florida,Marion,2002,271096,218238,52858,26628,60942,162204,99228,59.94,16,180,230,1550,2613,5492,553,3923,104907,6748,111655,0.06
Florida,Marion,2003,281966,228313,53653,27840,64836,171864,105765,54.17,10,193,254,1424,2513,5619,588,3760,108099,6287,114386,0.055
Florida,Marion,2004,293317,239352,53965,29013,72561,191313,117844,63.17,17,191,208,1463,2405,5730,659,3639,113984,5744,119728,0.048
Florida,Marion,2005,304926,248768,56158,30008,89239,233263,144607,58.52,17,192,253,1494,2520,5463,616,3461,123011,4851,127862,0.038
Florida,Marion,2006,315074,256386,58688,31330,115191,288549,181630,37.92,15,199,277,1706,2118,5376,570,3257,129573,4606,134179,0.034
Florida,Marion,2007,325023,263792,61231,31623,117155,290799,182532,50.15,14,171,275,1561,2489,5931,584,3392,130851,6396,137247,0.047
Florida,Marion,2008,329418,267915,61503,32579,103048,256570,159785,49.75,22,184,312,1417,2365,5469,504,3119,127220,11155,138375,0.081
Florida,Marion,2009,330440,268855,61585,32724,84985,217941,134017,51.86,12,183,266,1316,2384,5724,372,3104,118007,17275,135282,0.128
Florida,Marion,2010,331303,267805,63498,33014,74018,195751,118386,49.2,9,163,243,1259,2371,5659,314,3035,113748,17320,131068,0.132
Florida,Marion,2011,331745,267939,63806,33475,64065,173604,102981,48.95,14,182,191,1203,2540,5549,292,3006,114256,15998,130254,0.123
Florida,Marion,2012,332989,268686,64303,33841,60681,164174,97680,52.99,21,187,162,1174,1989,5080,242,2659,116046,13640,129686,0.105
Florida,Marion,2013,335008,270338,64670,34425,64398,172419,104008,51.44,17,148,170,1031,1864,4877,275,2502,119141,11642,130783,0.089
Florida,Marion,2014,337455,272607,64848,34811,68898,183602,111208,59.65,19,131,171,1031,1655,5013,260,2454,121579,9863,131442,0.075
Florida,Marion,2015,341205,275382,65823,35784,73682,193654,118117,50.37,10,113,195,867,1712,5088,333,2438,122131,8567,130698,0.066
Florida,Marion,2016,345749,278439,67310,37092,80339,203557,127054,46.92,18,90,213,853,1926,5384,613,2631,124689,7777,132466,0.059
Florida,Marion,2017,349267,281812,67455,37233,89709,218024,139642,60.84,17,143,253,975,1947,5435,689,2708,126814,6812,133626,0.051
Florida,Marion,2018,353898,285899,67999,38265,98763,231697,150330,63.97,29,244,199,1003,1611,5175,642,2516,129708,5966,135674,0.044
Florida,Marion,2019,360421,290747,69674,39544,107758,245198,160650,50.52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,133676,5588,139264,0.04
Florida,Marion,2020,368135,297855,70280,41925,116199,257430,170377,54.52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,128709,9760,138469,0.07
Florida,Martin,2001,128873,111056,17817,28589,80923,292131,169137,60.52,2,33,125,328,878,2911,199,3473,55511,3015,58526,0.052
Florida,Martin,2002,131051,113008,18043,30638,91073,327735,188295,50.58,6,43,117,400,1011,3009,259,3697,56135,3523,59658,0.059
Florida,Martin,2003,134491,116162,18329,30963,107845,381696,217628,54.83,4,29,122,377,893,3012,230,3470,57777,3384,61161,0.055
Florida,Martin,2004,137637,118650,18987,32605,131271,460333,262035,60.07,7,32,107,376,806,2907,224,3240,58991,3208,62199,0.052
Florida,Martin,2005,141059,121516,19543,34518,164628,568867,328051,57.74,3,14,144,438,710,2461,249,2849,62084,2568,64652,0.04
Florida,Martin,2006,142645,122940,19705,35098,189686,639861,373760,36.49,7,17,161,427,779,2885,208,3143,62964,2283,65247,0.035
Florida,Martin,2007,143737,124094,19643,37341,167893,568358,329915,51.04,3,17,156,389,808,3094,229,3267,62057,2883,64940,0.044
Florida,Martin,2008,143868,124205,19663,37805,141213,488998,285079,62.26,2,18,164,295,887,3128,174,3245,59125,4550,63675,0.071
Florida,Martin,2009,143856,124191,19665,38553,117405,420174,243259,46.01,8,16,156,286,928,2639,150,2908,56024,6903,62927,0.11
Florida,Martin,2010,146318,127557,18761,38505,107104,388765,228925,49.49,2,16,113,269,796,2585,118,2712,59186,6870,66056,0.104
Florida,Martin,2011,146689,127916,18773,39324,98185,364839,215163,45.42,3,23,93,224,797,2784,103,2745,59867,6543,66410,0.099
Florida,Martin,2012,147203,128332,18871,39439,97358,362593,213568,47.36,4,38,88,244,721,2369,133,2444,60993,5712,66705,0.086
Florida,Martin,2013,148077,129133,18944,38148,104288,384017,230079,49.67,0,19,61,161,699,2436,126,2365,62256,5060,67316,0.075
Florida,Martin,2014,148585,129704,18881,39007,115962,414894,253807,51.07,5,48,77,215,579,1969,98,2013,64296,4276,68572,0.062
Florida,Martin,2015,150062,131047,19015,40420,127105,444212,274224,43.29,0,55,60,259,383,1980,105,1894,65987,3782,69769,0.054
Florida,Martin,2016,150870,131784,19086,40663,138903,474722,295185,52.22,6,58,59,248,394,2013,87,1899,67646,3479,71125,0.049
Florida,Martin,2017,153022,133852,19170,41252,150103,499275,314101,63.85,1,73,53,258,569,2229,101,2146,68947,3047,71994,0.042
Florida,Martin,2018,155556,129357,26199,42308,160672,521714,330500,46.83,3,80,76,238,263,1810,64,1629,70174,2631,72805,0.036
Florida,Martin,2019,158598,132144,26454,43626,167539,535342,338967,59.49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,70924,2438,73362,0.033
Florida,Martin,2020,161301,134284,27017,47081,176405,559726,355182,50.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,67796,4384,72180,0.061
Florida,Miami-Dade,2001,2285869,1206210,1079659,34524,89907,273026,156934,64.01,190,1111,8397,16238,26827,98426,23784,7655,1026885,48260,1075145,0.045
Florida,Miami-Dade,2002,2312478,1223571,1088907,35694,101930,310009,177452,54.86,204,1143,8435,15830,26120,95340,21205,7277,1008222,44888,1053110,0.043
Florida,Miami-Dade,2003,2345932,1215197,1130735,36889,119586,361807,207530,61.45,205,1241,8559,14880,25811,97027,20650,7177,1026479,39283,1065762,0.037
Florida,Miami-Dade,2004,2379818,1098940,1280878,38849,140344,426185,244443,45.76,218,1195,7774,14608,24627,92351,19052,6716,1046521,33567,1080088,0.031
Florida,Miami-Dade,2005,2422075,1134686,1287389,40599,175491,532778,307637,57.32,171,1024,7387,14764,25585,84229,17275,6211,1106002,27103,1133105,0.024
Florida,Miami-Dade,2006,2437022,1098924,1338098,42975,214456,641725,376292,46.57,240,1058,7538,14160,24525,80282,17019,5943,1155886,24619,1180505,0.021
Florida,Miami-Dade,2007,2462292,1095100,1367192,44228,220834,653713,386882,54.23,228,941,8872,13251,26713,87420,17177,6279,1194185,32870,1227055,0.027
Florida,Miami-Dade,2008,2477289,1088714,1388575,45142,181664,533586,315895,53.38,228,883,8047,12305,26030,88930,16100,6157,1169309,53286,1222595,0.044
Florida,Miami-Dade,2009,2472344,1081422,1390922,45231,130708,394497,224780,50.95,215,741,7054,11398,25345,85359,12150,5754,1083040,108135,1191175,0.091
Florida,Miami-Dade,2010,2496457,1109424,1387033,45653,111149,355742,198408,56.46,224,701,5958,11216,23111,84061,10906,5490,1085051,144330,1229381,0.117
Florida,Miami-Dade,2011,2516537,1109057,1407480,46438,101886,333509,183754,55.93,218,853,6157,10642,24227,84714,10848,5470,1140476,121479,1261955,0.096
Florida,Miami-Dade,2012,2551290,1121297,1429993,47011,106153,345554,188015,68.47,210,769,6006,9745,21109,83124,9459,5112,1185974,101339,1287313,0.079
Florida,Miami-Dade,2013,2582375,1137821,1444554,47458,124140,394333,213701,60.51,229,813,6370,9497,18935,82528,8332,4906,1176128,96689,1272817,0.076
Florida,Miami-Dade,2014,2613692,1146579,1467113,48883,143635,443120,244165,50.03,212,801,5706,9842,17115,80448,8478,4691,1210346,87849,1298195,0.068
Florida,Miami-Dade,2015,2653934,1160457,1493477,50527,156448,472372,265944,56.8,217,756,5366,9896,14534,76400,8800,4370,1215857,79416,1295273,0.061
Florida,Miami-Dade,2016,2700794,1176731,1524063,51259,171785,504108,292275,54.14,198,796,4831,9810,11774,75242,8568,4118,1233029,72230,1305259,0.055
Florida,Miami-Dade,2017,2743095,1191589,1551506,52961,186445,526828,316975,58.61,188,874,4032,9364,11628,72384,8702,3907,1287153,61853,1349006,0.046
Florida,Miami-Dade,2018,2779322,1203732,1575590,54800,198642,546685,339671,49.61,198,916,3653,8965,9178,69295,8336,3618,1303064,48610,1351674,0.036
Florida,Miami-Dade,2019,2812130,1212200,1599930,56621,206193,558610,353926,53.93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1336431,35418,1371849,0.026
Florida,Miami-Dade,2020,2832794,1220446,1612348,60927,213166,571874,367753,73.28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1188173,103681,1291854,0.08
Florida,Monroe,2001,80588,36511,44077,26489,NULL,NULL,NULL,57.3,3,40,111,350,936,3467,422,6613,45020,1651,46671,0.035
Florida,Monroe,2002,81140,36772,44368,27634,NULL,NULL,NULL,48.86,2,38,100,311,852,3472,409,6389,44849,1868,46717,0.04
Florida,Monroe,2003,80537,36399,44138,28907,NULL,NULL,NULL,55.32,5,32,97,266,790,3117,308,5730,45131,1589,46720,0.034
Florida,Monroe,2004,81236,36606,44630,30571,NULL,NULL,NULL,39.88,1,47,91,307,791,2984,367,5648,44527,1449,45976,0.032
Florida,Monroe,2005,82413,37164,45249,32778,NULL,NULL,NULL,48.07,1,46,69,230,637,2547,257,4595,44259,1237,45496,0.027
Florida,Monroe,2006,80510,36466,44044,34930,NULL,NULL,NULL,43.97,1,46,103,292,788,2495,362,5076,43396,1101,44497,0.025
Florida,Monroe,2007,78987,35749,43238,36993,NULL,NULL,NULL,48.67,4,40,68,321,690,2602,311,5110,43532,1225,44757,0.027
Florida,Monroe,2008,76081,34788,41293,36610,NULL,NULL,NULL,50.84,4,45,90,249,880,2870,271,5795,44710,1940,46650,0.042
Florida,Monroe,2009,77925,36268,41657,37182,NULL,NULL,NULL,44.25,3,31,80,293,954,2858,219,5695,42279,3106,45385,0.068
Florida,Monroe,2010,73090,33044,40046,37630,NULL,NULL,NULL,52.53,6,32,82,220,892,2695,188,5352,38716,3146,41862,0.075
Florida,Monroe,2011,72670,32603,40067,38013,NULL,NULL,NULL,52.05,3,26,68,254,611,2491,124,4922,39566,2969,42535,0.07
Florida,Monroe,2012,72897,32776,40121,37674,NULL,NULL,NULL,57.05,3,36,66,276,638,2549,144,5092,41044,2559,43603,0.059
Florida,Monroe,2013,73560,33380,40180,36780,NULL,NULL,NULL,51.73,2,35,52,294,568,2264,151,4576,41922,2231,44153,0.051
Florida,Monroe,2014,74044,33793,40251,37614,NULL,NULL,NULL,44.61,0,28,61,295,489,2074,184,4229,43038,1903,44941,0.042
Florida,Monroe,2015,74206,33926,40280,38902,330934,1056605,552227,51.33,2,35,30,290,426,1903,144,3814,44332,1616,45948,0.035
Florida,Monroe,2016,76047,35315,40732,39120,365021,1148754,605650,47.8,2,33,33,213,321,1624,134,3103,45095,1497,46592,0.032
Florida,Monroe,2017,76889,36202,40687,41017,374408,1165700,617164,52.65,9,19,29,235,271,1452,116,2772,44121,1505,45626,0.033
Florida,Monroe,2018,73940,34266,39674,42722,382180,1176693,625201,45.51,2,29,23,210,187,1350,124,2604,43910,1175,45085,0.026
Florida,Monroe,2019,76212,35294,40918,43856,405511,1232377,657944,49.37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,45559,998,46557,0.021
Florida,Monroe,2020,77823,36477,41346,47377,409630,1233955,661531,70.63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,41223,3532,44755,0.079
Florida,Nassau,2001,59409,44577,14832,29673,98556,286319,151108,43.12,7,15,43,675,697,774,173,4013,29450,1278,30728,0.042
Florida,Nassau,2002,61094,46372,14722,30747,107885,310995,162857,52.29,2,12,29,718,674,808,213,4020,29053,1523,30576,0.05
Florida,Nassau,2003,63062,47930,15132,31438,116113,330288,171630,49.68,4,19,21,769,514,747,130,3495,29203,1501,30704,0.049
Florida,Nassau,2004,65016,49481,15535,31810,127458,360811,186981,57.13,2,35,25,716,435,876,122,3401,29941,1315,31256,0.042
Florida,Nassau,2005,65759,49944,15815,32948,148564,417547,218141,60.92,0,20,21,720,407,946,120,3397,31631,1089,32720,0.033
Florida,Nassau,2006,68188,52064,16124,33973,173080,478530,255057,35.05,4,11,25,936,571,1154,141,4168,33111,982,34093,0.029
Florida,Nassau,2007,69569,53520,16049,34688,181494,494528,264962,45.09,2,16,30,959,497,1018,153,3845,33994,1197,35191,0.034
Florida,Nassau,2008,71915,55865,16050,34821,167035,457885,242604,51.21,1,10,39,571,569,1267,118,3581,34261,2015,36276,0.056
Florida,Nassau,2009,72588,56400,16188,34976,140775,386199,205070,55.57,2,6,35,351,498,1119,96,2903,32469,3451,35920,0.096
Florida,Nassau,2010,73314,57618,15696,37186,128721,352642,187419,33.18,0,7,24,162,455,979,54,2349,31842,3649,35491,0.103
Florida,Nassau,2011,73684,57954,15730,38377,120236,330436,175371,44.93,0,4,12,109,410,1021,74,2212,32372,3434,35806,0.096
Florida,Nassau,2012,73745,57997,15748,39729,120099,329775,175097,55.02,1,4,21,86,412,926,72,2064,32750,2965,35715,0.083
Florida,Nassau,2013,74661,58632,16029,38637,132290,361153,192620,52.07,1,5,13,61,318,828,51,1710,33542,2532,36074,0.07
Florida,Nassau,2014,75321,59212,16109,40092,150773,400751,217194,61.3,1,2,20,60,297,864,71,1746,33989,2219,36208,0.061
Florida,Nassau,2015,76536,60349,16187,39959,159156,416831,229069,48.63,2,16,12,66,375,586,47,1442,34798,1905,36703,0.052
Florida,Nassau,2016,77841,61462,16379,38870,166184,426216,236659,41.96,5,22,9,135,533,616,51,1761,36176,1721,37897,0.045
Florida,Nassau,2017,80456,63661,16795,39531,179825,454522,254759,56.01,1,21,15,170,409,677,78,1704,37564,1540,39104,0.039
Florida,Nassau,2018,82748,65692,17056,41359,196790,487082,275584,54.15,2,24,7,168,410,760,115,1796,39148,1326,40474,0.033
Florida,Nassau,2019,85070,67804,17266,42373,211738,513382,291239,44.82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40563,1291,41854,0.031
Florida,Nassau,2020,89258,71301,17957,45091,224534,537842,307004,62.98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,38991,2347,41338,0.057
Florida,Okaloosa,2001,173450,102818,70632,26151,82044,239843,122682,50.19,5,64,117,371,921,3812,232,3184,79612,3443,83055,0.041
Florida,Okaloosa,2002,176971,105334,71637,27242,84890,249014,127219,65.19,4,67,108,384,911,3644,278,3049,81940,3766,85706,0.044
Florida,Okaloosa,2003,181102,108157,72945,29266,91240,267588,136315,69.49,3,60,118,389,940,3646,294,3009,85403,3339,88742,0.038
Florida,Okaloosa,2004,185778,110966,74812,31163,107673,323933,160847,69.61,3,49,102,402,1197,3712,321,3114,89920,3134,93054,0.034
Florida,Okaloosa,2005,188939,112354,76585,32976,146815,437950,217967,71.84,3,50,106,400,1081,3909,388,3142,93848,2722,96570,0.028
Florida,Okaloosa,2006,192672,114483,78189,34409,175265,496494,257523,39.58,5,58,106,507,1039,3867,433,3122,96352,2379,98731,0.024
Florida,Okaloosa,2007,196540,116299,80241,35613,163655,452289,236064,52.86,4,68,144,481,1182,4125,363,3240,94552,2975,97527,0.031
Florida,Okaloosa,2008,197597,117526,80071,36454,143502,395861,207886,55.53,3,63,139,455,1047,4198,294,3137,92269,4592,96861,0.047
Florida,Okaloosa,2009,196237,117119,79118,37823,124548,346692,183958,78.2,5,71,138,287,1038,3876,262,2893,89500,6918,96418,0.072
Florida,Okaloosa,2010,180822,104759,76063,38638,117431,329106,177382,54.34,3,67,114,451,1168,3832,244,3010,81155,7193,88348,0.081
Florida,Okaloosa,2011,181679,104982,76697,38881,107585,306884,166053,45.59,4,71,113,546,997,4037,217,3294,83334,7051,90385,0.078
Florida,Okaloosa,2012,187280,107903,79377,39523,106442,304310,165261,58.03,2,93,108,635,920,3889,219,3132,84517,6293,90810,0.069
Florida,Okaloosa,2013,188349,108531,79818,40207,113062,321059,173895,70.44,4,105,119,568,815,3399,189,2760,86383,5483,91866,0.06
Florida,Okaloosa,2014,190666,109766,80900,41111,118877,333135,181012,64.37,3,91,112,547,960,3601,195,2889,87023,4867,91890,0.053
Florida,Okaloosa,2015,191898,110280,81618,42627,122509,341090,185609,56.55,12,78,86,564,908,3812,205,2952,87870,4209,92079,0.046
Florida,Okaloosa,2016,192925,110335,82590,43388,127113,349792,191323,56.51,10,108,84,597,842,3792,281,2962,89740,3793,93533,0.041
Florida,Okaloosa,2017,195488,111495,83993,44313,136516,369247,202910,73.38,6,100,80,542,899,3513,332,2799,90997,3310,94307,0.035
Florida,Okaloosa,2018,198152,113497,84655,45655,147416,391219,216413,72.63,9,104,59,546,638,3366,306,2537,92280,2911,95191,0.031
Florida,Okaloosa,2019,201514,115579,85935,47750,157585,411284,228368,52.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,93926,2749,96675,0.028
Florida,Okaloosa,2020,203951,116954,86997,52265,173402,442778,249515,54.59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90729,5281,96010,0.055
Florida,Okeechobee,2001,36147,30768,5379,24869,71822,205098,129513,53.17,2,24,26,191,293,919,55,4177,14675,1000,15675,0.064
Florida,Okeechobee,2002,36551,31155,5396,25162,78134,222913,139921,53.17,1,16,54,172,350,824,89,4120,15015,1136,16151,0.07
Florida,Okeechobee,2003,37236,31784,5452,25767,85408,244653,152287,55.88,1,22,37,187,368,717,63,3746,15118,1101,16219,0.068
Florida,Okeechobee,2004,38004,32546,5458,27363,94226,271281,167095,60.84,1,26,12,242,482,555,91,3708,15144,1038,16182,0.064
Florida,Okeechobee,2005,37765,32322,5443,27966,111663,323474,198065,54.71,2,18,21,301,431,630,88,3948,16386,834,17220,0.048
Florida,Okeechobee,2006,38666,32993,5673,28870,130384,373629,230527,35.68,6,17,38,239,467,674,87,3952,16748,725,17473,0.041
Florida,Okeechobee,2007,39030,33216,5814,29661,126756,361475,223019,41.66,1,20,12,207,369,597,71,3272,16608,929,17537,0.053
Florida,Okeechobee,2008,40003,34507,5496,30311,107098,304304,187527,53.74,2,19,36,236,589,816,53,4377,16183,1479,17662,0.084
Florida,Okeechobee,2009,39703,34326,5377,30904,90582,255002,157725,42.69,4,15,19,213,512,810,47,4080,16040,2159,18199,0.119
Florida,Okeechobee,2010,39996,34375,5621,31177,81617,229264,142177,46.46,2,17,43,164,564,756,36,3973,15740,2194,17934,0.122
Florida,Okeechobee,2011,39870,34289,5581,31449,76390,214295,133229,46.21,0,27,17,157,493,857,48,4011,15607,2111,17718,0.119
Florida,Okeechobee,2012,39805,34227,5578,32167,76024,213006,132781,49.38,0,19,30,150,550,786,51,3984,16341,1870,18211,0.103
Florida,Okeechobee,2013,39762,34212,5550,33332,82155,229936,143644,50.79,3,14,18,115,345,1139,46,4225,16421,1645,18066,0.091
Florida,Okeechobee,2014,39828,34245,5583,33987,89158,251064,155402,52.32,1,14,19,115,271,883,63,3430,16316,1336,17652,0.076
Florida,Okeechobee,2015,40052,34518,5534,35213,95414,269155,166251,50.69,0,7,12,128,235,887,52,3298,16216,1102,17318,0.064
Florida,Okeechobee,2016,40806,35254,5552,34642,99740,283234,174505,57.87,5,19,17,115,246,939,87,3500,17261,944,18205,0.052
Florida,Okeechobee,2017,41140,35574,5566,39506,104928,300195,183748,56.41,1,27,15,93,235,924,76,3333,17514,811,18325,0.044
Florida,Okeechobee,2018,41120,35559,5561,37077,113408,322015,197102,47.21,1,20,25,156,218,863,98,3359,17031,669,17700,0.038
Florida,Okeechobee,2019,41808,36205,5603,37225,120424,338333,208351,50.97,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17105,648,17753,0.037
Florida,Okeechobee,2020,42112,36424,5688,40640,127029,353866,219093,69.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16217,921,17138,0.054
Florida,Orange,2001,930034,619597,310437,32218,94441,236215,150782,51.06,45,541,2618,6561,12795,38660,7273,7365,487402,22192,509594,0.044
Florida,Orange,2002,955865,631450,324415,33650,101629,252527,162488,67.76,56,534,2667,6262,12801,36634,7588,6961,477859,29498,507357,0.058
Florida,Orange,2003,983165,645092,338073,34630,110405,271928,175999,53.04,64,577,2369,5956,12306,34868,6335,6354,486989,27072,514061,0.053
Florida,Orange,2004,1013937,662530,351407,36446,123853,304649,196428,54.67,61,615,2407,6212,11820,33464,6393,6013,506346,24538,530884,0.046
Florida,Orange,2005,1043437,677185,366252,37701,153556,378894,243150,60.61,74,620,3215,6826,12735,33772,6727,6131,533969,19982,553951,0.036
Florida,Orange,2006,1079524,697666,381858,39180,192832,465996,304461,40.03,121,653,4280,7358,13382,34691,7738,6320,557220,18107,575327,0.031
Florida,Orange,2007,1105603,713851,391752,40185,193598,456527,298328,39.64,105,690,4359,6894,14608,36423,7325,6368,571946,22815,594761,0.038
Florida,Orange,2008,1114979,715627,399352,41046,159693,374236,242318,52.17,126,678,3967,6833,15950,38762,6027,6488,566854,36433,603287,0.06
Florida,Orange,2009,1108882,710458,398424,41048,116111,283754,181940,49.04,76,612,2652,5960,14460,35422,4345,5729,533867,62154,596021,0.104
Florida,Orange,2010,1145956,736657,409299,41487,97630,254457,161561,43.97,74,567,2303,5503,13783,31055,3754,5138,563766,66042,629808,0.105
Florida,Orange,2011,1157342,742671,414671,42058,87041,232360,144762,52.38,92,596,2232,5434,14504,32535,3962,5129,575967,62413,638380,0.098
Florida,Orange,2012,1175941,754470,421471,42857,90136,238877,148050,43.9,76,605,1977,5146,14034,32034,4013,4922,594652,55016,649668,0.085
Florida,Orange,2013,1202978,772657,430321,43145,107148,278080,174216,47.32,73,637,2149,5176,12703,34439,3329,4863,614487,46845,661332,0.071
Florida,Orange,2014,1227995,786296,441699,44422,121894,306188,196501,57.21,90,746,2216,5251,11257,34426,3327,4667,634818,40620,675438,0.06
Florida,Orange,2015,1252396,799985,452411,46014,129102,317913,207096,49.31,89,759,2051,5529,11297,33261,3716,4527,653788,34949,688737,0.051
Florida,Orange,2016,1280387,813421,466966,46990,141584,339004,225442,51.26,154,786,1789,5404,11083,32270,3843,4321,677671,31146,708817,0.044
Florida,Orange,2017,1313880,834353,479527,48203,156480,361698,244122,52.26,70,692,1736,4700,8188,33622,3839,4022,700650,27740,728390,0.038
Florida,Orange,2018,1349597,855307,494290,49952,172384,385598,263184,53.92,94,749,1862,5100,6238,31034,3490,3599,721325,24579,745904,0.033
Florida,Orange,2019,1386080,876910,509170,51501,183780,402814,276264,53.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,735997,23382,759379,0.031
Florida,Orange,2020,1415260,893300,521960,56606,194648,420622,290070,61.74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,659050,78496,737546,0.106
Florida,Osceola,2001,179534,109190,70344,25083,99830,227287,145011,51.55,4,86,233,718,2825,5316,586,5441,89394,4306,93700,0.046
Florida,Osceola,2002,193355,120552,72803,26099,106052,238847,154678,62.99,7,107,219,741,2830,5224,650,5057,91003,5821,96824,0.06
Florida,Osceola,2003,210438,134260,76178,26922,112991,252175,164332,53,6,100,238,920,2811,5421,607,4801,96488,5622,102110,0.055
Florida,Osceola,2004,225816,145568,80248,27948,128022,286203,185248,55.74,5,106,221,824,2960,5323,633,4460,104334,5358,109692,0.049
Florida,Osceola,2005,235156,152233,82923,29288,163317,363687,235780,62.86,9,104,271,976,3124,5502,682,4537,111999,4457,116456,0.038
Florida,Osceola,2006,255903,165627,90276,30505,205219,442629,294645,38.91,13,77,324,967,3287,5362,744,4210,120750,4246,124996,0.034
Florida,Osceola,2007,266123,174453,91670,31958,201979,426398,285278,40.17,16,26,396,1121,3951,5900,765,4575,127164,5738,132902,0.043
Florida,Osceola,2008,273709,179424,94285,32161,164158,347801,230798,56.51,10,56,309,1143,3643,6229,644,4397,129094,8986,138080,0.065
Florida,Osceola,2009,272788,178908,93880,32476,109377,241971,155841,46.66,11,55,256,1308,3491,6064,475,4274,123212,15595,138807,0.112
Florida,Osceola,2010,268685,173820,94865,33079,91967,207583,133392,44.8,8,50,241,1289,3262,6265,458,4198,119677,16440,136117,0.121
Florida,Osceola,2011,273867,177648,96219,33036,84099,188310,121698,51.48,9,73,227,1270,2767,6490,439,4117,123764,15690,139454,0.113
Florida,Osceola,2012,280866,180821,100045,33803,89065,194810,127107,43.74,8,76,209,1143,2801,5962,367,3762,128766,13896,142662,0.097
Florida,Osceola,2013,288361,185825,102536,34138,106611,223011,150507,49.52,7,94,224,1060,2543,5902,320,3520,135390,12176,147566,0.083
Florida,Osceola,2014,295553,191514,104039,34970,124541,251303,174456,57.2,6,129,184,910,2088,5855,280,3198,141903,10552,152455,0.069
Florida,Osceola,2015,308327,200419,107908,35863,132988,262515,184332,54.12,12,121,199,972,1925,5796,367,3046,148689,9203,157892,0.058
Florida,Osceola,2016,322862,211463,111399,36232,143305,276343,197669,54.87,11,137,209,1121,2014,5638,443,2965,156541,8251,164792,0.05
Florida,Osceola,2017,337614,222558,115056,36852,154486,289895,211993,53.97,19,144,182,932,1482,5405,482,2561,165325,7561,172886,0.044
Florida,Osceola,2018,352496,233608,118888,37721,167963,308222,228864,52.79,15,144,154,767,1398,5106,389,2262,173744,6741,180485,0.037
Florida,Osceola,2019,370552,247878,122674,38799,182792,327091,245429,53.54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,179268,6426,185694,0.035
Florida,Osceola,2020,387055,260514,126541,41442,190873,336979,254924,50.72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,160638,25155,185793,0.135
Florida,Palm Beach,2001,1154464,531434,623030,35957,79673,298540,168500,59.87,51,578,2377,5337,14759,41628,7183,6229,538842,29530,568372,0.052
Florida,Palm Beach,2002,1183197,545492,637705,36550,89787,335138,189458,58.15,36,527,2513,5577,15095,43302,7807,6327,544442,36766,581208,0.063
Florida,Palm Beach,2003,1211448,554082,657366,37632,103548,381699,217066,57.28,61,553,2632,5233,14077,42502,7435,5984,551385,34430,585815,0.059
Florida,Palm Beach,2004,1242270,557228,685042,38873,123294,451712,257155,57.51,89,551,2570,5581,13239,38658,6913,5442,566247,31914,598161,0.053
Florida,Palm Beach,2005,1265900,559438,706462,40464,155922,562765,323353,55.81,69,563,2452,5261,12776,35620,6151,4968,578769,26092,604861,0.043
Florida,Palm Beach,2006,1287987,561330,726657,41938,185307,648158,378620,42.55,92,524,2909,5636,12868,35571,6058,4942,596415,22854,619269,0.037
Florida,Palm Beach,2007,1295033,562781,732252,43777,170683,589220,343066,50.45,96,457,3152,5478,13666,36635,5529,5020,598221,27841,626062,0.044
Florida,Palm Beach,2008,1294654,562807,731847,44464,136962,482522,278757,57.15,96,440,2847,5074,13246,36299,4637,4838,585947,42464,628411,0.068
Florida,Palm Beach,2009,1287344,558970,728374,45014,109121,406716,230819,51.23,86,464,2667,4649,13203,35361,3403,4648,549671,65829,615500,0.107
Florida,Palm Beach,2010,1320134,587432,732702,45833,98603,379484,215460,50.76,83,422,2018,4291,11534,31827,2812,4119,572130,68178,640308,0.106
Florida,Palm Beach,2011,1325758,590046,735712,46322,88451,351915,198261,46.79,67,420,1881,4064,11326,31628,2830,3939,583845,65096,648941,0.1
