SizeRank,County,State,1/31/1996,2/29/1996,3/31/1996,4/30/1996,5/31/1996,6/30/1996,7/31/1996,8/31/1996,9/30/1996,10/31/1996,11/30/1996,12/31/1996,1/31/1997,2/28/1997,3/31/1997,4/30/1997,5/31/1997,6/30/1997,7/31/1997,8/31/1997,9/30/1997,10/31/1997,11/30/1997,12/31/1997,1/31/1998,2/28/1998,3/31/1998,4/30/1998,5/31/1998,6/30/1998,7/31/1998,8/31/1998,9/30/1998,10/31/1998,11/30/1998,12/31/1998,1/31/1999,2/28/1999,3/31/1999,4/30/1999,5/31/1999,6/30/1999,7/31/1999,8/31/1999,9/30/1999,10/31/1999,11/30/1999,12/31/1999,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021
262,Alachua County,FL,94769,94980,95175,95529,95772,95988,96255,96642,97012,97327,97596,97909,98305,98696,99108,99464,99964,100484,100971,101278,101554,101916,102400,102873,103292,103569,103777,103981,104232,104458,104750,105090,105570,105980,106240,106414,106450,106683,106868,107436,108000,108787,109259,109674,109969,110425,111049,111716,112508,113183,113967,114297,114532,114524,114821,115265,115859,116394,116842,117264,117742,118336,118958,119671,120346,121016,121687,122309,122883,123572,124264,125010,125647,126384,127069,127726,128321,129040,129668,130361,131139,131939,132905,133793,134935,135947,137059,138134,139200,140145,141344,142724,144456,145988,147740,149687,151655,153673,155155,156939,159087,161687,164054,165758,167464,169172,170902,172404,173527,174858,176902,180472,183397,186495,188922,192584,195172,198423,201205,204019,207396,210259,213300,213023,214200,215391,218246,220001,221998,224270,225099,225600,225054,225429,226022,227335,228011,227522,226358,225132,223793,220025,217784,216765,216674,215209,212632,211449,209913,207984,205506,203026,200679,199616,198276,196277,192852,189925,187639,185610,183965,182807,181812,180699,180104,179671,179356,178407,178580,178896,178803,177351,175167,173365,171776,170473,168736,166388,163761,162026,160394,158969,157375,156795,155974,154626,153164,152141,151584,151183,151016,150192,149204,147898,146921,145190,144191,144244,144398,144149,143200,143291,143272,143667,143809,144350,145082,146416,147867,148938,149823,150859,152280,152609,153076,153773,155246,156780,157852,158696,158689,158377,158136,158360,158847,159895,161045,161672,161901,161398,161758,161878,162853,164016,165647,166690,167294,167939,168613,169436,169556,170222,170723,171993,173592,174467,174642,174516,174968,175339,175824,176992,179743,182610,184502,185039,184362,184758,186152,188489,190853,192956,194537,194668,193645,192723,193304,194810,197255,199155,200414,200554,200121,199896,200517,202151,203700,204839,205493,206696,207651,208497,209284,209977,211120,211748,211885,212116,213278,215745,217485,218975,220106,220948,221118,221833,223085,225202,227602,229974,232194,233938,236620,239482,243048,247496,253173
325,Clay County,FL,103086,103374,103557,103983,104259,104688,105041,105358,105546,105622,105840,106041,106470,106721,107014,107209,107727,107969,108230,108435,108833,109343,109813,110356,110759,111143,111544,111951,112103,112314,112689,113298,113894,114440,114671,114800,114690,114846,115035,115362,115845,116446,116997,117398,117738,118322,119050,119816,120493,121231,121855,122599,123235,123905,124487,125053,125710,126601,127309,128023,128618,129735,130973,131996,132624,133048,133528,134175,134797,134572,134984,135548,136888,136639,136281,136054,136727,137523,138317,138941,139606,140615,141426,142025,142341,143353,144517,145614,146345,146970,147478,148033,148624,149445,150242,151296,152460,153845,155201,156582,157872,159356,160926,162704,164438,166269,167979,169646,170988,172383,173771,175330,177381,179534,182297,184941,187820,190439,193377,196150,199450,202254,204970,207360,209724,212337,214560,217048,219444,221618,222912,223855,223976,224880,224264,223891,222860,222914,222661,221430,219877,218839,218152,217341,215874,214262,215631,216656,217423,214726,211583,208960,206179,203369,199992,197672,196253,194655,191171,188291,185121,183769,182847,182432,181980,180707,180072,178823,177626,175916,174895,173446,173174,172326,171134,169324,167517,166041,164186,161847,159723,158692,157700,156330,153803,151909,150732,149832,149026,148397,148098,148836,148926,148775,147875,147457,147450,147494,147498,147088,147223,147470,148191,147953,148167,147987,149078,151019,153243,155376,156345,158114,159095,160629,161667,163541,165173,166994,168058,167804,167297,166480,167280,167675,169073,169820,170427,170466,170977,171154,171315,171577,172559,174046,174806,175634,175558,175533,175710,176339,176705,177308,177814,178886,179547,180121,180871,181538,182724,183875,184966,185868,187029,188580,190479,192344,194024,195462,196633,197874,199250,201021,202923,204987,206972,208753,210205,211110,212370,214066,216014,217549,218459,219341,220514,221600,222220,222678,223347,224537,225073,225356,225527,226456,227814,228518,228768,228659,229359,230284,231691,232911,234294,235058,235901,236681,237919,239911,242386,245526,248692,252235,255805,259893,264685,270678,277326
326,Saint Johns County,FL,139532,139511,139746,140067,140443,141250,141993,143091,143525,144278,144969,145679,146302,147118,147955,148980,149883,150601,151234,151558,152553,153205,154050,155120,156495,157758,158565,159096,159541,159433,159862,160250,161149,161968,162745,163131,163162,163484,164517,165900,167904,169672,171095,172180,173496,174893,176234,177739,179485,181077,182113,182997,184358,186014,187888,189236,190608,191802,193314,194837,196865,198783,200767,202514,202511,202388,202117,203767,205346,207059,208510,209866,210890,212101,213566,214995,217023,219039,221024,222022,222836,223784,224917,226207,227603,229067,230536,232232,233935,235775,237685,239817,242165,244533,247155,249680,252369,254887,257631,260466,263910,267293,270783,274024,277500,280835,283832,287152,290963,295605,300040,304501,308679,313244,318149,323517,329168,335565,342256,348492,353496,357263,361160,365384,370262,374792,378756,381825,383989,385055,385931,386331,386440,386477,386381,385974,384339,380820,376020,370747,366232,361986,357021,352689,348362,344301,338938,332844,326025,320803,316492,313383,309537,306004,302591,297653,292657,287375,283431,279864,277732,275643,274014,271847,269908,267366,265493,265579,266064,265817,264552,263951,263105,262451,260781,258900,256915,255188,252575,249260,246052,244640,244038,242389,240483,237851,236518,235857,235180,234589,234752,235556,236356,236479,236184,236801,237157,237980,238174,237711,237900,237819,238535,238888,240021,241293,243014,244552,247201,250113,253682,257746,261051,265541,267842,270180,271056,273564,275643,277072,276550,276288,276040,276360,277284,277506,279056,279954,281514,280064,280336,281814,285648,288422,290095,290883,291981,292876,293969,295124,296675,299879,301010,301568,300841,301367,302293,303528,303505,303202,303456,304997,306679,307766,309285,310642,311915,312625,313949,315348,317936,320825,322700,323363,323587,323643,324380,325315,327157,328908,329813,330386,330418,331210,331236,331630,332022,333927,335309,336564,337109,337207,337886,338697,339649,339792,339930,340684,341403,342143,342888,343973,345188,345557,345811,346617,349136,352239,356611,361371,367184,373306,380599,388822,398434,410579,424346
340,Okaloosa County,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103587,103892,104232,104906,105592,106165,106987,108313,108725,109085,108955,109849,110456,111011,111458,111872,112235,112819,113267,113135,113723,114077,114854,114812,115092,115695,116224,116906,117572,118137,118324,118215,118866,120246,121767,122425,122701,122765,123115,123458,123859,124116,124296,124570,124973,124695,125110,125047,126244,127080,127943,128253,128535,129126,129583,130036,130968,132106,132894,134134,134631,135460,135759,137134,138208,139601,141258,143628,145455,147572,149091,151267,154027,157225,160653,163855,168463,172978,177902,181677,185706,190016,196456,202544,207924,213758,221388,228710,234534,240026,244781,249763,253474,257597,260059,261688,262985,262488,260840,258728,256845,254766,251839,248966,247719,245649,243638,241169,239659,237877,235009,232220,230103,227895,226561,225269,222405,219950,216892,215210,211493,208539,206230,204374,201693,198807,195514,193530,192503,190493,187728,184416,183514,183015,182488,181412,180694,180540,181000,179694,178226,177766,179408,180677,180510,179328,177809,176750,175803,175051,173954,173301,172315,171091,168627,166882,165341,164911,164865,164782,164060,163458,162935,163373,163146,162860,163248,163880,164926,165149,165691,165859,166924,167250,167506,166688,168251,170522,172307,172714,172459,172963,173257,174551,175702,176648,177811,179560,180441,179956,179453,179753,180772,181465,182018,181929,181364,181515,181548,181929,181501,182134,182788,183543,184282,185243,186289,186990,187791,188523,188942,189276,189580,189483,189538,190103,190715,190697,190263,190540,191496,193056,194879,195521,196098,197114,198609,200221,201238,202659,204422,205857,206931,206903,206946,207921,210870,212898,214588,213944,214610,215394,216664,217728,218290,219354,220538,222077,221725,221810,221922,224425,226527,228322,229578,230523,231861,233164,234628,235932,237783,240291,243212,245561,247058,247930,249094,251059,253689,256541,259463,262502,266071,269474,273050,276831,281802,288008,294761
355,Hernando County,FL,85830,85896,85810,85900,85936,86144,86503,86811,87043,87056,87208,87483,87452,87349,87354,87514,87782,87780,87675,87473,87542,87709,87927,87890,88528,89208,90051,90267,90408,90549,90532,90911,91129,91711,91865,92109,91954,91955,91969,92369,92817,93507,94211,94699,94899,95180,95668,96452,97127,97732,98207,98570,99040,99003,99122,99203,99971,100545,101151,101369,101750,102011,102482,102971,103338,103841,104423,105018,105437,105736,106290,106895,107460,108017,108580,109332,110130,111009,111670,112265,112677,113224,113646,114252,115044,116098,117101,118101,119041,120018,120772,121729,122861,124253,125525,126886,128487,130130,131518,132765,134140,135580,137581,139598,142718,146039,150299,153787,156271,158675,162445,166504,170866,175634,180882,186004,188538,191146,192632,196173,199992,202790,203867,205469,207344,209337,210739,212419,213916,213656,212830,211036,209132,208461,207868,206035,202639,198374,193794,189917,187700,185769,183430,179373,176383,173211,170329,167159,164380,161472,158597,154262,149546,145434,141722,139423,137040,134734,132474,129874,128043,126587,125314,124154,122877,121904,121558,121219,119749,118065,115903,115446,114338,113292,111680,110496,109505,108077,106169,103997,102563,101603,101246,99947,98601,97296,96479,95637,95025,94689,94925,95094,95548,95150,94558,93915,93644,93078,92964,93473,93989,94283,94246,94635,94948,95616,96317,97342,98568,100270,101868,103180,104237,105636,106760,107456,107583,108372,109443,110690,111854,112987,113534,113523,113528,113093,113459,114244,115796,116957,118180,119230,120054,120727,121474,122167,123211,124962,126568,127749,128808,130128,131044,131842,132562,133460,134682,136631,138529,140232,141309,142545,143469,144442,145652,146929,148287,149721,151561,153184,154327,155049,156135,157708,159314,160352,161400,163205,165660,167567,167963,168381,169576,171446,173101,174107,175605,177292,179081,179375,179009,178751,179902,181310,182309,182692,183304,184793,186408,187285,188066,189873,192401,194706,196360,198299,200609,203562,206682,209645,212609,216642,221101,225779,230557,236150,242470
364,Bay County,FL,95678,96058,96285,96764,97097,97444,97864,98255,98656,98998,99339,99763,100322,100696,101098,101431,102131,102845,103295,103795,104251,104966,105720,106314,106715,107088,107467,107883,107999,108074,108504,108921,109387,109500,109500,109549,109622,109920,110282,110808,111381,111977,112351,112695,112990,113409,113977,114611,115191,115693,116380,117213,118135,118683,119215,119740,120508,121222,121777,122223,122807,123379,123284,123047,122613,123007,123393,123867,124086,124436,124976,125633,126163,126803,127640,128244,128890,129214,129714,129889,130332,131088,132154,133265,134184,134985,135941,137139,138476,139683,140753,142266,144045,145878,147490,148918,150730,152861,155488,157848,160443,163103,166683,170442,173889,176933,179959,183548,187665,191846,195892,201126,206241,212296,217648,222901,227578,231568,235734,240041,243876,246452,248051,248483,249436,249665,249790,249401,248977,248562,247206,245499,243530,242676,241893,241914,240757,239531,237315,235581,234411,233871,233812,231929,230513,228370,226881,223920,221943,219798,218383,215793,213016,209833,206210,204113,201643,199999,198495,196907,194449,190931,188171,186091,184456,183195,182972,182460,181697,179792,177581,176546,176225,177056,176841,176815,175769,174434,172013,169986,168448,167745,166470,164214,161095,157795,155706,153880,153302,152406,152551,152588,151762,150649,150413,151461,153332,155183,156159,156307,155724,156140,155687,155289,155874,157100,158123,158390,158192,158139,157548,158609,159797,161243,162525,163678,164893,165981,166341,166447,166985,168304,170267,170944,171390,171729,172839,173795,174118,174135,175132,175654,175948,175422,175649,175891,176867,177327,177940,178560,179282,179872,180201,181441,182968,184471,185295,185921,186002,186327,186192,186440,186905,187589,188328,189105,189899,190722,191731,193274,194891,195028,196148,197440,199785,201477,203147,204856,206379,207899,208903,209940,211008,213581,214309,214488,211797,210528,209174,209389,209636,210243,211359,212407,213525,214229,216004,218062,222215,225487,228730,229623,229937,230021,230261,230970,231589,232541,233654,235152,236614,238649,241192,245280,250380,256050,262094
386,Charlotte County,FL,91031,91134,91221,91425,91470,91360,91159,91043,91027,90848,90703,90519,90626,90698,90849,90864,91087,91396,91825,92143,92391,92886,93439,94103,94396,94564,94543,94561,94650,95001,95401,95780,96090,96386,96511,96543,96515,96636,96856,97233,97571,97960,98376,98981,99546,100077,100570,101118,101885,102731,103544,104205,104926,105293,105621,105746,106152,106610,107479,108507,109361,110089,110795,111697,112441,113295,114183,115093,116007,117013,117841,118490,119219,120009,120863,121577,122490,123540,124613,125869,126959,128217,129490,131067,132589,134219,135871,137529,139020,140332,141834,143398,145030,146896,148946,151292,153502,155568,157834,160090,162536,164989,167649,170295,173249,175491,177756,179487,182210,185367,190150,195553,200925,206228,211173,216641,222086,227549,232713,237425,241544,244900,244380,243835,244657,247913,249501,249084,247615,246742,245334,243574,240841,236804,232612,227474,221935,215340,210402,206847,203841,199900,195058,190172,185550,183489,183221,183638,182099,179294,176137,172340,168886,165376,163775,162800,161821,158755,155203,151542,149015,147059,145417,144616,143273,142325,140797,139974,139772,140954,141856,141893,141685,141463,141505,140395,139797,138983,137706,135428,133104,130685,128978,127790,127216,126586,125455,125243,124948,125287,125834,126739,127275,127689,127833,128501,128856,129729,130599,131281,131619,132359,133587,135420,137281,139207,140957,142642,144263,145808,147966,150335,153422,155112,156506,157008,157616,158081,158975,159853,161003,161565,161849,161743,161655,162491,164132,166047,168497,170001,171119,171761,172709,174460,176046,178317,180235,182249,183246,184430,185027,187036,189506,192357,194629,196209,197945,199182,200755,202070,203161,204003,204540,205579,206633,207839,208741,209723,211154,212456,213050,213627,214909,216308,218525,218910,219095,218769,219914,221449,222064,222788,224317,225531,226252,226967,228257,230524,232029,232980,232480,231390,231034,231114,231328,231407,231958,232291,232349,231422,232733,233766,236355,237523,239336,240770,242782,245589,248598,252333,256470,261985,266770,272964,279124,287696,296587
410,Santa Rosa County,FL,96611,97563,99003,101100,102855,103766,104592,105147,105604,105967,106403,106814,106456,106047,104530,103918,103565,104307,104949,105788,106665,107469,108021,108379,109916,111292,113016,113538,114012,114401,114781,115127,115275,115407,115387,115465,115161,115216,115589,116430,117198,117606,117970,118263,118652,119142,119791,120464,121001,121434,122153,122975,123915,124487,124989,125297,125528,125681,126017,126262,126631,126868,126199,125391,124616,124784,125080,125398,125823,126173,126389,126649,126966,127339,127981,128752,129392,129809,130053,130490,130769,131196,131685,132415,133079,133935,134930,136047,137129,137813,138316,138805,139621,140731,142036,143316,144784,146012,147711,148928,150265,151764,154083,157036,160278,163514,166131,168813,172014,175941,179091,182695,187261,193076,199237,204796,209224,212930,217483,221861,224584,225876,228139,230805,232192,232099,230834,228944,227281,226034,224645,223042,222079,221326,219925,218019,216463,214695,212468,210806,208720,207227,205153,203322,200211,198341,197142,196507,193965,191017,189084,187427,186888,184808,183355,181691,182123,180943,178258,174948,174223,174805,174585,173482,172144,172238,172260,171837,169885,169355,170199,171255,171109,170035,169398,168978,168422,167716,166156,164903,164536,163948,162605,160701,159176,158260,157417,156980,156637,155678,155428,155431,155375,154429,154224,154877,155803,156300,156546,156723,156693,157212,157990,159023,160008,161612,162991,164069,164618,165437,166803,168042,169299,169992,171004,171394,171506,170984,170374,170120,170319,170226,169826,169992,170186,170742,170306,170667,171396,173190,174653,175733,175806,176083,176250,176227,176584,176844,177419,177389,177394,177040,177047,176933,177994,179117,180409,181513,182525,183897,185055,186360,188071,189596,191121,192344,193735,195224,196617,197759,198896,199775,201065,202045,202062,202776,203768,205883,206813,207629,208445,209400,210014,210702,211517,213116,214715,216096,216960,217543,218442,219456,220430,221507,222605,223847,225070,225943,227466,228746,230369,232268,234176,236113,237631,239716,242306,245123,248107,251364,254674,258550,262804,267185,272184,277661,284116
426,Martin County,FL,142369,142147,141899,141428,141031,140654,140332,140017,139848,139684,139622,139588,139741,139917,140210,140616,141137,141725,142342,142919,143416,143963,144611,145399,146027,146481,146784,146994,147101,147296,147492,148003,148467,149016,149207,149224,149194,149592,150221,150890,151470,151999,152666,153182,153750,154294,155096,155971,156919,157490,157834,158242,158888,159560,160025,160357,160926,161541,162244,162939,163602,164538,165466,166471,167355,168263,169294,170519,171577,172858,174063,175638,177307,179056,181089,182902,184721,186653,188910,191265,193783,195739,198178,199933,202607,204930,207414,209557,212608,215696,218836,221255,224060,227515,231287,235776,239193,242780,245997,250389,253939,258061,261868,267144,273085,279179,284351,288435,293674,299400,306080,312992,320269,327151,333819,339989,343854,347866,352209,359305,363941,368402,371689,374857,377471,378248,378481,377850,377420,375831,372711,368214,364075,359198,351639,343018,333668,328189,323221,319262,314497,310937,307978,303301,298154,293236,292849,292710,293189,289684,286439,282290,280388,275454,270630,265926,262565,259642,255401,251422,246658,242978,239611,236647,232900,231382,230025,229875,230128,230686,230372,229277,228561,229025,229162,229529,229104,228118,227179,225960,224195,221229,218387,216599,215802,214437,212801,211446,211227,211788,212121,211928,211553,211603,212605,212938,213552,214096,215584,215414,214373,212810,213275,215018,216978,218698,220436,223094,225293,227686,229421,232594,237097,241565,243598,244483,245424,248091,249774,251373,252216,252994,254058,255511,256229,257747,259898,262370,264784,265891,268219,269798,272296,274234,276183,277300,278848,279744,281021,282374,284574,287242,288845,290410,291540,293812,295716,298215,300371,302213,303633,305653,306903,307924,308825,310665,312502,313651,315003,316192,317548,318813,320153,321038,322069,323641,325726,327202,328539,330066,331653,333249,334014,335661,336681,337495,338791,339311,339668,339008,338830,338421,338013,337316,337450,337945,339878,342977,345077,346046,346743,348455,350466,351764,353704,356847,360927,364272,367406,370472,374825,381165,388508,396526,405041,415323,426160
435,Citrus County,FL,85008,84956,85024,85146,85276,85280,85137,84923,84753,84631,84581,84451,84433,84525,84638,84658,84593,84694,84916,85291,85610,85845,86156,86628,87083,87333,87366,87362,87514,87639,87905,88178,88495,88885,88931,88946,88824,88932,89170,89418,89714,90190,90743,91119,91455,91744,92200,92569,92802,93165,93439,93999,94401,94872,95286,95784,96203,96631,97131,97767,98581,99421,100240,100806,101282,101606,101901,102210,102659,103157,103625,104089,104541,104679,104821,105044,105555,106189,106661,107158,107602,108159,108755,109237,109831,110523,111263,112009,112695,113405,114169,114926,115700,116322,116995,117733,118592,119698,121122,122453,123897,125076,126675,128086,129670,131346,133274,135349,137540,139922,142565,145574,148924,152326,155860,159785,164240,168912,173425,177820,181340,183894,185948,188244,189654,191482,192535,193947,194193,193705,192909,192121,192226,192532,191725,189818,187932,186214,184466,182066,179727,177735,175567,172816,169726,166869,165242,163762,162727,161002,159115,156461,153890,151774,149629,148012,145985,144531,142017,139740,137034,134909,133324,132861,132456,131734,131291,130840,130524,129348,129003,128544,128272,127576,126479,124834,123108,121217,119283,117611,116344,115713,114593,113755,112731,111950,111041,110315,109685,109300,108779,107962,106878,105952,105586,105289,105234,104684,104556,104705,105281,106025,106738,107686,109211,109622,109548,108590,108074,108599,109461,110032,109911,109624,109713,109426,108315,108479,108997,110449,111175,111598,111621,111682,112009,112370,113146,114400,116039,116766,117484,118277,119477,120232,120893,121562,122688,123835,124244,124460,124702,125631,126437,127286,127963,128870,129903,131418,132602,133397,134370,135362,136626,137908,139675,141062,142606,143903,145369,146217,147295,148917,150691,152184,153491,154519,155315,156006,156751,157779,158703,160108,161162,162100,162184,163053,163819,164642,164672,164967,165288,166046,166214,166451,166627,167627,169029,169884,170554,171414,172836,174107,175385,176239,178360,180632,183676,185725,188113,190865,194131,197569,201324,205436,209876,214786,219338
445,Indian River County,FL,103780,103706,103808,103898,104044,104020,104178,104354,104641,104770,104977,105207,105503,105857,106088,106361,106570,106980,107206,107470,107659,108061,108503,108969,109410,109800,110115,110331,110608,111012,111419,111786,112122,112426,112468,112460,112395,112600,112922,113431,113882,114362,114665,114969,115140,115638,116352,117126,117887,118558,119342,120098,120893,121339,122094,122801,123851,124446,124973,125491,126156,126965,127606,128093,128465,129208,129868,130645,131329,132380,133516,134594,135546,136381,137345,138504,139789,140806,141749,142551,143462,144454,145595,146956,148324,149818,151194,152626,153950,155320,156740,158026,159546,161095,162943,164825,166942,169278,171508,173815,176152,179091,182303,186712,191173,195114,198775,202707,207048,210878,215346,219983,225619,231779,238859,245023,249873,255143,260052,264977,268392,272064,275379,278808,281134,281385,279406,276873,274996,272664,270456,267799,265716,263370,260183,255960,251333,247064,243292,239540,236536,233870,230011,224402,219016,214387,210928,207664,204298,201141,198082,194962,190643,186093,182279,180359,177762,174385,170692,167531,165121,162680,160673,159081,157928,157042,157021,156478,157119,157305,157786,157383,157013,156378,155262,153820,152840,151451,149411,147297,145121,144011,142613,141481,139989,138946,137911,137063,136136,135773,135491,135189,134670,134135,133775,133944,134148,134660,135140,135536,136174,137194,138511,140490,142038,143698,145107,147002,148846,150466,152493,155362,157540,158868,159410,159810,160785,161540,162479,162875,163727,164374,165077,164963,165574,166531,168156,169541,171185,172881,174496,175803,177095,178862,180400,182254,183905,185716,187920,189926,190834,191235,192189,194066,195793,196853,198212,199795,201723,203600,204316,205126,206670,209071,211022,211973,213168,214855,216511,217751,218376,218899,219831,221317,223367,225448,227065,228403,229175,230377,231781,232886,233851,234547,236557,237547,237887,236217,235780,236205,237211,237318,236533,236444,237080,238505,239002,238181,237870,240442,243518,246549,247003,248658,249172,250497,251246,252577,254206,257661,261339,264145,266543,269158,274290,279446,286706
587,Highlands County,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68790,69080,69464,70123,70773,71280,71891,72350,72883,73343,73976,74519,74941,75228,75473,75782,76200,76678,77283,77909,78422,78800,79115,79569,80001,80584,81002,81462,81647,82019,81797,81966,82022,82454,82513,82609,83050,83638,84242,84685,85245,85855,86697,87311,88161,89069,90087,90992,91850,92938,94252,95778,97345,98738,99987,101383,103130,105051,107347,109544,111912,114064,116849,119844,122830,126170,130749,135690,140069,143562,147280,151796,155877,159674,161948,164163,166886,169795,171605,172872,173911,175926,177302,177191,176554,175266,174013,172064,170105,168139,166482,164598,162746,159890,157573,155570,153373,150371,149157,148687,147703,145536,142866,140246,137342,134867,130571,127663,125196,125452,123655,121143,118632,116679,114929,112666,111544,110533,110754,109666,109132,107737,107060,106571,105762,104723,103512,102210,100443,99561,99695,99658,98616,96983,95878,94735,94335,93975,93799,94755,95524,94799,92510,90824,90322,90157,89579,89005,87939,87432,86955,86237,85354,85106,85260,85431,85410,85460,85492,85855,86286,86741,87246,87577,87820,88103,88591,89463,89993,90439,91151,91473,92074,92120,92342,92737,93896,95470,97233,98133,98478,98737,98833,99704,100639,101987,103149,103988,104525,104232,103661,103570,104741,106114,107839,108916,110052,110888,111648,112586,113292,114340,115727,117510,118814,119939,120510,121381,121550,122233,123221,124250,125223,126330,127458,127787,128160,128614,129772,130601,132146,133172,133862,134532,135657,136908,137733,138963,139890,140643,140705,140909,141236,141707,142429,142860,143200,143504,143916,144425,144825,145651,146974,148396,149353,150069,150828,152120,153461,154943,156750,158676,161125,163586,166150,168941,172261,176193,180450
