SizeRank,County,State,1/31/1996,2/29/1996,3/31/1996,4/30/1996,5/31/1996,6/30/1996,7/31/1996,8/31/1996,9/30/1996,10/31/1996,11/30/1996,12/31/1996,1/31/1997,2/28/1997,3/31/1997,4/30/1997,5/31/1997,6/30/1997,7/31/1997,8/31/1997,9/30/1997,10/31/1997,11/30/1997,12/31/1997,1/31/1998,2/28/1998,3/31/1998,4/30/1998,5/31/1998,6/30/1998,7/31/1998,8/31/1998,9/30/1998,10/31/1998,11/30/1998,12/31/1998,1/31/1999,2/28/1999,3/31/1999,4/30/1999,5/31/1999,6/30/1999,7/31/1999,8/31/1999,9/30/1999,10/31/1999,11/30/1999,12/31/1999,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021
132,Volusia County,FL,90342,90460,90606,90872,91090,91270,91453,91638,91760,91863,91942,92041,91930,91867,91848,92043,92253,92417,92515,92595,92754,93018,93403,93761,94408,94909,95299,95295,95380,95570,95876,96220,96582,96863,97007,97139,97222,97485,97720,98138,98480,98964,99427,99877,100332,100641,100913,101206,101645,102085,102638,103142,103693,104041,104402,104833,105258,105843,106475,107176,107823,108467,109068,109681,110289,110900,111621,112267,113056,113807,114647,115441,116106,116872,117652,118660,119638,120584,121399,122283,123363,124442,125448,126439,127693,129013,130239,131286,132497,134201,135983,137532,138689,140145,141986,143889,145585,147129,149263,151418,153699,155535,157917,160880,163824,166536,168735,171568,174804,178377,181266,184535,188246,192481,196382,200245,205012,209900,215396,220313,224614,228207,231957,235474,238317,240828,242891,244294,244035,243505,242667,240822,238898,236905,236001,234079,231310,227758,224365,221217,218233,214732,211226,208213,204594,200415,194508,191134,188219,185984,182393,178558,175478,172905,169294,165788,163130,162049,160920,157691,154234,151054,149030,147513,145590,143416,141524,139605,138110,136075,135277,134491,134207,132685,131281,129203,127224,125477,125020,124858,123869,122264,120036,118168,116051,115263,114368,114024,113645,113483,112511,111086,109866,109431,109752,110901,111999,112510,113105,113537,114249,114805,115770,117266,119112,120846,122011,122445,123667,125089,126767,128776,130653,132405,133681,135045,136476,138107,139247,140447,140418,140841,140817,140722,140884,141674,142930,143941,144333,144462,145143,145888,147346,148283,149663,150936,152229,152661,152953,153401,155108,156301,157449,158283,159775,161632,163434,165246,166304,168001,169660,171474,172450,174109,175924,178165,179833,181386,182661,183841,185952,188200,190393,191851,192791,194202,195381,197019,197945,198726,199384,200284,201011,201332,201785,202982,204631,205147,206282,206914,208553,209612,211088,212545,213580,214504,215203,215779,217188,218816,219914,220829,221271,222652,223135,224143,225379,227551,230166,233046,235608,238935,242915,247748,253251,259014,266108
140,Pasco County,FL,91536,91606,91594,91664,91699,91825,91916,92011,92070,92113,92227,92592,92553,92499,92346,92630,92984,93197,93488,93720,93999,94202,94380,94767,95481,96108,96499,96565,96636,96686,96717,96895,97189,97700,98079,97416,97247,97256,98186,98499,98763,99226,99707,100173,100452,100725,101120,101898,102420,102865,103031,103510,104101,104644,105186,105598,106269,106919,107631,108346,109028,109725,110375,111090,111800,112420,113101,113891,114581,115292,115912,116845,117744,118698,119492,120263,121010,121778,122581,123339,124140,124959,125842,126631,127609,128698,129885,131218,132446,133896,135111,136519,137750,139117,140604,142157,143764,145299,146756,148106,149770,151393,153418,155427,157756,160131,162956,166034,169149,172220,175426,178655,181861,185832,190473,195547,200483,204991,208863,212128,214726,216683,219566,222865,226540,228366,228888,228245,227616,227451,225914,223948,222145,221362,219906,218210,215988,214063,211139,208928,206116,202526,199877,198301,196463,194245,190131,186325,181825,177780,174900,171874,169600,167505,164931,161586,157825,154187,151872,149505,147553,145664,143750,141607,139563,137918,137123,136129,135894,135903,136060,135972,135503,135038,134177,133594,132408,130900,129064,127850,126707,125068,123409,121581,120243,118531,117267,115966,115252,114920,114588,114181,113456,113091,112696,112844,113350,114325,114970,115612,115844,116315,117191,118225,119570,121020,122420,123896,125021,126304,127892,129914,132214,133670,134610,135405,136613,137042,137831,137791,138560,139033,139920,140033,140306,141132,142466,143344,143272,143896,144595,146280,146811,147312,147864,149380,150746,151756,151851,152768,154152,156363,158114,159407,160821,162412,163616,164346,164918,165942,168081,170273,172409,173226,173777,174479,175985,177902,179785,181346,182615,184108,185133,185457,186267,187580,189834,191416,192618,193249,193076,193351,194112,194754,194923,195948,196732,197680,197651,198604,199642,200497,201810,202807,203938,204479,205306,206005,206132,206884,209141,212059,214093,214462,215671,217732,220689,223983,227731,231723,236745,241610,246067,250207,255844,263988,272139
157,Seminole County,FL,117885,117996,118107,118325,118553,118824,119110,119417,119630,119821,119981,120169,120004,119913,119856,120194,120415,120570,120640,120679,120793,121086,121455,121802,122727,123593,124488,124675,125004,125347,125815,126276,126740,127174,127589,128129,128463,128815,129114,129704,130384,131084,131829,132739,134025,134840,135678,136223,136996,137829,138646,139663,140584,141569,142585,143481,144223,145175,146116,147175,148085,148952,149864,150800,151700,152588,153459,154471,155365,156373,157423,158612,159835,160974,162123,163146,164296,165480,166575,167519,168465,169511,170658,171737,172829,174093,175666,177320,178779,179895,180907,181993,183240,184757,186353,188210,189805,191757,193030,194344,195818,198129,200795,203238,205735,208914,212582,215943,219661,223511,228330,233320,238269,244142,251079,260067,269361,276340,282771,289370,296849,302531,306911,311220,316130,319308,321004,320051,318519,317567,315634,314839,313113,312818,312371,311722,311575,309509,305629,301180,296924,294305,291995,287046,281376,274308,269499,264579,258490,253133,249040,246227,242930,238111,232414,227383,222664,220310,216856,212449,207327,203157,201019,198087,195688,192521,191432,190649,190164,187777,185109,184079,184346,184292,181419,178821,176171,175373,173112,171051,168331,166092,164566,162756,160691,158232,156778,156108,155070,153745,152862,152910,153608,154436,154609,154922,155337,156550,157931,158953,160574,162490,164719,165702,167201,169572,172773,174960,177423,179673,182472,184629,187103,189545,192064,194747,196238,196964,197462,198911,199819,200975,201447,203028,203867,204468,204473,204745,205815,206814,207151,207585,208909,210119,211954,213023,214606,215359,217127,218958,220834,223077,226067,228628,229704,230856,231726,233223,234607,237110,238086,238676,239238,241036,243020,245332,247614,249393,250819,252280,253657,254761,257531,261098,263781,263653,262677,262443,263875,266194,268424,270488,271696,272799,272880,273327,274490,276864,278761,279362,279940,280533,281699,281909,282795,283298,283178,283416,284763,287590,290671,294120,296129,295981,295642,296680,299109,301747,305416,308836,311648,313698,316484,320028,324957,332116,339804
172,Sarasota County,FL,119305,119366,119458,119542,119593,119630,119751,119888,120024,120105,120227,120331,120614,120904,121308,121740,122259,122748,123200,123665,124081,124558,124988,125571,126107,126600,126836,126944,127127,127443,127785,128140,128587,129122,129659,130263,130508,130852,130981,131676,132263,133025,133639,134285,135117,135923,136858,137221,137855,138418,139763,140728,141722,142363,143145,143942,144676,145609,146532,147679,148725,149847,151001,152253,153617,155254,157244,159175,160785,161861,162926,164201,165490,167028,168268,169795,171215,172667,173865,174922,176314,178255,180522,182941,185624,188003,189856,191226,192548,193808,195224,197004,199214,201189,203150,205038,206858,208848,211005,213829,216734,220049,223339,227504,231788,236444,241484,246488,251584,256826,264189,271969,280272,288028,296455,304274,311299,318234,323142,329359,335970,341910,344435,344490,345728,347053,346366,344030,340818,337156,333663,327782,322057,316497,311974,307343,300594,294282,288629,283491,278968,274290,270104,265692,260009,254603,249550,246426,242645,238144,233150,228301,223293,218169,213614,209754,206367,202375,198196,192692,189279,186525,184941,183127,181582,180716,179930,179269,178587,178366,178536,179960,180002,179579,178526,178023,177610,176782,175345,174401,173530,173063,171788,170329,169108,168527,167247,166170,165318,165088,165164,164672,164278,164013,164667,165293,166181,166993,169266,171191,172523,173364,174943,177436,180308,182721,185112,187106,189205,191208,193061,195604,198492,201044,202408,202839,203414,204468,205363,206988,208423,209707,210159,209431,209561,210634,213495,216385,219516,222003,224433,225390,226595,228093,230243,233754,236906,240156,241138,242558,243338,245249,246936,249442,251593,253576,255228,256153,257194,257572,258943,259800,260218,259655,258994,259058,259709,260704,262331,263674,264020,263788,263916,264585,265074,265867,267140,268744,269947,270421,269844,269910,270015,270975,271192,271681,272963,274269,275268,275571,275410,275964,277353,277082,276095,274483,275420,277147,278766,280391,282992,286025,288769,289322,288433,289086,291946,296313,299603,302867,306849,311831,317179,323644,331960,343338,357351
192,Marion County,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89008,89285,89680,90301,90919,91429,91968,92459,92956,93432,93964,94476,94962,95799,96271,96803,96931,97330,97694,98043,98352,98588,98726,98866,99014,98431,98188,98013,98593,98852,99048,99331,99633,100086,100542,101009,101471,102307,103114,103881,104428,105219,106038,106889,107729,108537,109358,110203,111155,112241,113231,114226,115167,116435,117958,119488,121150,122647,124268,126164,128621,131191,133592,136123,139022,141918,144712,148007,151997,156266,160221,163612,166580,169549,172843,176623,180253,183330,186104,187797,188338,188555,189149,190433,190984,190018,188791,186880,185106,183167,181343,179948,178276,177000,175552,173322,170500,168949,167748,166595,164194,161652,158920,156506,154687,152275,149183,146216,144115,142345,140271,137982,136379,134508,133053,130966,129069,127464,126426,125628,124681,123351,122262,121202,119898,118986,118019,117258,115872,114454,113137,111514,110097,108563,106773,105148,103823,103189,102147,101193,100048,99031,98074,97687,97392,97192,97240,97245,97310,96781,96599,96511,97399,98594,99599,100302,100510,101201,101710,102525,102896,103686,104454,105437,105942,106109,106613,107009,107967,108301,108840,109361,110350,110887,111510,112179,112985,113679,113954,114481,114816,115566,116452,116981,117607,118153,118729,118886,119092,119636,120367,121116,121986,122869,123405,124136,124796,126074,127411,128716,129806,130763,131833,132851,133775,134575,135923,137427,138803,139518,140001,140979,142044,143177,144199,145278,146298,147078,147466,147769,148283,149419,150801,151753,152639,153227,154253,154969,155991,157482,158822,159547,159922,160088,160723,161498,162370,163199,163549,164611,165729,166316,166895,167740,168905,169717,170273,171043,172139,173528,175311,176930,178637,180861,183534,186657,190027,194084,198488
195,Manatee County,FL,126252,126472,126649,127151,127786,128496,129169,129734,130129,130499,130871,131501,131773,132165,132465,133118,133351,133420,133365,133537,134006,134445,134912,135001,135791,136385,137253,137317,137675,138120,138848,139533,140157,140790,141233,141643,141684,141978,142443,143039,143889,144685,145522,146006,146310,146919,147886,149009,150093,150967,151219,152279,152659,153225,153325,154273,155637,156586,157403,158203,159133,160095,161592,162813,164333,165676,167284,168647,170133,171857,173416,174905,176456,178201,179649,180862,182208,183823,185603,187336,188831,190201,191670,193369,195170,197123,198898,200755,202750,204730,206594,208441,210768,213529,216310,218768,221062,223404,226307,228576,230812,232703,235723,238846,242252,245908,249315,253206,257227,262412,268239,274646,280669,287564,294762,302299,308962,314953,322320,329517,336788,340639,343501,348262,354097,358867,359161,358790,357502,356128,353458,350796,347003,343534,339045,333471,327119,321419,316541,311388,305767,300964,294675,288454,281813,277121,273322,268631,264384,259095,255593,251000,246853,240343,235827,230938,228112,223937,219589,215993,211730,208122,204145,201746,200531,201282,201763,201735,200197,199570,199464,198854,197974,197307,196791,195901,193758,191105,187834,186189,184988,183379,181010,179264,178706,177929,177152,176297,176377,176518,177556,177560,178493,179733,181648,182907,183527,184051,185131,186549,188295,189491,190756,192426,194079,194948,196343,198771,202130,206221,209251,212016,213437,216666,219263,222242,223756,226967,228920,229933,229909,230033,230911,231904,233708,234700,235823,236402,237683,238605,240592,243380,246364,248509,250077,252317,254458,256666,258424,260474,262588,264077,264877,265377,265926,266912,268837,269666,271088,271713,273585,274988,276757,278521,279849,280791,281595,282752,283197,284565,284955,286110,285846,286255,286266,286181,287481,289153,291115,292067,292776,292992,293349,293533,294742,295727,296172,297863,297916,297632,296214,296062,296986,297790,298348,298552,298973,299432,300686,300670,302662,304866,307013,307339,307142,308138,310308,313440,316780,320855,325511,331486,337331,344181,352804,363872,376390
196,Collier County,FL,155174,155315,155624,155998,156382,156721,157311,157853,158191,158407,158587,159099,159309,159714,159843,160453,160939,161521,161770,162121,162674,163453,164328,164697,165880,166997,168337,168900,169687,170389,171137,171902,172910,173778,174673,175723,176218,176517,176638,177377,178153,179224,180279,181343,182290,183600,184795,186024,187043,188138,189775,191592,193595,195111,196879,198616,200574,202104,203966,205680,207921,210156,212299,214239,216076,218095,220157,222445,224786,227268,229295,231353,233026,234811,236449,238296,240162,242329,244213,246042,247650,249486,251787,254230,256663,258838,261152,263312,265964,268528,271401,273731,275787,278483,281483,285131,288519,292141,295207,297501,299530,303006,307639,313609,320260,327303,334889,342837,351101,359699,368863,382389,397023,407881,416876,427066,439463,449714,456984,462961,470350,478053,487817,494418,498889,505614,512050,513714,511475,508099,507547,503899,500109,495332,487360,475963,465163,456128,448087,440453,433180,426611,418431,412641,406137,400759,395790,391826,385275,376337,366860,360361,353481,348331,342405,336487,329344,321056,313177,306164,302309,299292,297314,293459,290546,286596,285246,283642,282679,281186,281131,281824,282030,281621,279964,278451,276718,274650,271755,269369,267946,268414,266689,264394,261015,259912,259740,259717,259050,258621,257515,257103,257548,258084,259510,261115,264117,264845,264941,265373,267878,271449,276456,280107,282640,282704,284902,286923,289388,292514,296840,301360,304344,306963,308958,311655,313331,318201,320716,324640,326655,329711,332305,334761,338458,342295,345995,349469,353968,357200,361075,364108,368642,371602,374162,377115,380084,382801,385372,387976,391261,394515,397102,397821,397095,398562,400955,402814,402001,401478,401071,401029,399593,397654,396817,397173,398240,398206,397361,397410,399029,399789,399153,398576,399613,401637,401450,400999,401141,402335,402704,401760,400760,400520,401576,402073,402304,401794,402047,402313,401796,400291,399934,399619,398366,397146,396588,398181,398946,400500,403071,405010,406377,407129,408194,410712,414690,419785,425005,429947,436697,444365,452683,463132,476062,491771,508956
213,Escambia County,FL,83074,83156,83419,83865,84435,84839,85163,85399,85589,85986,86289,86672,86840,87338,87691,88123,88354,88797,89334,89935,90723,91104,91654,91866,92555,92828,93249,93402,93604,93794,93925,94168,94240,94485,94564,94877,94912,95127,95178,95351,95500,95816,96397,96931,97303,97617,98107,98912,99551,100033,100328,100764,101265,101278,100869,100456,100379,100526,100522,100114,100176,100229,100705,100713,100834,100962,101277,101490,101762,101894,102154,102460,102695,102960,103066,103354,103362,103618,103841,104309,104532,104779,104958,105353,105505,105902,106226,106692,107072,107306,107562,107754,108174,108752,109331,109682,110170,110852,111820,112748,113602,114313,115369,116719,118439,119999,121813,124027,126406,128135,129601,131295,134078,138066,141894,145474,147947,150596,153187,155858,157780,159709,161548,163857,165183,165219,164655,164235,164165,163757,162829,161431,160805,160665,160878,160261,159381,158713,158004,157133,156178,155491,154864,154099,153158,151573,149550,147269,145492,143957,142904,141504,140247,138343,136525,134979,133422,132855,132267,132057,131321,130262,129458,128402,127836,127939,128922,129838,129955,128943,127905,127242,127328,127427,126637,126047,124784,123379,120766,118130,116499,115855,115639,114646,113057,111629,110746,110337,110145,110013,110208,110506,110684,110140,109163,108518,108176,107864,107730,107580,107540,107483,107680,107860,107755,108124,108998,109917,110914,112104,113106,114033,114604,115153,115503,115914,116597,116972,116966,117167,117151,116738,116304,115852,116131,116376,116758,117101,117421,118097,118973,119573,120504,121473,122262,122881,122952,123436,123768,124396,124774,125165,125527,126266,126508,126968,127672,128738,130024,130845,131883,132573,133712,134461,135124,135412,136343,137384,138646,139442,140301,141049,141820,142422,143105,144243,145836,147516,148702,149568,150066,151037,151838,152963,154085,155687,156701,156987,156838,156938,157270,157848,158794,159783,160543,161050,161296,161966,162280,164184,165746,167739,168536,169193,169291,169421,169977,171253,172961,174441,176844,178613,181179,183696,187643,192177,197660
215,Lake County,FL,107256,107402,107663,107936,108312,108536,108901,109201,109575,109855,110187,110483,110891,111266,111494,111970,112349,112918,113221,113587,113863,114368,114852,115465,116110,116738,117361,117665,117928,118299,118802,119388,119940,120344,120634,120796,120657,120764,120975,121673,122338,122836,123355,123838,124425,124979,125654,126370,127111,127697,128132,128413,128720,129287,129869,130426,130895,131450,131977,132460,133004,133567,134273,134961,135692,136207,136742,137332,137959,138550,139094,139703,140220,140826,141431,142150,142801,143487,144170,144753,145324,145950,146736,147535,148369,149299,150222,151004,151679,152301,152874,153455,154164,155108,156462,158024,159659,161049,162166,163327,164937,166986,169187,172091,175194,178062,180104,182385,185488,189159,193175,198116,203368,209332,215855,221447,227258,233329,240025,245871,250147,253982,258657,261855,264107,264161,264251,264407,263427,262062,260723,259973,259839,259566,259029,258397,257880,257043,254576,252531,250912,249100,246411,242565,239366,235162,229386,224131,218550,215060,211551,207853,203960,200098,195993,192188,186990,182945,180151,177560,175337,171782,168685,165243,162084,159486,158123,157901,157844,157346,156383,155356,154163,152914,152616,152848,153310,152367,150617,147838,146266,144679,143054,141222,139952,139659,138413,136626,134221,133439,133087,133564,133402,133652,134214,135303,135972,136354,136587,137430,138950,140249,142096,143136,144296,145229,146477,147797,149206,150465,152177,154132,156323,158041,158873,160108,161548,163278,164648,165115,165546,166333,168037,169133,169476,169577,169938,170472,171314,172048,172857,173654,174638,175533,175846,176571,177551,179149,180715,182103,183098,183638,184285,185460,186895,188027,189069,190206,191621,193247,194515,195728,196353,198132,199581,201226,202477,204194,205418,206009,206561,206976,208292,209732,211324,212280,213940,215869,217719,218668,220395,222694,224901,226057,225844,226088,227613,229355,230106,229784,229914,231292,232089,232652,232442,233133,234981,236653,238379,239778,242078,244202,245432,245153,245084,245593,247384,249419,251385,253670,255738,258587,261635,265924,271400,278368,286120
231,Saint Lucie County,FL,93320,93239,93150,92994,92860,92748,92676,92650,92652,92745,92938,93205,93176,93112,93071,93355,93644,93968,94316,94553,94743,94758,94791,94820,95418,96052,96668,96730,96842,96944,96989,97255,97619,98145,98381,98488,98407,98457,98687,99143,99527,99820,100121,100281,100471,100692,101221,101812,102317,102757,102833,102919,103030,103472,104001,104591,104977,105302,105428,105801,106321,106948,107657,108239,108788,109312,109940,110566,111089,111837,112724,113787,114693,115654,116707,118086,119620,121031,122187,123390,124927,126784,128989,131011,132800,134496,136476,138514,140389,142232,144300,146763,149979,152674,154927,156794,159737,162848,165544,167839,170484,173900,176995,180589,183100,186216,187969,190841,193731,197759,202198,206803,211737,216281,222667,227614,233157,236731,244075,250106,255335,257688,260334,263242,265616,266807,266398,265729,264915,265310,264248,262486,260089,257125,253359,249368,244959,241038,236345,232763,228917,224144,218237,211749,204681,199112,193733,188942,183492,178131,172902,166495,159695,153499,147823,143551,139969,136490,132722,128717,125375,122303,119587,117708,116305,115315,114138,112949,112198,111750,111919,111975,112360,112423,112335,111936,111483,111153,111273,111106,110527,109573,108707,108133,107503,107110,106776,106709,106840,106730,106469,106417,106562,107151,107659,108244,108403,108472,108827,109352,109935,110602,111588,112629,113953,115121,116084,116997,118430,120530,122651,124775,126827,128852,130714,132577,134251,135696,137613,139354,140753,141561,142693,143834,144863,146009,147306,148742,149770,150829,151724,153212,155532,157893,159828,161610,163791,166210,168067,169878,171793,174696,177249,179480,180829,182169,183840,185438,186915,187909,189499,191013,193159,194133,195521,196618,198049,199755,201194,202959,204495,206389,208207,209564,210784,212257,213636,214691,215904,217251,218609,219546,220482,221405,222268,223570,223970,224666,224914,226228,226924,227243,227501,228041,228891,229756,230488,231365,232823,233347,233847,233743,234489,235716,236805,238324,239834,241895,244524,247414,250858,255478,261003,267250,273885,281149,289571
232,Leon County,FL,102656,102823,102992,103302,103513,103738,103937,104159,104368,104596,104898,105241,105571,105856,106084,106335,106780,107199,107743,108288,108841,109287,109624,109928,110354,110736,111150,111462,111685,111897,111965,111986,112018,112199,112357,112453,112344,112403,112461,112785,113125,113569,113963,114357,114785,115154,115616,116143,116788,117368,117974,118088,118104,118015,118278,118611,118960,119404,119853,120255,120586,120943,121316,121997,122755,123558,124233,124786,125324,125759,126270,126923,127649,128419,129139,129762,130499,131260,132065,132813,133597,134466,135391,136340,137504,138864,140176,141442,142597,143872,145009,146383,147891,149860,151390,153016,154313,155491,156841,158493,160084,161592,163314,165471,167368,168624,170368,172495,175041,177157,178916,180708,182930,185513,188126,190476,193194,196056,199194,201033,202807,204853,207848,210214,211681,212736,214072,215375,216238,216545,216271,216268,216233,216103,215395,215263,216449,217249,216821,215389,213975,213192,211753,210582,208375,206646,204866,203416,200812,198109,195942,194239,192581,190387,189064,187845,186987,185413,183413,181360,179215,177792,176470,175665,174900,174641,174197,173790,173322,173275,173183,172923,173074,172798,171890,170325,168682,167531,166113,164486,162701,160985,159414,157798,156071,154903,154057,153709,153263,151524,149925,148537,148433,148507,148576,148279,147833,147244,147216,147153,147280,148419,149539,150535,150566,150249,150921,151952,153621,154204,154714,154907,155312,155335,155586,155692,156196,156937,157412,157709,157528,157927,158018,158407,158696,159065,159383,159977,160579,160771,160520,159996,159815,159939,160285,160715,161063,161479,161849,162334,162489,163020,163081,164187,165371,166951,168355,169287,169969,170511,171266,171986,173075,173911,175555,176417,177069,177175,177398,178063,179167,180490,181273,182085,182715,184017,185096,186155,187085,187893,188969,189980,190773,191331,192208,193009,193576,193804,193574,193915,194165,195082,195343,195807,196008,196676,196546,196547,197345,199101,201269,202850,203170,203403,203927,205521,207385,208948,211323,213904,216268,218200,220377,223119,227355,231766,236637
241,Osceola County,FL,118357,117829,117603,117167,117026,116899,116882,116849,116908,116859,116997,117230,117549,118044,118438,118829,119055,119299,119672,119980,120262,120600,121044,121520,121982,122512,123038,123424,123597,123866,123804,124184,124600,125387,125631,125727,125731,126052,126402,126891,127555,128357,129292,129893,130434,130910,131687,132496,133381,134082,134974,135772,136198,136396,136622,137215,137899,138464,139040,139742,140510,141367,141934,142629,143411,144387,145377,146276,147193,148122,149056,149866,150629,151327,152166,152960,153795,154537,155126,155713,156333,157047,157802,158704,159708,160757,161745,162538,163243,163769,164439,165149,166088,167142,168118,169283,170897,172930,174843,176558,178758,181631,185450,188840,192594,196321,200259,203895,206794,209963,214228,219791,226014,231989,237435,244109,250020,256588,262971,269452,276016,282236,288084,292835,295858,298299,299639,300492,300906,300856,300710,299803,298131,295138,292219,290689,289887,288955,287106,283896,280959,275981,272034,268340,265895,262582,256860,250017,241859,234027,226551,219633,212777,206738,199810,192830,184674,177217,170749,164449,159484,154716,150822,147237,143699,141343,138767,136932,135847,136009,136475,136373,135361,134354,133823,133394,132671,130347,128896,127153,126469,124726,123234,122032,121767,121635,120745,119665,119041,119553,120355,121156,121213,121651,122146,123414,124587,125614,126957,128537,130467,132237,133340,135121,136823,139069,140899,142754,144763,147667,150935,154672,157796,160794,163907,165999,168117,169601,171867,173809,175394,176046,176111,175568,175417,175978,177062,178496,179426,180363,180894,181549,182422,183448,184671,185855,187234,188189,188556,189372,190752,192988,194796,195768,195959,196496,197779,199398,200424,201313,202721,203638,204947,205398,206084,207311,209763,211892,213126,213802,215307,217003,218729,220553,221604,221809,222701,224328,225712,226996,228413,231357,233683,235816,236467,237476,237805,241077,243310,245522,246032,246637,247157,246783,247005,247068,248044,248703,250312,250384,251542,252632,254764,255514,255592,255620,255804,257197,258839,260882,263123,265734,268293,271208,274710,279895,286346
