SizeRank,County,State,1/31/1996,2/29/1996,3/31/1996,4/30/1996,5/31/1996,6/30/1996,7/31/1996,8/31/1996,9/30/1996,10/31/1996,11/30/1996,12/31/1996,1/31/1997,2/28/1997,3/31/1997,4/30/1997,5/31/1997,6/30/1997,7/31/1997,8/31/1997,9/30/1997,10/31/1997,11/30/1997,12/31/1997,1/31/1998,2/28/1998,3/31/1998,4/30/1998,5/31/1998,6/30/1998,7/31/1998,8/31/1998,9/30/1998,10/31/1998,11/30/1998,12/31/1998,1/31/1999,2/28/1999,3/31/1999,4/30/1999,5/31/1999,6/30/1999,7/31/1999,8/31/1999,9/30/1999,10/31/1999,11/30/1999,12/31/1999,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021
132,Volusia County,FL,106019,106165,106280,106541,106753,106943,107102,107189,107243,107191,107175,107202,107014,106835,106715,106899,107163,107380,107606,107904,108274,108818,109414,109899,110706,111362,111992,112133,112231,112431,112644,112947,113200,113507,113683,113919,114062,114414,114740,115101,115502,116011,116703,117350,118100,118591,118998,119495,120194,120993,121791,122583,123319,123923,124418,125011,125540,126375,127336,128257,129087,129853,130689,131698,132816,133993,135205,136394,137896,139434,141088,142711,144187,145744,147253,148961,150600,152201,153817,155399,157059,158527,159935,161421,163264,165305,167207,168851,170589,172899,175219,177266,178789,180714,183169,185691,187903,189668,192193,194822,197796,200285,203627,208066,212710,217138,220657,225079,230100,235822,240636,246013,252019,258584,264557,269984,276371,282577,289659,295597,300646,304651,308954,312656,315091,317039,318399,319226,317925,316693,314791,311765,308803,306118,305120,302634,299068,294336,290275,286404,282792,278057,273778,270265,266271,261349,253545,248697,244316,241042,235365,229405,224869,221877,217551,213087,208915,207242,206149,203378,200115,197183,196054,195494,193663,190617,188102,185758,184395,181012,178815,176310,175560,173434,171468,168581,166269,164785,164635,164751,163456,162428,160910,159955,158023,157434,156612,156712,156726,156700,155606,154108,153273,152888,153132,154206,155380,156047,156712,157054,157551,158108,159233,160891,162868,164904,166455,167000,168203,169390,170852,172745,174614,176112,177060,177978,179087,180599,181577,182663,182415,182926,183121,183149,183354,184016,185168,186242,186708,186738,187210,187968,189728,190734,192036,193041,194205,194716,195067,195345,196611,197299,198007,198285,199107,200376,201811,203338,204005,205301,206523,207883,208464,209961,211633,213471,214537,215510,216209,216907,218529,220393,222197,223509,224396,225539,226310,227643,228512,229274,229714,230434,230910,231046,231457,232521,233969,234066,235072,235680,237348,238249,239558,240847,241823,242579,243047,243306,244337,245612,246324,247145,247429,248864,248996,249676,250389,252370,254788,257557,260119,263609,267704,272375,277731,283303,290638
140,Pasco County,FL,53071,53075,53110,53296,53479,53652,53698,53787,53871,53959,54047,54302,54275,54335,54308,54444,54537,54603,54843,55023,55183,55255,55400,55672,56203,56604,56804,56751,56809,56933,57077,57214,57384,57669,57789,57246,56986,56910,57484,57731,57877,58020,58107,58224,58391,58638,58977,59458,59705,59835,59740,59803,59927,60037,60188,60337,60545,60691,60846,61111,61373,61664,61915,62185,62484,62785,63174,63587,63954,64318,64667,65083,65502,65977,66450,67075,67707,68313,68714,69047,69408,69846,70325,70835,71411,72022,72587,73137,73565,74117,74744,75524,76191,76880,77587,78321,79114,79865,80530,81058,81788,82562,83465,84376,85443,86560,87903,89350,90830,92299,94000,95772,97485,99494,101865,104429,106935,109231,111287,113162,114646,115839,117454,119414,121595,122744,123227,123067,122990,123085,122464,121484,120583,120221,119560,118786,117772,116975,115682,114728,113406,111411,109775,108650,107732,106602,104362,101889,99053,96525,94587,92630,91013,89777,88415,86605,84211,81766,80098,78649,77228,75747,74340,72791,71329,70027,69180,68401,67957,67645,67292,66755,66336,65972,65358,64797,63947,62889,61549,60393,59462,58401,57444,56460,55577,54545,53731,53031,52583,52419,52243,52076,51671,51397,51052,50970,51049,51329,51438,51486,51344,51290,51401,51593,51798,52109,52349,52659,52779,52954,53210,53695,54384,54677,54858,54923,55387,55428,55684,55484,55587,55596,55857,55818,55776,55949,56361,56690,56593,56779,56936,57558,57818,58087,58359,58962,59499,59844,59757,59889,60190,60811,61376,61731,62147,62581,62895,63072,63222,63641,64541,65565,66624,67166,67525,67960,68710,69664,70570,71271,71858,72544,73015,73187,73495,74150,75221,76048,76710,77144,77267,77554,78046,78467,78781,79334,79869,80462,80765,81397,81992,82441,83110,83627,84293,84671,85318,85836,86002,86146,86818,87872,88584,88647,88965,89688,90675,91829,92988,94352,96178,98131,99917,101502,103700,106904,110163
157,Seminole County,FL,58278,58273,58328,58394,58431,58372,58382,58506,58735,59035,59263,59494,59471,59525,59494,59670,59964,60441,60802,60922,60910,60862,60972,61066,61630,62123,62698,62848,62920,62933,62990,63172,63271,63424,63534,63764,63792,63858,63916,64145,64291,64430,64644,65035,65696,66060,66382,66556,66824,67151,67361,67822,68277,68780,69197,69484,69747,70146,70625,71059,71469,71850,72382,72818,73304,73852,74578,75314,75895,76492,77050,77770,78424,79117,79837,80551,81306,81892,82299,82625,83067,83681,84402,85121,85908,86645,87340,87950,88582,89195,89757,90414,91190,91975,92678,93375,94085,94987,95671,96467,97220,98366,99689,101101,102329,103801,105620,107678,109949,112312,115162,118060,121066,124538,128652,133375,138378,142875,147181,151229,155118,158274,160801,163361,166101,168029,169149,169160,169005,168839,168118,167957,167583,167736,167778,167793,168189,167362,165604,163358,161178,159585,158247,155488,152634,148930,146639,143809,140037,136590,134145,132547,130396,127613,124022,120590,116906,114643,111485,107607,103276,99584,96161,92364,88741,84673,81688,79164,77108,74063,71040,69227,68222,67156,65512,64123,63022,62650,61804,61056,60031,59379,59022,58690,58229,57651,57443,57493,57501,57409,57426,57634,58148,58907,59358,59775,60307,61287,62183,62777,63500,64442,65632,66390,67288,68356,69910,71052,72256,73115,74377,75461,76656,77627,78683,79782,80672,81147,81515,82014,82151,82525,82497,83079,83231,83449,83242,83290,83509,83770,83636,83614,84013,84292,84805,84949,85440,85767,86630,87426,87982,88680,89707,90766,91357,92027,92621,93396,94306,95610,96251,96635,97184,98196,99353,100526,101627,102597,103507,104523,105175,105573,106695,108381,109897,110373,110489,110763,111701,113065,114395,115753,116802,117877,118476,119155,120049,121345,122478,123128,123861,124379,125181,125443,126146,126556,126529,126602,127122,128528,130022,131599,132416,132236,131935,132125,132842,133728,135145,136427,137418,137867,138575,139609,141233,143881,146690
172,Sarasota County,FL,129077,129180,129307,129513,129640,129743,129910,130196,130475,130689,130864,131017,131301,131614,132056,132458,133008,133553,134132,134568,135007,135461,135998,136588,137269,137894,138323,138635,138979,139475,139894,140356,140777,141359,141885,142685,143015,143435,143524,144152,144746,145389,145923,146469,147360,148299,149447,149958,150710,151367,152913,154118,155325,156254,157353,158522,159546,160744,161909,163198,164419,165677,166983,168426,169945,171819,174004,176133,177901,179080,180255,181660,183084,184836,186193,187775,189246,190663,191846,192854,194256,196140,198210,200402,202874,205080,206850,208137,209344,210424,211647,213178,215123,216800,218601,220441,222284,224239,226269,228868,231443,234337,237198,241036,245063,249523,254279,258832,263258,267815,274366,281521,289126,296240,303749,310534,316352,322417,326509,332186,338281,343819,346214,346235,347862,349950,350208,348783,346437,343240,340216,334429,329052,324002,319984,315836,308957,302715,297207,292597,288673,284522,280729,276758,271446,266217,261291,258380,255328,251156,246556,241922,237126,232590,228927,226134,223612,220323,216888,211609,208282,205486,204056,202208,200738,199509,198259,197141,196283,195726,195405,196590,196701,196513,195653,195326,195018,194218,192449,191078,189671,189200,187907,186598,185271,184635,183020,181653,180506,179925,180003,179321,178994,178472,179115,179691,180397,180763,182599,184160,185065,185879,187333,189937,192337,194124,195664,196650,197801,198984,200266,202341,204936,207343,208582,208810,209248,210278,211229,212852,214348,215796,216407,215659,215576,216237,218650,221118,223487,225411,227300,228290,229512,230924,232652,235701,238382,240819,240994,241565,242468,244290,245736,247341,248595,249824,250885,251301,251790,251930,253004,253667,253777,253015,252371,252282,252684,253088,254123,254864,254748,254172,253979,254296,254211,254382,254791,255694,256335,256650,255937,255820,255710,256319,256329,256545,257248,257920,258333,258396,257838,257862,258649,258060,256933,255249,255727,256740,257714,258782,260801,262937,264740,264626,263345,263444,265251,268325,270471,272707,275649,279366,283301,288168,294702,303732,314850
192,Marion County,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35818,36455,37236,38562,39631,40372,40892,41430,41788,42155,42385,42607,42704,42857,42565,42202,41905,41849,41946,41861,42053,42120,42253,42326,42472,42243,42088,42016,42322,42892,43314,43661,43604,43681,43856,43964,44072,44423,44895,45462,45766,45859,46428,47227,48360,48954,49135,49261,49456,49766,49991,50219,50592,51148,51283,51486,51477,51934,52734,53925,55226,56342,57404,58472,59674,61108,62796,64751,67239,69666,71572,73166,74493,76183,77841,79855,81859,83327,84660,85370,85833,85826,86303,86420,86885,86508,86342,85453,84616,83823,82818,81534,79628,78628,77772,77277,75601,74244,72849,71855,70478,69058,67579,66266,65242,63815,62212,60589,59508,58701,57685,56616,55537,54402,53516,52835,52395,51961,51525,51018,50556,49831,49429,48991,48701,48471,48144,47869,47136,46372,45619,45065,44598,44210,43481,42823,42074,41602,40952,40215,39599,39016,38389,37673,37147,36752,36570,36281,36116,35772,35553,35292,35349,35597,35890,36106,36067,36123,36116,36293,36322,36544,36838,37261,37492,37492,37568,37642,37984,38140,38371,38519,38741,38804,38948,39177,39457,39658,39819,40140,40328,40607,40936,41242,41713,42114,42489,42681,42871,43328,43790,44327,44856,45445,45805,46275,46656,47336,47989,48555,49080,49556,50057,50463,50806,51155,51812,52486,53109,53384,53604,54090,54686,55314,56033,56673,57354,57821,58183,58437,58786,59495,60357,61071,61599,61935,62394,62948,63801,64809,65667,66153,66578,66906,67510,68126,68850,69483,69916,70576,71199,71505,71739,72343,73140,73893,74220,74666,75145,75939,76887,77714,78498,79617,81009,82454,83892,85499,87443
195,Manatee County,FL,91709,91752,91937,92584,93210,93736,93933,94178,94382,94494,94625,94880,94960,95238,95323,95348,95211,95168,95403,95708,96147,96684,97205,97490,98093,98552,99261,99394,99812,100234,100834,101215,101462,101688,101759,101902,101887,102122,102412,102633,102864,103137,103667,104013,104238,104579,105175,105759,106332,106833,106939,107672,108024,108498,108492,109093,110089,110899,111601,112317,113127,113808,114893,115843,117102,118196,119531,120774,122078,123443,124610,125708,126862,128090,129109,129912,130867,131987,133218,134338,135265,136152,137283,138723,140296,142023,143535,144888,146275,147753,149266,150646,152388,154507,156641,158420,159931,161652,163825,165993,167971,169626,171847,174337,176892,179583,181899,184803,188021,192005,196519,201188,205596,210484,215419,220263,224532,228302,233302,237752,242235,244511,246093,249142,253195,256794,257654,257894,257531,256790,255178,253818,251383,248967,245734,241695,236754,231922,227673,223899,220189,217384,212996,208442,203433,199571,196276,192025,188252,183938,181154,177613,173987,168738,165392,161681,159733,156873,153994,151755,148883,146696,143990,142333,141411,141944,141920,141740,140267,139525,139273,138658,138231,137768,137410,136543,134869,132602,129999,128671,127847,126801,124888,123657,123023,122340,121537,120785,120715,120632,121099,120638,120848,121239,122256,122550,122482,122186,122485,122915,123707,124144,124644,125300,125779,125739,126160,127364,129111,131235,132601,133918,134344,136192,137879,140130,141462,143831,145303,146223,146576,147231,148297,149441,150931,151782,152489,152648,153319,153842,155095,156870,158604,159763,160627,161920,163213,164406,165416,166709,168170,169178,169733,170012,170388,171005,172253,172739,173649,174205,175668,176788,177793,178738,179398,179949,180474,181303,181669,182753,183198,184200,184092,184350,184488,184618,185540,186568,187768,188288,188620,188502,188546,188487,189156,189835,190175,191362,191497,191433,190620,190539,191085,191636,192073,192208,192278,192301,192913,192741,193800,194871,195927,195898,195581,195933,196860,198429,200242,202458,204896,208041,211094,214810,219543,225679,232607
196,Collier County,FL,133570,133739,133922,134244,134581,134947,135273,135551,135689,135819,135859,136013,135822,135740,135694,136149,136528,136759,136965,137252,137767,138344,139050,139533,140842,141999,143136,143250,143494,143893,144485,145138,145699,146153,146593,147265,147410,147687,147776,148502,149120,149884,150604,151224,152050,153039,154080,154886,155555,156077,156993,158124,159543,160719,161870,163019,164165,165167,166232,167406,168910,170468,171966,173357,174677,175973,177351,178938,180642,182370,183883,185294,186547,187782,188970,190114,191243,192662,194142,195666,196953,198310,199919,201753,203415,204944,206478,208048,209824,211577,213376,214805,216064,217906,219949,222390,224580,227023,229047,230202,231139,232973,235995,239867,244366,249062,254480,260289,266550,272959,279720,290166,301777,311136,318260,326153,334863,342262,346965,350905,356068,361583,368916,373762,377165,381694,386092,386842,385473,383010,382570,379137,375297,370840,363871,354337,344672,336560,329422,323469,317920,313652,308132,304116,299370,295471,292653,290373,285976,279705,274018,270388,266160,262084,258014,254765,250925,245841,240392,235798,234449,233595,232733,229626,227391,224422,223093,221266,220065,218707,218144,218034,217182,216231,214653,213510,212248,211257,209639,208323,207245,207505,206364,204787,202412,201301,200715,200287,199475,198747,197597,196746,196365,195928,196364,197162,198768,198737,198019,197559,198423,200113,202812,204850,206277,205961,206901,207416,208285,209917,212674,215758,217579,219144,220142,221618,222325,225457,226888,229374,230700,232706,234412,235745,238305,240293,242148,243632,246601,248651,251462,253657,257022,259069,260697,262670,264380,266240,268232,270595,272985,275215,276733,277103,276196,277088,278645,279997,279480,279427,279128,278876,277513,276109,275723,276121,277009,276861,276355,276315,277521,277798,277479,277173,277831,278895,278273,277719,277565,278229,278150,277269,276521,276631,277608,277998,278377,278142,278227,277857,277149,276088,275689,275211,273705,272656,272142,273531,274047,274806,276196,277377,277999,278000,277826,278659,280486,282774,284941,286612,289591,293407,297709,303272,310333,319015,328884
213,Escambia County,FL,177235,177190,177871,178518,179510,179705,180030,180251,180772,181805,182391,182906,182945,183891,184268,185106,185553,187032,188228,189391,190383,190514,191414,192080,193961,194770,195500,195523,195464,195636,196147,197052,197525,198255,198591,199342,199221,199540,199898,200975,201926,202781,203471,204048,204690,205259,206154,207520,208662,209677,210244,211393,212714,213359,213160,212824,213071,213579,213957,213449,214183,214703,216323,216346,216641,216968,218204,219302,219985,220779,221625,222984,223732,224774,225077,225974,226213,226789,226954,227769,228654,229630,230681,231989,233150,234619,236127,237566,238735,239166,239910,240723,242506,244636,246936,248955,251285,254095,257761,261773,265931,269958,275193,280971,287568,293161,299021,305296,311943,316649,320312,325096,333170,345812,357126,366442,371582,376791,381937,387342,391508,396810,402276,408413,411349,409621,406478,405377,405889,406759,405640,403546,401991,401905,402635,401532,398856,396868,395043,393066,390909,389324,387857,386571,384375,379481,372684,365261,360161,355712,352468,347213,342443,335129,329174,322861,318530,315364,313081,310710,307356,303104,298822,294840,291196,290189,289804,290049,287521,284169,280226,276990,274587,272653,269870,267194,263807,260224,255705,250691,247705,246497,246561,245538,243470,241619,240937,241240,242127,242754,243490,244731,245726,244900,243301,242921,243881,244499,244979,245127,245383,245212,245315,245529,245013,245831,247223,248537,249247,250441,251666,253260,254452,255989,257488,258837,260979,262401,263190,264031,264504,264418,264206,263810,264782,265652,266441,267107,268119,269916,272271,274179,277146,280271,282461,284312,284838,286565,287935,290109,291296,292528,293710,295636,295992,296344,297639,299784,302429,303335,305211,306371,308829,310015,310986,311413,313701,316489,319753,321587,323492,325932,328411,330417,331760,334319,337939,341869,344699,346760,347852,350014,351892,354039,355858,358775,361248,362238,361594,360908,360923,361408,362349,363392,364516,365326,365538,366429,368093,371314,373431,374845,375851,377851,379923,381440,383140,385826,389566,392862,396439,399879,405435,412234,419918,427521,435933
215,Lake County,FL,69881,69920,69959,70109,70313,70719,71164,71637,71882,72199,72674,73155,73607,73991,74604,75135,75640,75855,76010,76087,76411,76630,76730,76766,77024,77335,77527,77630,77648,77710,77795,78055,78448,78912,79108,79399,79308,79518,79526,79878,80341,80746,81170,81370,81671,81859,82394,82932,83662,84082,84438,84587,84711,85087,85579,86131,86333,86567,86490,86494,86498,86690,86923,87015,87189,87202,87161,87121,87372,87612,87979,88112,88226,88356,88778,89459,90086,90557,91066,91579,92102,92625,93099,93632,94224,94906,95346,95583,95727,96104,96510,96874,97182,97582,98356,99485,100521,101323,101864,102824,104075,105426,106582,108276,110223,112170,113529,114891,116604,118756,121140,123860,126678,130000,133972,137189,140456,143680,147515,150930,154036,156744,160509,162767,164651,164949,165318,166098,166124,166133,165809,165879,166251,166778,166569,166755,166801,166756,165278,163904,163043,162288,161033,158868,156462,153256,149364,145979,142587,140540,138790,136654,134220,131597,128689,125962,122669,120767,119242,117693,115703,113490,111382,109386,107248,105003,103848,103306,103056,101483,100082,98787,98140,96430,95366,94344,94083,93100,91917,90124,88999,87909,86753,85006,83418,83010,82314,81545,79847,79524,78653,78359,77367,77358,77419,78234,78755,78973,78866,78683,79035,79038,79887,80369,81137,81376,81546,81645,81839,82098,82539,83391,84491,85412,85810,86423,87083,87932,88732,88982,89164,89242,89943,90358,90608,90658,90729,90741,90930,91076,91445,92024,92808,93715,94160,94886,95399,96279,97081,97945,98749,99304,99959,100812,101689,102518,103549,104640,105821,107000,108205,109349,110253,111757,113041,114184,115273,116403,117083,117375,117944,118739,120096,121527,122752,123570,124533,126004,127282,128040,129218,130750,132225,132966,132723,132790,133699,134857,135785,136055,136444,137862,139086,140301,140174,140621,141680,143085,144528,145841,147693,149322,150632,151247,151592,152192,153730,155544,157358,158859,160096,161571,162903,164894,167374,170214,173552
231,Saint Lucie County,FL,83238,83169,83109,82993,83057,83108,83244,83221,83245,83194,83374,83626,83691,83688,83728,84081,84135,84226,84378,84685,84961,85182,85254,85219,85585,86083,86572,86612,86808,87037,86945,87055,87162,87670,87822,88000,87939,87981,88146,88494,88835,89106,89576,89928,90351,90581,91168,91841,92600,93254,93547,93812,94045,94656,95360,96122,96614,97112,97506,98045,98605,99274,100112,100989,101824,102529,103210,103981,104843,105959,107038,108268,109326,110606,112018,113583,115162,116708,118197,119754,121490,123404,125690,127791,129936,131798,133849,135815,137971,139970,142095,144273,147149,149595,151720,153607,156284,158990,161322,163545,165972,169176,172046,175575,178073,180901,182300,184535,186821,190460,194518,198702,203066,206757,211625,214779,218414,220734,226667,231665,236004,237632,239586,241740,243445,244206,244049,244041,244170,245026,244493,243345,241361,238862,234971,231163,227373,224474,221249,218565,216003,212462,208151,202904,197378,193819,191350,189166,185566,181926,178085,173685,168342,163769,159187,156098,153634,150885,147329,143269,140250,137498,135097,133501,132200,131411,130551,129672,128825,127733,127323,127344,127690,127653,127315,126773,126235,125666,125240,124620,123898,123053,122486,121536,120897,120260,119787,119196,118907,118297,117745,117378,117297,117905,118104,118429,117769,117185,117054,117155,117322,117722,118592,119214,119670,119888,120019,120518,121502,123306,124822,126242,127390,128267,128875,129787,131084,132115,133416,134242,134916,134824,135152,135757,136658,137653,138914,140218,141052,141689,142361,143577,145629,147719,149390,150606,151803,153359,154297,155120,156043,158048,159968,161507,162254,162731,163518,164350,165409,165956,167014,167945,169511,170087,170737,171057,171741,172994,174177,175646,176733,178279,179612,180836,181629,182679,183669,184655,185554,186637,187567,188431,189225,190167,191256,192829,193458,194203,194557,195982,196992,197478,197982,198654,199686,200597,201328,202066,203371,203832,204183,203970,204575,205619,206231,206960,207603,208825,210455,212226,214515,217822,221895,226380,231000,236097,242303
232,Leon County,FL,64815,65224,65289,65794,66245,66876,67334,67596,67861,67942,68024,68173,68346,68370,68508,68445,68387,68021,67918,68127,68312,68613,68792,68891,68964,69010,69266,69516,69773,70074,70163,70039,69806,69846,70026,70127,70064,70088,70268,70440,70604,70673,70921,71269,71721,71843,71929,71971,72240,72415,72534,72502,72564,72521,72732,72959,73289,73621,73969,74497,74966,75519,75897,76374,76613,77233,77708,78119,78354,78689,79058,79391,79610,79962,80419,80781,81377,81649,81915,82259,82860,83643,84301,84888,85709,86522,87405,88378,89355,90430,91677,92986,94382,95630,96868,98257,99491,100566,101594,102714,103749,104798,105745,106921,107777,108582,109570,110827,112393,113863,115194,116458,117888,119618,121479,123393,125467,127531,129692,131068,132464,134049,136353,138200,139760,140962,142272,143064,143677,143978,144037,144148,144124,144092,143420,143281,143718,144226,144016,143444,142742,142235,141209,140332,138767,137348,136075,135297,133788,132024,130456,129326,128281,126873,126163,125351,124657,123194,121486,119605,117835,116302,114536,112927,111313,110650,109650,108926,107862,107475,107053,106691,106172,105478,104236,102826,101279,99965,98470,97171,96012,95022,93957,92341,90868,89515,89400,89141,89314,88135,87408,86549,86497,86114,85625,85054,84742,84697,84518,84515,84089,84272,84208,83836,83253,82620,82910,83561,84422,84682,84601,84463,84640,84864,85124,85435,85892,86563,86798,86898,86470,86331,86044,85874,85729,85725,85970,86410,86455,86304,85889,85434,85207,85064,85237,85305,85331,85364,85277,85275,85126,85137,85093,85583,86160,86946,87569,88232,88681,88968,89211,89411,89977,90560,91495,91952,92296,92383,92631,92945,93486,94188,94759,95320,95818,96478,97141,97788,98426,99085,99725,100358,100784,101166,101751,102427,102889,103179,103036,103214,103419,103838,104084,104399,104616,104822,104656,104675,105200,106080,107055,107703,107843,107983,108161,108655,109367,110088,111112,112053,112812,113455,114353,115503,117194,118934,120883
241,Osceola County,FL,,61255,61305,61439,61645,61947,62173,62385,62313,62249,62150,62304,62568,62933,63302,63533,63848,64179,64544,64862,65355,65844,66451,66713,66924,66779,66691,66624,66569,66323,66186,66196,66737,67318,67703,67948,67947,68320,68647,69100,69291,69451,69717,69950,69803,69570,69553,69801,70168,70452,70945,71325,71782,72307,72886,73524,74066,74503,74865,75211,75673,76308,76671,77134,77542,77986,78141,78202,78456,79064,79565,80020,80171,80220,80301,80371,80464,80513,80727,80967,81121,81175,81409,81796,82324,82681,83051,83283,83652,83947,84249,84636,85230,85780,86079,86333,86913,87883,88830,89703,90620,91695,93306,94691,96315,98001,99934,101806,103291,104867,107024,109779,112911,116203,119036,122408,125162,128285,131496,134696,138076,141344,144308,146977,148827,150519,151656,152699,153553,154128,154410,154536,154071,152742,150720,149730,149109,149020,148023,147054,145919,144236,142485,141380,139960,137688,135388,132267,129623,126631,125524,124384,123249,121940,120123,117895,116192,116099,115840,115332,113734,111801,108906,105018,101648,99613,98889,98073,97282,96509,96623,96209,96266,95747,95968,96502,97530,96183,94438,92272,91630,90244,88484,86951,85666,85308,84614,84485,83597,84436,85430,87008,87502,88286,89474,91095,92756,94057,95269,96422,98016,99238,99951,101009,102053,103572,104410,105476,106531,108185,110110,112229,114105,115841,117668,118759,119706,120212,121243,122192,122960,123257,123270,122914,122714,122817,123295,123948,124348,124780,125013,125203,125454,125599,125801,125943,126193,126151,125761,125717,126142,126961,127578,127808,127709,127881,128430,129201,129590,130068,130660,130923,131323,131404,131493,131772,132752,133649,134124,134159,134774,135380,136412,137507,138352,138437,139007,139916,140752,141511,142557,144692,146551,148550,149507,150718,151225,153553,155168,156947,157574,158347,158720,158703,158879,158928,159403,159806,160935,161146,161969,162656,163884,164003,163673,163171,162851,163152,163655,164250,164919,165775,166616,167612,169003,171465,174730
