SizeRank,County,State,1/31/1996,2/29/1996,3/31/1996,4/30/1996,5/31/1996,6/30/1996,7/31/1996,8/31/1996,9/30/1996,10/31/1996,11/30/1996,12/31/1996,1/31/1997,2/28/1997,3/31/1997,4/30/1997,5/31/1997,6/30/1997,7/31/1997,8/31/1997,9/30/1997,10/31/1997,11/30/1997,12/31/1997,1/31/1998,2/28/1998,3/31/1998,4/30/1998,5/31/1998,6/30/1998,7/31/1998,8/31/1998,9/30/1998,10/31/1998,11/30/1998,12/31/1998,1/31/1999,2/28/1999,3/31/1999,4/30/1999,5/31/1999,6/30/1999,7/31/1999,8/31/1999,9/30/1999,10/31/1999,11/30/1999,12/31/1999,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021
262,Alachua County,FL,60539,60589,60699,60795,60991,61151,61394,61574,61745,61944,62139,62418,62747,63085,63379,63717,63971,64289,64374,64508,64615,64863,65252,65536,65795,65952,66063,66225,66346,66428,66755,67181,67632,67792,67720,67757,67667,67871,68054,68466,68827,69339,69776,70220,70834,71481,72196,72611,73264,73755,74427,74750,75195,75541,75949,76259,76444,76840,77310,77992,78458,78992,79406,80004,80408,80767,81080,81410,81774,82072,82440,82771,83178,83662,84264,84677,85153,85680,86421,87400,88452,89428,90280,91136,92113,92949,93714,94553,95288,96005,96682,97404,98292,99183,100376,101793,103360,104959,106197,107575,109252,111252,113055,114435,115801,117236,118647,119807,120586,121525,123070,125766,128175,130728,132978,136079,138395,140903,142909,144909,147398,149602,151805,151638,152385,153121,154781,155528,156496,157812,158226,158369,157819,157976,158353,159227,159539,158965,158011,156848,155768,152950,151357,150543,150272,148828,146619,145389,144059,142541,140654,138914,136945,135720,134339,132656,130053,127731,125791,123998,122397,120925,119609,118314,117492,116853,116205,115199,114881,114570,113992,112401,110339,108514,106529,104585,102480,100167,97603,95402,93411,91908,90378,89451,88302,86859,85645,84740,84206,83854,83763,83471,82723,81796,80914,79858,79314,79493,79628,79553,79037,79218,79267,79271,79301,79392,79888,80532,81301,81869,82580,83303,84183,83995,84029,84442,85513,86676,87331,87930,88030,87970,87769,88011,88384,89306,90111,90604,90644,90205,90336,90460,90990,91472,92165,92449,92601,92755,93112,93545,93596,93967,94227,94844,95639,96178,96315,96255,96460,96819,97219,97997,99830,101814,103264,103829,103764,104465,105957,108097,110090,111635,112468,112486,111790,111424,111954,113202,115044,116385,117078,117049,116903,117075,118259,119958,121531,122308,122827,123671,124310,124888,125531,126309,127347,127983,128149,128338,129081,130830,132129,133157,133836,134361,134603,134980,135527,136525,137573,138591,139483,140053,141063,142127,143609,145499,147875
325,Clay County,FL,66426,66210,66017,65941,65901,66033,66216,66328,66358,65998,65839,65666,65913,66241,66740,66875,67089,67136,66722,66850,67582,69194,70185,70704,70710,70588,70433,69812,69278,68868,69557,69486,68449,67313,67073,67986,68494,69474,70435,72896,74939,76646,77507,78631,80619,81538,82014,81746,82629,83328,84082,83747,83499,83746,84645,85555,85879,86424,86864,87378,87268,87511,87664,88017,88652,89120,88891,89065,89285,90382,91711,93393,95403,96047,96710,96863,97233,97121,97909,98046,98543,98636,99246,99682,99222,98971,98602,99115,99699,100610,100811,101056,101452,101872,101899,101611,102714,104866,107169,108789,109964,111527,113152,114893,116740,118505,120344,122150,123231,123515,123992,125033,126638,128065,130205,132492,134011,134977,136111,137647,138836,140476,142185,143959,145397,146624,147565,148808,150642,153427,155358,156868,157738,159257,159215,158642,157415,157546,157881,157423,156375,155476,154706,153953,153187,151700,152542,152686,152960,150564,147716,145398,143005,140225,137141,134717,132525,130125,126754,124685,123180,122202,121636,120360,119812,118270,117474,115797,114753,113776,112614,111016,109056,106839,103300,100413,97213,94749,91943,89606,87176,84324,81856,79739,78022,76793,75779,74872,74115,73751,73318,73310,73266,74239,74722,74659,73869,73856,74833,75300,75808,76327,77718,78170,78514,78379,78908,79955,81507,82912,83768,85318,86193,86815,86892,87742,88624,89519,90134,90610,90819,90229,90165,89878,90534,91065,91373,91693,92261,92805,93417,93772,94870,96093,96924,97677,98111,98518,98868,99110,99610,100108,100431,100722,100514,100543,100700,100976,101313,101829,102545,103293,103811,104211,104888,105923,107340,108611,109476,110241,111400,113140,115051,116616,118008,119887,121760,123516,124892,126645,128663,130668,132006,132777,133455,134582,135732,136685,137204,137575,137386,137199,137381,138485,139792,140471,140808,141037,141573,141546,142032,142877,144559,145505,146243,146296,146742,147821,149258,150734,152125,154072,155930,157730,159384,161756,164270
326,Saint Johns County,FL,93454,93590,93571,93428,93222,93252,93628,94025,94437,94951,95626,96351,97001,97524,98167,99136,100223,101197,101686,102327,102770,103247,103776,104485,105507,106327,107106,107801,108609,109225,109988,110780,112086,113276,114158,114700,115026,115771,116757,117821,118987,120189,121473,122416,123346,124305,125273,126556,127963,129603,130906,132212,133825,135487,137384,138892,140355,141685,143407,145074,146826,148190,149689,151019,151379,151985,152404,153994,155228,156462,157511,158461,159440,160468,161525,162700,164099,165314,166450,167301,168409,169606,170709,171903,173150,174483,175764,176818,178038,179276,180741,182130,183609,185206,187090,189008,190938,192906,195083,197470,200215,202993,205967,208683,211648,214355,216809,219475,222694,226548,230172,233962,237544,241393,244937,248916,253145,258209,263528,268282,271786,273895,276451,279234,282661,285126,287184,288533,289037,288417,287368,286039,284874,283762,282343,280607,278243,275394,272236,269228,267096,265407,262947,260307,257137,254005,250450,246039,240852,236682,232852,228990,223836,219373,215942,212099,208062,204416,200947,197736,194807,192280,190089,187819,185942,182880,179861,178070,177311,176004,174173,173065,172048,170680,168811,167117,165726,164434,162518,159981,157500,155914,155133,153688,152650,151301,150627,150117,149338,148943,149109,150159,150748,151154,151122,152029,152429,153139,153361,153247,153690,154155,155147,155586,156545,157382,158601,159447,161268,163313,165930,169097,171474,174499,175940,177665,178631,180686,182231,183063,182366,182044,181739,181574,182042,181837,182898,183264,184306,183409,183743,185030,187838,189684,190980,191549,192459,193346,194294,195238,196167,198205,199061,199474,198912,199094,199391,200306,200372,200495,200707,201835,202911,203718,204655,205558,206606,207602,208977,210391,212459,214632,215926,216455,216827,217214,218068,219114,220963,222613,223750,224370,224585,225166,225847,226892,227695,228885,229742,230695,230845,230501,230620,231087,231743,231925,232192,232732,233497,234267,235146,236005,236983,237480,237739,238290,239922,241889,244310,246952,250102,253636,257737,262404,267925,274985,282992
340,Okaloosa County,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137405,138766,140231,143615,147088,150195,151909,153344,156951,162411,167690,172004,176575,181480,184951,185681,186102,187419,191653,196578,196571,193052,189015,187859,186721,185652,186401,189458,192378,194364,195174,195170,196401,198571,201358,202759,202821,202456,202491,203524,204708,205899,206371,206625,207166,206720,207550,207756,210305,212060,213493,214054,214803,215913,216856,217788,219696,222092,223965,226209,226950,228162,228516,230736,232900,236049,239835,244415,248261,252322,255543,260092,266519,274974,284854,294570,306094,316928,328210,337882,347196,356649,369556,382523,393237,403437,414754,424639,430523,435485,438518,442211,444270,449255,451704,452141,451536,447237,440877,433231,427955,423791,419821,416541,416204,412624,408445,402420,398403,394252,389234,385475,382315,378945,375969,372117,365326,359517,353350,349951,343180,338347,335954,334045,330489,325109,319259,315026,312470,308436,303227,296800,294431,292062,287928,283644,280171,279432,278041,275095,271083,269030,269426,269575,267722,264737,262130,258853,255946,251760,249595,247559,246880,245043,242078,239686,237371,236424,235986,235954,234864,233335,231639,231337,230596,229884,230156,230975,232524,232920,233505,234165,236264,239636,242052,242931,244404,247450,249725,250828,250980,252563,253893,255933,257518,258109,259442,262192,264731,265082,265334,266561,268879,270403,271679,272461,272658,273505,273631,273899,273441,274733,276196,277309,278197,279407,281053,282281,283471,284588,285620,286218,286724,286401,286292,287266,288559,289169,288556,288670,289969,292141,294767,295946,297193,298774,301194,303512,305008,306581,309176,311469,313517,313614,313844,315267,319701,323215,325864,325093,325943,327601,330026,331889,332912,335128,337322,340055,339341,339481,339560,343292,346276,348862,350152,351086,351973,353152,354622,355961,358131,360536,363698,365835,367384,367352,367693,369024,371895,374828,377925,381157,385466,389992,394828,400138,406827,415758,425880
355,Hernando County,FL,65968,65999,65885,65818,65635,65384,65171,64705,64477,63936,63845,63808,63855,63665,63542,63461,63674,63869,63625,62970,62228,62418,62855,63078,63352,63711,64248,64451,64503,64629,65477,67998,70375,71701,71283,71137,70982,71119,70918,71029,71167,71886,72612,72495,71807,71684,72438,73394,73878,74254,74778,75432,76093,76319,76160,75732,76120,76593,77356,77542,77898,78102,78309,78188,78115,78181,78526,79327,79909,80255,80461,80854,81388,81856,82472,83154,83878,84272,84725,84870,85110,85721,86242,86827,87103,87575,87844,88075,88194,88570,88720,88924,88917,88436,88065,88163,89128,90115,90857,91845,92934,93878,94580,95394,97367,100319,103805,106278,107638,108730,110840,113052,115583,118679,122717,126648,128269,128846,128972,130615,132627,134110,134653,135808,136965,138336,138927,139706,140699,141372,141472,140765,139813,139886,139877,138614,135851,132363,129226,126921,125349,123359,121062,118193,116598,115076,113949,112201,110921,109390,107975,105165,102634,100740,99266,97970,96886,95836,94572,92766,91443,90376,89362,88370,87146,86583,86241,86525,84536,81989,79106,78373,77659,76486,74893,73680,72742,71004,68888,66633,65362,64854,64690,63960,62862,62245,61519,60560,59511,58708,58738,58292,58407,57524,56813,55678,54883,53977,53667,53658,53595,53830,53740,54132,54041,54412,54618,55158,55713,56629,57498,58810,60031,61110,61433,61646,61828,62414,62952,63485,64309,64926,65124,64679,64110,63323,63387,63793,64741,65482,66588,67632,68205,68686,69323,69786,70999,72701,74474,75416,76161,77123,78046,78848,79648,80703,81801,83529,84724,85605,86161,87175,88083,88634,88871,89428,90384,91283,92541,93438,94306,94935,95560,96611,97500,98281,99209,100637,102107,103056,103068,103394,103901,105061,105898,106640,107478,108625,109650,109827,109485,109448,110026,111266,111915,112224,112412,113357,114887,116001,117574,119135,121498,122963,124362,125169,126940,128872,131251,133103,134645,136628,138463,140892,143150,146420,149881
364,Bay County,FL,118237,118611,118531,118879,118586,118850,118820,119627,120367,121164,121456,121924,123060,124337,125843,126571,128254,129277,130688,131068,131672,132610,134272,135646,136072,135725,135612,135805,136131,136257,136934,137471,138145,138052,138365,138815,139471,140337,141100,142855,144701,147194,148897,150554,151615,153206,154257,155570,156629,157857,159655,160935,162026,162339,163068,164437,166158,167827,169384,170696,172233,173675,173960,174041,173889,174795,175795,176408,176990,177330,178198,179130,180074,180913,181950,182823,184039,184901,185658,186125,186835,188425,190270,192368,194119,195903,198035,200455,202572,204370,206206,208641,211739,214538,217539,220081,223326,227170,231905,236309,241529,247413,255291,263726,271540,278988,285719,292733,299903,306664,313108,321642,330191,339677,346841,353002,357675,360901,364002,367544,370483,371960,371686,368482,365624,360876,356547,351355,347313,343995,339916,335767,331721,329361,327062,326795,324633,323034,319832,317937,316016,314926,314931,312468,310333,306813,304588,300172,297256,293870,290982,286210,281947,277079,271631,267788,263636,260146,256208,252502,247988,242561,238398,234944,231612,228200,226028,223599,220961,217439,213739,211034,208858,208146,207139,207002,205744,204641,201972,200236,198716,198490,198220,197297,195600,193207,191252,189276,188236,186783,186699,186419,185693,184355,183725,184543,186334,188618,189975,190439,190441,191319,191344,191368,192766,194675,196352,196907,197111,196875,196258,197456,199298,201517,203291,204658,205721,207173,207742,208220,208873,210722,213439,214508,214979,215004,216384,217867,218656,218730,220035,221129,221914,221595,221976,222579,223901,224800,225745,226607,227528,228183,228683,229806,231513,233055,233880,234473,234488,235258,235100,235526,236068,237205,237792,238040,238008,238584,239461,240963,242680,243423,245073,246546,249067,251021,253294,255317,257436,259586,261190,263223,265359,268461,270494,271945,270619,270065,269782,271854,273581,275232,276906,278122,278992,279302,280778,282931,287185,290406,293253,293779,293815,293691,293707,294341,295189,296963,298568,300440,302381,305422,309154,314225,320575,327849,336013
386,Charlotte County,FL,84418,84523,84567,84698,84804,84853,84862,84843,84863,84820,84789,84827,84965,85103,85286,85505,85766,86074,86385,86685,86932,87241,87667,88041,88386,88524,88650,88628,88688,88797,89097,89513,89991,90504,90768,90971,90939,91181,91422,91823,92104,92553,92875,93213,93433,93736,94099,94480,95099,95686,96271,96796,97416,97703,97923,98023,98417,98739,99391,100007,100519,100775,101093,101411,101728,102202,102797,103400,103880,104545,105107,105685,106252,106982,107808,108663,109538,110441,111358,112504,113600,114703,115648,116812,117937,119249,120544,121867,123037,124026,125107,126173,127348,128921,130934,133273,135594,137655,139764,141751,143941,146144,148711,151148,153730,155372,156962,158095,159944,162133,165664,169666,173578,177260,180385,183973,187693,191739,195416,198418,200920,203396,203009,203175,204337,207300,208352,207538,206397,206032,205459,204961,203753,201585,197791,193306,188454,182660,177743,173756,171692,169662,166880,164051,161108,159405,160440,160819,159879,159112,160309,162048,160383,156664,153932,151564,149218,145395,141442,138171,135721,133171,129879,126792,124591,123140,121663,120633,120733,121833,122519,122514,122301,122016,121651,120319,119541,118981,118112,116640,114729,112724,111186,110160,109764,109133,108192,107633,107045,107025,107180,107753,107940,108182,108018,107879,107367,107283,107478,107795,108053,108228,108543,109090,109829,110706,111503,112493,113387,114417,115705,117300,119255,120447,121391,121743,122075,122355,123061,123765,124619,125018,125262,125235,125094,125631,126947,128566,130652,131830,132740,133338,134372,135889,137171,138700,140130,141680,142349,143070,143365,144888,146593,148466,149720,150606,151574,152276,153212,154055,155003,155771,156276,156828,157532,158218,158840,159378,160384,161377,161758,162025,162710,163420,164500,164443,164165,164009,164789,166125,166681,167312,168530,169444,169791,170156,171212,173069,174556,175313,174994,173869,173238,173076,173112,173148,173519,173816,173734,172710,173406,173997,175909,176570,177706,178333,179363,180902,182637,184757,187147,190546,193170,196664,199889,205010,210254
410,Santa Rosa County,FL,166879,167952,170468,173906,176170,176857,177015,177872,179039,180378,182090,183518,183770,184208,182127,181528,181751,184363,187380,189223,190092,190384,191320,192720,196475,199200,201802,202220,203022,204285,205685,207441,209598,212317,212506,212346,210425,210125,212234,215080,219276,220517,221809,222206,223227,223311,223280,223157,224194,225548,226880,228158,229224,230578,231302,231685,230996,231104,232712,235291,237746,239397,238779,237784,236009,236321,237251,238365,239724,240771,241373,241354,241011,240670,241136,241728,242923,243232,243484,243805,244600,245682,246882,248233,249434,251474,253877,257161,259555,261632,262433,263536,265166,267766,271293,275677,280799,285232,289776,293296,297265,301966,309362,318571,327990,336414,342366,347593,354206,363103,370420,377492,386323,398612,411714,422655,430265,437082,446263,454547,458051,456496,458360,462724,467004,466550,463190,458832,456071,454702,452543,452314,453589,455947,454034,451458,448283,445895,441609,438789,436086,433485,428657,420959,411344,405735,405640,405035,399080,389730,382705,376003,369428,359781,353198,346728,345215,339202,330879,322115,320128,320498,319916,315640,313014,312408,312259,313280,311118,311301,310077,308601,303119,298018,294132,293592,290904,289406,285722,282250,279482,277455,275859,272929,269881,266584,263767,261316,260545,258266,257212,256261,255108,251658,249395,249594,251595,253335,254206,254819,254967,255539,256255,256697,257723,260221,261874,262838,263666,266028,268758,270423,271592,273202,275239,276789,276952,276076,275988,277040,278265,277747,277112,277944,278860,279526,278794,279363,281193,285150,288258,290334,290497,291387,292023,292467,293762,294910,295887,295838,295951,295812,296269,296524,298519,300822,303423,305634,307608,310121,313421,317004,320999,323664,325918,327619,329881,332467,334925,337047,338580,339608,340753,341788,341802,343053,344840,348202,349776,350781,352024,354099,356256,358960,361331,364766,367630,370831,374036,377290,380878,384028,386476,388227,389940,391672,393405,394194,396087,397372,399104,400768,402866,404756,406606,409337,413106,417060,421568,426774,432202,438327,444674,451429,458887,467772,477973
426,Martin County,FL,74190,74125,74057,73980,73797,73620,73354,73162,73012,72895,72890,72867,72932,72972,73082,73114,73301,73461,73750,73991,74215,74430,74578,74791,74953,75055,75011,74988,75049,75269,75508,75733,75946,76141,76200,76236,76208,76378,76698,76996,77215,77309,77496,77682,77872,78105,78447,78829,79249,79528,79668,79890,80189,80624,80995,81436,81900,82319,82691,83017,83360,83806,84260,84642,85027,85388,85818,86266,86745,87429,88152,89213,90256,91392,92546,93690,94803,95928,97205,98475,99954,101186,102680,103735,105374,106875,108633,110175,112251,114387,116505,118238,119948,121878,123971,126473,128478,130524,132343,134842,136768,138927,140769,143369,146341,149542,152371,154682,157344,160271,163685,167377,171263,174974,178649,182232,184573,186792,188885,192452,194798,197120,199089,201211,203099,203564,203674,203231,203086,202312,200730,198098,195614,192613,188411,183576,178238,175127,172128,169509,166145,163587,161603,158534,155145,151746,149915,147582,145978,143358,141300,139004,137897,135495,132641,130202,128211,126615,124819,123347,121257,118780,116379,114095,111467,109484,107962,106878,106412,106096,105241,104050,102988,102598,102169,101805,101225,100469,99522,98614,97318,95763,94222,93370,92913,92246,91300,90525,90329,90598,91020,91160,91319,91270,91734,91689,91842,92133,92808,92824,92192,91433,91303,91658,92058,92601,93251,94248,95151,95980,96608,97747,99589,101447,102661,103351,103853,104750,105144,105712,105781,105898,106099,106648,106930,107669,108548,109728,110795,111477,112515,113271,114515,115753,117162,118138,119192,119616,120213,120829,122251,123858,125179,126334,127356,128447,129359,130504,131697,132529,132874,133475,133952,134737,135401,136436,137366,138343,139308,140245,141015,142099,143506,144625,145233,145529,146228,146966,147858,148669,149488,150360,150954,152090,153087,154024,155291,156271,157101,157375,157660,157806,157784,157497,157796,158309,159380,160674,161533,161940,162352,163110,164150,164788,165805,167290,169087,170305,171316,172484,174220,176807,179662,182799,185983,189943,194048
435,Citrus County,FL,66240,64810,64369,62663,61947,61079,60973,60699,60560,60353,60511,60839,61386,62513,63000,64056,63945,64223,63846,63924,64185,64624,64706,64690,64435,64242,63965,63768,63844,64084,64069,64061,63646,63485,63292,63180,63025,62863,63156,63477,63799,63951,64130,64220,64595,64812,65262,65594,66217,66948,67394,67830,68058,68407,68841,69360,69872,70350,70783,71404,71974,72548,73201,73840,74496,75104,75661,76173,76541,76963,77438,77961,78460,78711,78905,78990,79417,79837,80282,80719,81156,81691,82140,82542,82899,83303,83800,84423,84960,85427,85788,86154,86751,87304,87943,88560,89318,90296,91323,92171,93031,94005,95431,96802,98064,99132,100181,101149,102356,103577,105136,107028,109231,111259,113346,115550,118052,120818,123642,126616,128827,130819,132494,134332,135462,136715,137299,137947,138158,137891,137530,137056,137450,137862,137692,136505,135079,133867,132651,131443,129959,129089,127951,126449,124517,122306,120675,119106,118342,117070,115363,113017,110962,109486,107752,106450,104312,102575,100043,98134,96267,95069,94803,95147,95181,93863,92718,91427,91044,90410,90372,90223,89367,88171,86529,84702,83092,82027,81419,80778,80020,79477,78844,78257,77681,77276,76536,75904,75344,74973,74245,73555,72739,72087,71828,71530,71787,71441,71565,71724,72037,72528,72975,73879,75355,76049,76015,75250,74486,74545,74749,75014,74791,74447,74422,74039,72718,72277,72354,73450,74206,74686,75189,75415,75946,76132,76638,77259,78500,79142,79712,80206,80939,81489,81788,82339,83283,84470,84868,85151,85252,85978,86675,87539,88134,88902,89454,90290,90820,91327,92289,93252,94483,95541,96789,97466,98422,99418,100751,101622,102440,103467,104763,105944,107129,107770,108521,109182,109916,110587,111441,112613,113642,114483,114169,114403,114410,114992,114928,115294,115890,116623,116657,116578,116306,116578,117207,117732,118258,119126,120405,121434,121999,122378,123581,125035,127121,128642,130522,132369,134470,136287,138259,140444,143084,146053,148862
445,Indian River County,FL,87264,87354,87468,87542,87626,87611,87684,87714,87817,87881,87906,87980,88216,88534,88789,89092,89324,89662,89993,90364,90677,90996,91514,91988,92256,92259,92216,92360,92742,93199,93493,93790,94082,94453,94566,94593,94572,94761,95058,95298,95326,95462,95641,96019,96259,96575,96999,97619,98385,99054,99599,100063,100625,100949,101490,101799,102483,102968,103418,103764,104151,104785,105358,105879,106366,107131,107781,108526,109155,109972,110879,111740,112524,113130,113943,115009,116082,116973,117778,118506,119293,120216,121306,122565,123846,125176,126313,127224,128113,129018,130177,131316,132532,133687,134916,136275,137747,139384,140907,142674,144368,146325,148170,150909,154018,156813,159505,162103,165038,167766,171209,174763,179197,184036,189617,194068,197127,200473,203546,206904,209140,211707,213996,216722,218546,218999,217585,215948,214911,213389,211977,210399,209190,207482,204651,201428,197914,194816,191781,188984,186852,185229,182554,177925,173485,169572,167189,163802,160538,157557,155472,153263,149852,146297,143471,142310,140563,138178,135307,133070,131192,128756,126577,124699,123412,121966,121329,120427,120534,120203,119969,119400,118941,118647,117887,116896,116355,115649,114098,112458,110777,110114,109248,108361,107198,106368,105595,105140,104484,104230,103922,103564,102858,102253,101787,101951,102091,102482,102864,103067,103268,103740,104570,105915,107093,108144,109092,110209,111336,112252,113327,115005,116303,117166,117729,118178,118852,119209,119665,119947,120564,121001,121362,121103,121500,121866,122545,123003,124059,125461,126884,127726,128592,129768,131060,132377,133508,135099,137040,138910,139532,139708,140125,141395,142579,143549,144705,146215,147786,149091,149442,149714,150734,152416,153969,154874,155863,157044,158102,159029,159615,160309,161126,162611,164396,166206,167371,168225,168708,169220,169881,170079,170570,170747,172272,172788,172909,171368,170926,171098,171651,171743,171170,171369,171889,172971,173169,172303,171826,173241,175124,176857,176812,177610,177673,178167,178028,178278,178687,180459,182261,183604,184433,185425,187990,190420,194098
587,Highlands County,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43753,44595,45207,46479,47457,48340,49111,49764,50366,50889,51427,51823,52141,52101,52165,52169,52507,52796,53231,53554,53878,54090,54411,54752,55033,55304,55484,55684,55806,56033,55957,56232,56349,56694,56561,56604,56742,56960,57222,57492,57921,58310,59024,59484,60075,60475,60972,61396,61973,62797,63519,63989,64534,65100,65604,66231,67195,68505,70087,71334,72674,73900,75762,77854,79788,81866,84487,87239,89690,91622,93936,96945,99541,101655,102859,105262,108083,111104,112589,114374,116075,118561,120130,120514,120554,120413,120453,119429,118228,116669,115988,114361,112537,109677,106162,103195,100312,98525,97897,97275,96467,94956,93393,91998,90098,88405,87633,88053,89044,89450,88210,86295,84483,83150,81859,80198,79627,79170,79187,78047,76548,74958,73874,73568,72864,71972,70935,70057,68944,68487,67679,66730,65724,64865,64428,63647,63457,63413,63635,64511,64962,64060,62676,61900,61694,61621,61131,60637,59745,59169,58495,57535,56731,57103,57786,58071,57981,57820,57822,57884,58023,58264,58565,58842,59075,58846,58663,58842,58936,58993,59011,59283,59753,59884,59995,60183,60659,61414,62199,62609,62655,62675,62794,63031,63419,63944,64566,64910,65170,65082,64949,65054,66077,67275,68647,69444,69968,70278,70492,71078,71392,71738,72112,72854,73215,73469,73324,73673,73767,74203,74665,74919,75276,75813,76544,76641,76920,77126,77817,78241,79268,79879,80340,80953,82098,83138,83876,84678,85490,86061,86274,86302,86218,86317,86627,86866,86718,86733,86827,87394,87519,88096,88765,90262,91564,92667,93302,94004,94929,95887,96953,97798,99056,100159,101346,102053,102923,104026,105527
